"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00070258","1959","-36.2167","149.1333","860.0","COOMA NORTH GERINGA AVENUE, AS","","","","","         0","a","        77","a","         0","a","       115","a","         7","a","   -7.8","a,0618, ","   34.4","a,0117, ","0.0","a,0427","-3.3","a,0509","-5.0","a,0512","-6.7","a,0615","","","0.0","a,1017","-2.2","a,0918","","","","","    2579.8","8","    2579.8","a","     11.64","a","     17.63","a","      5.65","a"
"ASN00070258","1960","-36.2167","149.1333","860.0","COOMA NORTH GERINGA AVENUE, AS","    145.9","","     145.9","a","         0","a","        69","a","         0","a","       108","a","        10","a","   -6.7","a,0825, ","   35.6","a,0127, ","-1.7","a,0416","-4.4","a,0510","-4.4","a,0510","","","","","0.0","a,1107","-2.2","a,0905","-5.6","a,0831","-6.7","a,0825","    2718.4","4","    2718.4","a","     11.21","a","     17.15","a","      5.27","a"
"ASN00070258","1961","-36.2167","149.1333","860.0","COOMA NORTH GERINGA AVENUE, AS","     84.5","","      84.5","a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASN00070258","1962","-36.2167","149.1333","860.0","COOMA NORTH GERINGA AVENUE, AS","","","","","         0","a","        83","a","         0","a","       125","a","         2","a","   -9.4","a,0714, ","   33.3","a,1201, ","0.0","a,0405","-3.3","a,0504","-4.4","a,0520","-8.8","a,0623","-9.4","a,0714","0.0","a,1026","-2.2","a,1011","-5.0","a,0914","","","    2744.8","8","    2744.8","a","     11.00","a","     17.59","a","      4.41","a"
"ASN00070258","1963","-36.2167","149.1333","860.0","COOMA NORTH GERINGA AVENUE, AS","     58.3","","      58.3","a","         0","a","        65","a","         0","a","       115","a","         1","a","   -6.9","a,0807, ","   32.8","a,1228, ","-0.1","a,0401","-3.3","a,0405","-4.4","a,0627","","","","","-1.7","a,1109","-2.2","a,0921","-4.4","a,0819","-6.9","a,0807","    2598.6","6","    2598.6","a","     11.28","a","     17.27","a","      5.28","a"
"ASN00070258","1964","-36.2167","149.1333","860.0","COOMA NORTH GERINGA AVENUE, AS","     80.8","","      80.8","a","         0","a","        91","a","         0","a","       116","a","         4","a","   -6.8","a,0707, ","   33.9","a,0107, ","-0.2","a,0412","-5.2","a,0516","-5.2","a,0516","-6.7","a,0517","","","-0.5","a,1101","-2.6","a,0919","-4.6","a,0914","","","    2804.0","0","    2804.0","a","     10.87","a","     17.36","a","      4.38","a"
"ASN00070258","1965","-36.2167","149.1333","860.0","COOMA NORTH GERINGA AVENUE, AS","     90.6","","      90.6","a","         0","a","        95","a","         0","a","       134","a","         6","a","   -9.4","a,0621, ","   33.9","a,0221, ","0.0","a,0323","-2.2","a,0426","-5.0","a,0517","-7.8","a,0530","-8.9","a,0620","-0.3","a,1118","-2.3","a,1004","-5.6","a,0810","","","    2722.1","1","    2722.1","a","     11.14","a","     18.33","a","      3.94","a"
"ASN00070258","1966","-36.2167","149.1333","860.0","COOMA NORTH GERINGA AVENUE, AS","     81.9","","      81.9","a","         0","a","        94","a","         0","a","       102","a","         6","a","   -7.8","a,0805, ","   35.1","a,0115, ","-0.6","a,0409","-3.4","a,0507","-5.3","a,0524","-7.2","a,0711","","","-0.2","a,1011","-2.3","a,1008","-6.1","a,0907","-7.8","a,0805","    2926.1","1","    2926.1","a","     10.56","a","     16.88","a","      4.25","a"
"ASN00070258","1967","-36.2167","149.1333","860.0","COOMA NORTH GERINGA AVENUE, AS","     76.6","","      76.6","a","         0","a","        81","a","         0","a","       130","a","         1","a","   -8.2","a,0804, ","   32.2","a,0115, ","-0.6","a,0410","-6.0","a,0427","-6.0","a,0427","-7.7","a,0721","","","-0.4","a,1128","-2.6","a,0917","-4.9","a,0815","-8.2","a,0804","    2718.7","7","    2718.7","a","     11.10","a","     18.01","a","      4.18","a"
"ASN00070258","1968","-36.2167","149.1333","860.0","COOMA NORTH GERINGA AVENUE, AS","    174.2","","     174.2","a","         0","a","        82","a","         0","a","       141","a","        12","a","   -7.6","a,0725, ","   39.4","a,0131, ","0.0","a,0410","-2.2","a,0424","-4.6","a,0610","-6.7","a,0701","","","-1.1","a,1025","-3.4","a,1002","-6.0","a,0817","","","    2618.1","1","    2618.1","a","     11.66","a","     18.37","a","      4.96","a"
