"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013872","1972","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    417.4","","     417.4","0","       132","0","        95","0","         6","0","","","         7","0","         1","0","        73","0","         3","0","       177","0","         4","0","","","         3"," ","  -18.9","0,0116, ","","","   102"," ,0,0331, ","  48.5"," ,0,0621, ","   33.3","0,0722, ","-2.2","0,1020","-2.2","0,1020","-5.6","0,1124","-6.7","0,1216","-12.8","0,1217","0.0","0,0426","-5.0","0,0409","-5.0","0,0409","-7.2","0,0221","-9.4","0,0208","    1951.7","7","    1951.7","0","   1054.8"," ,0","      367"," ,0","     13.67","0","     19.38","0","      7.95","0","",""
"USW00013872","1973","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    554.5","","     554.5","0","       131","0","        85","0","        10","0","        7","","         3","0","         0","0","        68","0","         9","0","       194","0","         3","0","","","","","  -12.8","0,0113, ","   102"," ,0,0108, ","   114"," ,0,0108, ","  60.7"," ,0,0528, ","   32.2","0,0903,+","-0.6","0,1106","-6.1","0,1110","-6.1","0,1110","-7.2","0,1111","-9.4","0,1211","-1.7","0,0414","-2.8","0,0412","-5.6","0,0222","-11.1","0,0218","-11.1","0,0218","    2094.1","1","    2094.1","0","   1102.2"," ,0","      325"," ,0","     14.16","0","     19.90","0","      8.41","0","",""
"USW00013872","1974","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    431.1","","     431.1","0","       132","0","        84","0","        11","0","        2","","         4","0","         0","0","        70","0","         2","0","       187","0","         0","0","","","        34"," ","  -10.6","0,0226, ","   127"," ,0,1201, ","   140"," ,0,1201, ","  58.7"," ,0,0404, ","   31.7","0,0827,+","-1.7","0,1003","-2.2","0,1004","-4.4","0,1115","-6.7","0,1205","","","-1.1","0,0409","-3.3","0,0325","-8.3","0,0227","-8.3","0,0227","-10.6","0,0226","    1759.0","0","    1759.0","0","   1084.4"," ,0","      287"," ,0","     14.22","0","     20.28","0","      8.16","0","",""
"USW00013872","1975","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    526.0","","     526.0","0","       132","0","        85","0","        14","0","        0","","         2","0","         0","0","        77","0","         2","0","       197","0","        10","0","","","        38"," ","  -12.8","0,1219, ","     0","T,0,1225,+","    56"," ,0,1123, ","  46.7"," ,0,1017,+","   33.9","0,0826, ","-1.7","0,1031","-2.2","0,1114","-5.0","0,1126","-10.6","0,1218","-10.6","0,1218","-1.7","0,0413","-3.3","0,0404","-4.4","0,0326","-7.8","0,0309","-8.9","0,0303","    2084.6","6","    2084.6","0","   1221.7"," ,0","      120"," ,0","     14.35","0","     20.45","0","      8.26","0","",""
"USW00013872","1976","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    376.8","","     376.8","0","       103","0","        71","0","        10","0","        3","","         2","0","         0","0","        91","0","         4","0","       182","0","         4","0","","","        37"," ","  -15.6","0,0119, ","    25"," ,0,0202,+","    43"," ,0,0117, ","  69.1"," ,0,0529, ","   32.8","0,0725, ","-1.1","0,1018","-4.4","0,1028","-4.4","0,1028","-11.1","0,1130","-11.1","0,1130","0.0","0,0427","-3.3","0,0318","-4.4","0,0317","-8.9","0,0208","-8.9","0,0208","    1959.2","2","    1959.2","0","    874.0"," ,0","       97"," ,0","     13.13","0","     19.54","0","      6.71","0","",""
"USW00013872","1977","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    604.6","","     604.6","0","       111","0","        69","0","         9","0","        9","","         5","0","         2","0","        82","0","        18","0","       186","0","        18","0","","","        55"," ","  -21.1","0,0117, ","   152"," ,0,0109, ","   160"," ,0,0109, ","  75.4"," ,0,1106, ","   34.4","0,0715,+","0.0","0,1018","-5.0","0,1113","-5.0","0,1113","-7.2","0,1126","-16.1","0,1207","0.0","0,0407","-2.8","0,0308","-4.4","0,0302","-6.7","0,0221","-10.0","0,0217","    2528.5","5","    2528.5","0","    964.8"," ,0","      346"," ,0","     13.63","0","     19.53","0","      7.72","0","",""
"USW00013872","1978","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    607.5","","     607.5","0","       107","0","        58","0","         7","0","        9","","         5","0","         0","0","        85","0","        12","0","       194","0","        15","0","","","        41"," ","  -17.2","0,0110, ","    51"," ,0,0317, ","    48"," ,0,0303, ","  70.1"," ,0,0807, ","   33.3","0,0724,+","0.0","0,1009","-8.9","0,1210","-8.9","0,1210","-8.9","0,1210","-8.9","0,1210","0.0","0,0421","-4.4","0,0318","-4.4","0,0318","-11.7","0,0305","-11.7","0,0305","    2477.3","3","    2477.3","0","    794.2"," ,0","      306"," ,0","     13.43","0","     19.52","0","      7.35","0","",""
"USW00013872","1979","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    395.9","","     395.9","0","       119","0","        85","0","        11","0","        9","","         5","0","         0","0","        90","0","         7","0","       169","0","         3","0","","","        43"," ","  -16.7","0,0103, ","   178"," ,0,0218, ","   203"," ,0,0218, ","  62.2"," ,0,1102, ","   34.4","0,0809, ","-0.6","0,1014","-3.9","0,1115","-6.1","0,1129","-8.3","0,1130","-10.6","0,1201","-0.6","0,0327","-4.4","0,0326","-4.4","0,0326","-7.2","0,0220","-10.0","0,0218","    2201.3","3","    2201.3","0","   1202.8"," ,0","      554"," ,0","     12.90","0","     18.51","0","      7.28","0","",""
"USW00013872","1980","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    600.7","","     600.7","0","       110","0","        72","0","         5","0","       16","","         6","0","         0","0","        95","0","        16","0","       171","0","        24","0","","","        57"," ","  -15.6","0,0303, ","    76"," ,0,0302,+","    69"," ,0,0209, ","  46.0"," ,0,0517, ","   36.1","0,0717, ","0.0","0,1106","-3.3","0,1119","-5.0","0,1120","-7.8","0,1219","-12.2","0,1225","-0.6","0,0417","-3.3","0,0315","-5.0","0,0304","-15.6","0,0303","-15.6","0,0303","    2502.7","7","    2502.7","0","    764.5"," ,0","      404"," ,0","     12.94","0","     18.67","0","      7.22","0","",""
"USW00013872","1981","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    509.6","","     509.6","0","       115","0","        70","0","         6","0","        5","","         4","0","         0","0","       100","0","        12","0","       162","0","        10","0","","","        54"," ","  -17.2","0,0212, ","   102"," ,0,0322, ","   114"," ,0,0322, ","  44.7"," ,0,0527, ","   33.3","0,0625,+","-2.8","0,1020","-2.8","0,1020","-4.4","0,1122","-6.7","0,1206","-10.0","0,1218","0.0","0,0407","-5.6","0,0320","-5.6","0,0320","-9.4","0,0213","-9.4","0,0213","    2492.9","9","    2492.9","0","    792.1"," ,0","      386"," ,0","     12.56","0","     18.19","0","      6.93","0","",""
"USW00013872","1982","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    523.5","","     523.5","0","       123","0","        81","0","         6","0","","","         7","0","         3","0","        76","0","         7","0","       184","0","         4","0","       120"," ","        70"," ","  -21.1","0,0111, ","","","    97"," ,0,0226, ","  48.8"," ,0,0731, ","   32.2","0,0727,+","0.0","0,1026","-2.2","0,1105","-4.4","0,1106","-7.8","0,1212","-11.1","0,1213","-1.7","0,0411","-5.6","0,0407","-5.6","0,0407","-7.2","0,0328","-8.9","0,0207","    2474.6","6","    2474.6","0","    955.6"," ,0","      465"," ,0","     13.69","0","     19.17","0","      8.22","0","",""
"USW00013872","1983","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    530.4","","     530.4","0","       127","0","        77","0","        10","0","       13","","         6","0","         3","0","        95","0","         8","0","       166","0","        19","0","        58"," ","        37"," ","  -22.2","0,1225, ","    76"," ,0,0210, ","    66"," ,0,0210, ","  78.2"," ,0,0630, ","   37.2","0,0820, ","0.0","0,1105","-3.9","0,1114","-4.4","0,1130","-20.6","0,1224","-20.6","0,1224","-2.2","0,0421","-2.2","0,0421","-4.4","0,0419","-7.2","0,0208","-11.7","0,0119","    2372.1","1","    2372.1","0","   1085.3"," ,0","      429"," ,0","     12.65","0","     18.22","0","      7.08","0","",""
"USW00013872","1984","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    470.0","","     470.0","0","       122","0","        65","0","         9","0","","","         4","0","         0","0","        81","0","         6","0","       176","0","         4","0","       102"," ","        61"," ","  -13.3","0,0208,+","","","    61"," ,0,0228, ","  75.2"," ,0,0213, ","   33.3","0,0711, ","-2.2","0,1107","-2.2","0,1107","-5.0","0,1114","-6.7","0,1121","-11.7","0,1206","-1.1","0,0402","-5.0","0,0312","-5.0","0,0312","-7.8","0,0309","-13.3","0,0208","    2542.7","7","    2542.7","0","    918.1"," ,0","      227"," ,0","     13.41","0","     19.16","0","      7.66","0","",""
"USW00013872","1985","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    502.2","","     502.2","0","       120","0","        67","0","         5","0","        5","","         2","0","         2","0","        81","0","        14","0","       189","0","         6","0","       103"," ","        46"," ","  -27.2","0,0121, ","   102"," ,0,0212, ","    99"," ,0,0212, ","  51.1"," ,0,0817, ","   33.9","0,0605, ","-6.7","0,1202","-6.7","0,1202","-6.7","0,1202","-6.7","0,1202","-10.6","0,1215","-2.2","0,0410","-2.2","0,0410","-5.0","0,0319","-11.1","0,0216","-11.1","0,0216","    2204.8","8","    2204.8","0","    781.1"," ,0","      266"," ,0","     13.49","0","     19.03","0","      7.95","0","",""
"USW00013872","1986","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    632.6","","     632.6","0","       116","0","        62","0","         2","0","        5","","         2","0","         2","0","        79","0","         5","0","       180","0","        18","0","        79"," ","        42"," ","  -19.4","0,0128, ","    51"," ,0,0214,+","    61"," ,0,0214,+","  48.3"," ,0,0817, ","   35.0","0,0721, ","-6.1","0,1113","-6.1","0,1113","-6.1","0,1113","-7.8","0,1114","","","0.0","0,0424","-2.2","0,0423","-4.4","0,0323","-7.2","0,0322","-8.9","0,0301","    2084.0","0","    2084.0","0","    652.6"," ,0","      190"," ,0","     14.24","0","     19.78","0","      8.70","0","",""
"USW00013872","1987","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    632.5","","     632.5","0","       124","0","        59","0","         8","0","       19","","         8","0","         0","0","        88","0","         9","0","       177","0","        26","0","        69"," ","        57"," ","  -13.9","0,0127, ","   381"," ,0,0404, ","   356"," ,0,0403, ","  44.2"," ,0,0228, ","   36.1","0,0724, ","0.0","0,1009","-2.8","0,1022","-6.1","0,1121","-6.7","0,1218","","","-1.7","0,0405","-4.4","0,0404","-4.4","0,0404","-8.3","0,0210","-13.9","0,0127","    2248.3","3","    2248.3","0","    830.8"," ,0","      920"," ,0","     13.58","0","     19.24","0","      7.92","0","",""
"USW00013872","1988","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    533.6","","     533.6","0","       115","0","        60","0","         3","0","        9","","         1","0","         0","0","        88","0","        13","0","       163","0","        21","0","        36"," ","        41"," ","  -13.3","0,0207, ","   229"," ,0,0108,+","   229"," ,0,0107, ","  37.8"," ,0,0722, ","   35.6","0,0818, ","0.0","0,1008","-2.2","0,1013","-4.4","0,1129","-7.8","0,1212","","","-1.7","0,0319","-4.4","0,0317","-4.4","0,0317","-8.3","0,0315","-11.1","0,0213","    2439.0","0","    2439.0","0","    586.2"," ,0","      283"," ,0","     12.89","0","     18.82","0","      6.96","0","",""
"USW00013872","1989","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    477.7","","     477.7","0","       145","0","        94","0","        13","0","       12","","         7","0","         2","0","        82","0","        12","0","       175","0","         2","0","        59"," ","        50"," ","  -18.9","0,1223, ","    76"," ,0,0223, ","   102"," ,0,0227, ","  59.9"," ,0,0604, ","   32.2","0,0711,+","0.0","0,1020","-3.3","0,1116","-4.4","0,1117","-7.2","0,1124","-8.9","0,1204","-1.1","0,0508","-2.8","0,0302","-10.0","0,0225","-10.0","0,0225","-10.0","0,0225","    2301.6","6","    2301.6","0","   1313.1"," ,0","      438"," ,0","     13.02","0","     18.36","0","      7.68","0","",""
"USW00013872","1990","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    531.4","","     531.4","0","       118","0","        78","0","        10","0","        2","","         1","0","         0","0","        52","0","         1","0","       187","0","         4","0","        55"," ","        56"," ","  -10.0","0,1225, ","    25"," ,0,0319,+","    25"," ,0,0319, ","  70.6"," ,0,0216, ","   33.3","0,0820,+","-1.1","0,1027","-2.8","0,1130","-4.4","0,1205","-7.2","0,1224","-10.0","0,1225","-0.6","0,0413","-3.3","0,0408","-6.7","0,0226","-6.7","0,0226","","","    2195.9","9","    2195.9","0","   1140.0"," ,0","       73"," ,0","     14.70","0","     20.49","0","      8.91","0","",""
"USW00013872","1991","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    599.6","","     599.6","0","       127","0","        71","0","         5","0","        4","","         3","0","         0","0","        69","0","         4","0","       179","0","        13","0","        67"," ","        49"," ","  -16.1","0,0216, ","    51"," ,0,0215, ","   102"," ,0,0308, ","  68.6"," ,0,0329, ","   33.3","0,0724,+","0.0","0,1008","-4.4","0,1104","-4.4","0,1104","-6.7","0,1105","","","-1.7","0,0331","-2.8","0,0310","-6.7","0,0217","-6.7","0,0217","-16.1","0,0216","    1933.0","0","    1933.0","0","    839.7"," ,0","      212"," ,0","     14.25","0","     19.63","0","      8.87","0","",""
"USW00013872","1992","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    414.7","","     414.7","0","       131","0","        73","0","         6","0","        0","","         0","0","         0","0","        81","0","         3","0","       158","0","         6","0","        66"," ","        44"," ","  -13.9","0,0116, ","     0","T,0,1227,+","    13"," ,0,0311, ","  70.4"," ,0,1004, ","   33.3","0,0712,+","0.0","0,1020","-4.4","0,1116","-4.4","0,1116","-8.3","0,1206","","","-0.6","0,0429","-4.4","0,0403","-4.4","0,0403","-6.7","0,0311","-11.1","0,0117","    2246.2","2","    2246.2","0","   1057.9"," ,0","       43"," ,0","     13.13","0","     18.47","0","      7.79","0","",""
"USW00013872","1993","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    625.4","","     625.4","0","       108","0","        69","0","         6","0","       19","","         5","0","         0","0","        89","0","         5","0","       173","0","        30","0","        60"," ","        43"," ","  -12.2","0,0315, ","   508"," ,0,0314,+","   406"," ,0,0313, ","  49.0"," ,0,0803, ","   36.7","0,0708, ","-0.6","0,1023","-3.3","0,1102","-4.4","0,1211","-6.7","0,1212","-9.4","0,1226","-1.1","0,0403","-3.9","0,0319","-12.2","0,0315","-12.2","0,0315","-12.2","0,0315","    2362.5","5","    2362.5","0","    829.6"," ,0","      715"," ,0","     13.44","0","     19.05","0","      7.82","0","",""
"USW00013872","1994","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    464.6","","     464.6","0","       128","0","       100","0","         7","0","        4","","         3","0","         3","0","        73","0","         6","0","       177","0","         1","0","        84"," ","        52"," ","  -21.1","0,0119, ","    51"," ,0,0105,+","    51"," ,0,0103, ","  70.9"," ,0,0327, ","   32.2","0,0702, ","-1.1","0,1027","-3.3","0,1125","-5.0","0,1211","","","","","-2.2","0,0408","-2.2","0,0408","-8.9","0,0227","-8.9","0,0227","-8.9","0,0227","    2375.4","4","    2375.4","0","   1154.2"," ,0","      148"," ,0","     13.59","0","     19.25","0","      7.94","0","",""
"USW00013872","1995","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    527.4","","     527.4","0","       122","0","        79","0","        11","0","        5","","         2","0","         0","0","        82","0","        14","0","       177","0","        16","0","        75"," ","        50"," ","  -16.7","0,0209, ","    51"," ,0,0208,+","    56"," ,0,0204, ","  84.8"," ,0,0114, ","   35.0","0,0818,+","0.0","0,1030","-2.8","0,1104","-5.0","0,1105","-7.2","0,1116","-13.9","0,1210","-0.6","0,0403","-6.7","0,0310","-6.7","0,0310","-6.7","0,0310","-16.7","0,0209","    2104.6","6","    2104.6","0","   1113.9"," ,0","      180"," ,0","     13.18","0","     18.87","0","      7.49","0","",""
"USW00013872","1996","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    486.2","","     486.2","0","       143","0","        89","0","         7","0","       21","","         7","0","         1","0","        98","0","        15","0","       170","0","         8","0","        78"," ","        58"," ","  -20.6","0,0205, ","   203"," ,0,0112,+","   117"," ,0,0106, ","  64.8"," ,0,0126, ","   33.9","0,0519, ","-0.6","0,1102","-2.8","0,1103","-5.6","0,1112","-10.6","0,1219","-10.6","0,1219","-2.8","0,0410","-2.8","0,0410","-5.0","0,0322","-8.9","0,0311","-8.9","0,0311","    2652.4","4","    2652.4","0","   1028.2"," ,0","      613"," ,0","     12.61","0","     18.31","0","      6.91","0","",""
"USW00013872","1997","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    435.2","","     435.2","0","       135","0","        77","0","         8","0","        9","","         4","0","         0","0","        78","0","         9","0","       160","0","         8","0","        62"," ","        36"," ","  -14.4","0,0117, ","   102"," ,0,1231,+","    64"," ,0,1230, ","  71.4"," ,0,0924, ","   33.3","0,0817,+","-1.1","0,1023","-2.2","0,1105","-4.4","0,1117","-8.3","0,1208","","","-0.6","0,0418","-2.2","0,0410","-5.0","0,0216","-8.3","0,0119","-11.1","0,0118","    2342.3","3","    2342.3","0","    966.9"," ,0","      275"," ,0","     12.93","0","     18.54","0","      7.32","0","",""
"USW00013872","1998","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    716.3","","     716.3","0","       121","0","        72","0","         5","0","        7","","         1","0","         0","0","        62","0","         3","0","       190","0","        30","0","        31"," ","        44"," ","  -12.2","0,0101, ","   356"," ,0,0127, ","   356"," ,0,0127, ","  78.7"," ,0,0107, ","   35.0","0,0719, ","-1.7","0,1023","-4.4","0,1107","-4.4","0,1107","","","","","0.0","0,0411","-2.8","0,0314","-11.1","0,0313","-11.1","0,0313","-11.1","0,0313","    2257.5","5","    2257.5","0","    901.3"," ,0","      387"," ,0","     14.71","0","     20.32","0","      9.10","0","",""
"USW00013872","1999","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    528.1","","     528.1","0","       104","0","        69","0","         3","0","        3","","         4","0","         0","0","        81","0","         4","0","       181","0","        19","0","        28"," ","        43"," ","  -12.8","0,0105, ","    25"," ,0,0326,+","    51"," ,0,0326,+","  43.4"," ,0,1125, ","   35.6","0,0731, ","-2.2","0,1025","-2.2","0,1025","-7.2","0,1201","-7.2","0,1201","-9.4","0,1225","-2.2","0,0328","-2.2","0,0328","-5.6","0,0308","-7.8","0,0222","-8.9","0,0214","    2018.0","0","    2018.0","0","    758.5"," ,0","      243"," ,0","     14.00","0","     20.04","0","      7.96","0","",""
"USW00013872","2000","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    495.3","","     495.3","0","       118","0","        77","0","         6","0","       18","","         5","0","         0","0","        92","0","        13","0","       191","0","        10","0","        38"," ","        50"," ","  -14.4","0,1220, ","   102"," ,0,1219,+","   102"," ,0,1219,+","  45.5"," ,0,0320, ","   32.8","0,0818,+","-1.7","0,1010","-4.4","0,1118","-4.4","0,1118","-6.7","0,1122","-11.1","0,1218","-1.1","0,0409","-2.8","0,0314","-4.4","0,0313","-8.3","0,0203","-10.6","0,0128","    2076.8","8","    2076.8","0","    795.2"," ,0","      445"," ,0","     13.16","0","     19.26","0","      7.05","0","",""
"USW00013872","2001","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    488.4","","     488.4","0","       114","0","        66","0","         4","0","        1","","         2","0","         0","0","        87","0","         4","0","       184","0","         3","0","        37"," ","        29"," ","  -14.4","0,0103, ","    51"," ,0,0320, ","   114"," ,0,0320, ","  36.6"," ,0,0329, ","   33.3","0,0807, ","-0.6","0,1008","-2.2","0,1018","-4.4","0,1121","-7.8","0,1226","","","-1.7","0,0419","-2.2","0,0417","-6.1","0,0328","-7.8","0,0306","-9.4","0,0126","    2419.0","0","    2419.0","0","    768.0"," ,0","      171"," ,0","     13.66","0","     19.86","0","      7.46","0","",""
"USW00013872","2002","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    654.2","","     654.2","0","       121","0","        69","0","         8","0","        1","","         1","0","         0","0","        88","0","         5","0","       180","0","        19","0","        36"," ","        36"," ","  -10.6","0,0228,+","    76"," ,0,1204, ","   114"," ,0,1204, ","  57.9"," ,0,0605, ","   33.9","0,0729, ","0.0","0,1102","-2.8","0,1118","-5.0","0,1128","-7.2","0,1202","-8.9","0,1207","0.0","0,0406","-2.8","0,0328","-6.1","0,0323","-6.7","0,0322","-10.0","0,0305","    2047.7","7","    2047.7","0","    968.3"," ,0","      128"," ,0","     14.06","0","     19.87","0","      8.25","0","",""
"USW00013872","2003","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    458.6","","     458.6","0","       143","0","        93","0","        12","0","       15","","         8","0","         0","0","        88","0","         9","0","       182","0","         3","0","        58"," ","        47"," ","  -16.7","0,0124, ","    76"," ,0,0116, ","   102"," ,0,0410,+","  65.0"," ,0,0505, ","   33.3","0,0826, ","0.0","0,1110","-3.3","0,1124","-4.4","0,1125","-8.9","0,1220","-8.9","0,1220","0.0","0,0410","-2.2","0,0401","-7.2","0,0209","-7.2","0,0209","-10.6","0,0208","    2309.6","6","    2309.6","0","   1225.3"," ,0","      618"," ,0","     13.33","0","     19.01","0","      7.65","0","",""
"USW00013872","2004","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    553.6","","     553.6","0","       133","0","        82","0","        12","0","        6","","         4","0","         0","0","        87","0","         8","0","       200","0","         5","0","        58"," ","        37"," ","  -15.0","0,1220, ","    76"," ,0,0125, ","    76"," ,0,0125, ","  95.5"," ,0,0907, ","   32.8","0,0612, ","0.0","0,1109","-2.2","0,1115","-6.7","0,1214","-6.7","0,1214","-13.3","0,1219","0.0","0,0504","-6.1","0,0323","-6.1","0,0323","-10.0","0,0131","-10.0","0,0131","    2247.2","2","    2247.2","0","   1180.1"," ,0","      255"," ,0","     14.04","0","     19.67","0","      8.40","0","",""
"USW00013872","2005","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    589.3","","     589.3","0","       135","0","        76","0","         7","0","        2","","         3","0","         0","0","        84","0","         5","0","       185","0","        13","0","        47"," ","        48"," ","  -13.9","0,0124, ","    25"," ,0,0228,+","    51"," ,0,0228, ","  51.8"," ,0,0707, ","   36.1","0,0726, ","-1.1","0,1027","-2.8","0,1117","-6.1","0,1118","-6.7","0,1210","-8.9","0,1221","-1.7","0,0424","-2.8","0,0318","-4.4","0,0309","-7.2","0,0302","-13.9","0,0124","    2044.4","4","    2044.4","0","   1033.0"," ,0","      179"," ,0","     13.86","0","     19.56","0","      8.16","0","",""
"USW00013872","2006","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    571.4","","     571.4","0","       137","0","        77","0","         9","0","        3","","         3","0","         0","0","        76","0","         2","0","       180","0","        27","0","        38"," ","        44"," ","  -11.7","0,1208, ","    25"," ,0,0218,+","    38"," ,0,0212, ","  49.3"," ,0,1231, ","   34.4","0,0802, ","-1.1","0,1014","-3.3","0,1024","-4.4","0,1104","-8.9","0,1207","-8.9","0,1207","-3.3","0,0327","-3.3","0,0327","-5.6","0,0227","-7.2","0,0219","","","    2122.5","5","    2122.5","0","   1001.4"," ,0","      135"," ,0","     14.09","0","     20.09","0","      8.10","0","",""
"USW00013872","2007","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    631.9","","     631.9","0","       112","0","        52","0","         3","0","        0","","         0","0","         0","0","        79","0","         3","0","       195","0","        18","0","        51"," ","        30"," ","  -13.3","0,0129, ","     0","T,0,0415,+","    23"," ,0,0407, ","  68.1"," ,0,0914, ","   35.6","0,0816, ","0.0","0,1030","-3.3","0,1108","-4.4","0,1124","-6.7","0,1218","","","-2.2","0,0410","-2.2","0,0410","-5.6","0,0408","-7.2","0,0407","-9.4","0,0216","    2196.2","2","    2196.2","0","    599.3"," ,0","       91"," ,0","     14.32","0","     20.32","0","      8.31","0","",""
"USW00013872","2008","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    539.7","","     539.7","0","       120","0","        63","0","         6","0","        3","","         2","0","         0","0","        79","0","         6","0","       175","0","        14","0","        86"," ","        38"," ","  -12.2","0,1222, ","    51"," ,0,0117,+","    81"," ,0,0117, ","  87.1"," ,0,0826, ","   33.9","0,0722,+","0.0","0,1029","-2.2","0,1117","-6.7","0,1119","-6.7","0,1119","-10.0","0,1122","-0.6","0,0430","-3.3","0,0325","-7.2","0,0228","-7.2","0,0228","-11.1","0,0125","    2071.7","7","    2071.7","0","    728.3"," ,0","      179"," ,0","     13.68","0","     19.39","0","      7.97","0","",""
"USW00013872","2009","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    497.4","","     497.4","0","       162","0","       100","0","        12","0","       12","","         3","0","         0","0","        69","0","         5","0","       172","0","         0","0","       127"," ","        47"," ","  -15.0","0,0116, ","   279"," ,0,1218, ","   307"," ,0,1218, ","  64.0"," ,0,0921, ","   31.7","0,0810,+","-1.7","0,1019","-5.6","0,1206","-5.6","0,1206","-7.2","0,1211","","","0.0","0,0408","-2.8","0,0305","-10.0","0,0303","-10.0","0,0303","-10.0","0,0303","    2235.6","6","    2235.6","0","   1343.2"," ,0","      498"," ,0","     13.58","0","     18.82","0","      8.34","0","",""
"USW00013872","2010","35.5954","-82.5568","682.1","ASHEVILLE, NC US","","","    776.5","","     776.5","0","       125","0","        72","0","         4","0","       23","","         8","0","         0","0","        94","0","        27","0","       182","0","        35","0","        99"," ","        56"," ","  -13.3","0,1215, ","   203"," ,0,1226, ","   206"," ,0,1225, ","  64.5"," ,0,1130, ","   35.0","0,0813,+","-0.6","0,1106","-3.9","0,1107","-5.0","0,1128","-9.4","0,1206","-9.4","0,1206","0.0","0,0322","-3.9","0,0307","-5.6","0,0226","-7.2","0,0225","-8.9","0,0113","    2413.6","6","    2413.6","0","    804.8"," ,0","      931"," ,0","     13.39","0","     18.87","0","      7.91","0","",""
