"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00012961","2011","29.98333","-99.08333","492.9","KERRVILLE MUNICIPAL AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","        19"," ","","","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00012961","2012","29.98333","-99.08333","492.9","KERRVILLE MUNICIPAL AIRPORT, TX US","       3.1","W","   1383.6","","    1383.6","W","        62","W","        30","W","         5","W","         0","W","        29","W","         0","W","       279","W","       114","W","        83"," ","        16"," ","        47"," ","   -6.0","W,1221,+","  52.8"," ,W,0510, ","   37.8","W,0810,+","0.0","W,1128","-4.9","W,1211","-4.9","W,1211","","","","","0.0","W,0304","-3.8","W,0114","","","","","","","","","","","    453.2"," ,W","     19.51","W","     26.09","W","     12.94","W","       150","W","      13.0","W"
"USW00012961","2013","29.98333","-99.08333","492.9","KERRVILLE MUNICIPAL AIRPORT, TX US","","","   1371.5","","    1371.5","W","        67","W","        36","W","         6","W","         0","W","        56","W","         2","W","       257","W","        95","W","        85"," ","         9"," ","        44"," ","   -5.5","W,1207, ","  39.1"," ,W,0908, ","   40.0","W,0629, ","-1.6","W,1113","-3.8","W,1206","-5.5","W,1207","","","","","-2.1","W,0326","-2.7","W,0306","-4.9","W,0116","","","","","    1087.7","7","    1087.7","W","    482.8"," ,W","     18.66","W","     25.31","W","     12.00","W","","","",""
"USW00012961","2014","29.98333","-99.08333","492.9","KERRVILLE MUNICIPAL AIRPORT, TX US","       3.3","W","   1388.7","","    1388.7","W","        54","W","        28","W","         4","W","         0","W","        60","W","         3","W","       259","W","        93","W","        96"," ","        13"," ","        32"," ","   -8.8","W,0129,+","  46.7"," ,W,0525, ","   37.2","W,0816,+","0.0","W,1112","-3.2","W,1117","-4.9","W,1118","","","","","-0.5","W,0415","-6.0","W,0303","-6.0","W,0303","-8.8","W,0129","","","    1310.6","6","    1310.6","W","    394.7"," ,W","     18.69","W","     25.39","W","     11.98","W","       350","W","      13.9","W"
"USW00012961","2015","29.98333","-99.08333","492.9","KERRVILLE MUNICIPAL AIRPORT, TX US","       3.0","W","","","","","        82","W","        45","W","         6","W","         0","W","        42","W","","","","","","","       108"," ","         9"," ","        45"," ","   -7.1","W,0105, ","  59.4"," ,W,0513, ","","","-3.8","W,1122","-3.8","W,1122","","","","","","","-5.5","W,0306","-5.5","W,0306","-5.5","W,0306","-7.1","W,0105","","","","","","","    696.9"," ,W","","","","","     12.69","W","       320","W","      12.5","W"
"USW00012961","2016","29.98333","-99.08333","492.9","KERRVILLE MUNICIPAL AIRPORT, TX US","       2.9","W","   1415.4","","    1415.4","W","        84","W","        42","W","        10","W","         0","W","        39","W","         0","W","       286","W","        94","W","       101"," ","        12"," ","        49"," ","   -6.0","W,1219,+","  84.6"," ,W,0528, ","   38.9","W,0812, ","0.0","W,1119","-2.7","W,1210","-5.5","W,1218","","","","","0.0","W,0325","-3.2","W,0209","-6.0","W,0207","","","","","     971.4","4","     971.4","W","    805.4"," ,W","     19.64","W","     26.13","W","     13.15","W","       350","W","      14.8","W"
"USW00012961","2017","29.98333","-99.08333","492.9","KERRVILLE MUNICIPAL AIRPORT, TX US","       3.1","W","   1395.4","","    1395.4","W","        66","W","        31","W","         5","W","         0","W","        27","W","         0","W","       299","W","        99","W","       101"," ","        13"," ","        32"," ","  -10.5","W,0108,+","  50.8"," ,W,0626, ","   38.9","W,0730,+","-2.1","W,1028","-4.3","W,1208","","","","","","","-1.6","W,0303","-10.5","W,0108","-10.5","W,0108","-10.5","W,0108","-10.5","W,0108","     734.5","5","     734.5","W","    465.2"," ,W","     19.88","W","     26.71","W","     13.04","W","       140","W","      13.0","W"
"USW00012961","2018","29.98333","-99.08333","492.9","KERRVILLE MUNICIPAL AIRPORT, TX US","       3.2","W","   1528.4","","    1528.4","W","        83","W","        35","W","         3","W","         0","W","        37","W","         2","W","       254","W","       103","W","        95"," ","        13"," ","        36"," ","   -7.1","W,1114,+","  52.8"," ,W,0504, ","   41.1","W,0723, ","-4.3","W,1113","-4.3","W,1113","-7.1","W,1114","-7.1","W,1114","","","-4.3","W,0212","-4.3","W,0212","-5.5","W,0125","-7.1","W,0104","","","    1037.9","9","    1037.9","W","    515.0"," ,W","     19.26","W","     25.70","W","     12.82","W","       320","W","      13.9","W"
"USW00012961","2019","29.98333","-99.08333","492.9","KERRVILLE MUNICIPAL AIRPORT, TX US","       2.6","W","   1515.8","","    1515.8","W","        67","W","        22","W","         2","W","         0","W","        46","W","         0","W","       268","W","       116","W","        98"," ","        16"," ","        39"," ","   -8.8","W,1219, ","  33.8"," ,W,0508, ","   38.9","W,0816,+","0.0","W,1027","-3.8","W,1031","-8.2","W,1218","-8.2","W,1218","","","-0.5","W,0402","-3.2","W,0306","-6.0","W,0305","","","","","    1217.1","1","    1217.1","W","    250.0"," ,W","     19.37","W","     26.10","W","     12.64","W","        50","W","      16.5","W"
"USW00012961","2020","29.98333","-99.08333","492.9","KERRVILLE MUNICIPAL AIRPORT, TX US","       2.9","W","   1453.4","","    1453.4","W","","","","","","","         0","W","        41","W","         0","W","       284","W","       113","W","        94"," ","        10"," ","        35"," ","   -7.1","W,1201, ","","","   40.6","W,0713, ","-0.5","W,1030","-5.5","W,1130","-5.5","W,1130","-7.1","W,1201","","","-3.2","W,0228","-3.2","W,0228","-6.6","W,0227","","","","","    1058.7","7","    1058.7","W","","","     19.61","W","     26.92","W","     12.29","W","        30","W","      13.4","W"
