"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00147021","1941","38.216667","-99.4",,"ROZEL NEAR, KS US","        70","6","        47","6","         7","6","        10"," ","  53.3"," ,6,0626, ","    718.1"," ,6"
"USC00147021","1942","38.216667","-99.4",,"ROZEL NEAR, KS US","","","","","","","         2"," ","","","",""
