"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003919","1952","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","    988.7","","     988.7","0","        73","0","        48","0","         3","0","       33","","        11","0","         3","0","       152","0","        26","0","       185","0","        90","0","        52"," ","","","        48"," ","  -20.6","0,1128, ","   178"," ,0,1201, ","   178"," ,0,0303, ","  41.1"," ,0,0618, ","   41.7","0,0726, ","-3.3","0,1006","-3.3","0,1006","-6.1","0,1007","-10.0","0,1110","-10.0","0,1110","-0.6","0,0415","-3.3","0,0410","-4.4","0,0406","-6.7","0,0325","-8.9","0,0323","","","","","    593.4"," ,0","      779"," ,0","     12.81","0","     20.12","0","      5.49","0","","","","","","","","","","","",""
"USW00003919","1953","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","    996.5","","     996.5","0","        67","0","        41","0","         5","0","       16","","         5","0","         1","0","       132","0","         7","0","       185","0","        87","0","        51"," ","","","        47"," ","  -17.8","0,0116, ","   178"," ,0,1107, ","   178"," ,0,1106, ","  78.0"," ,0,0527, ","   41.7","0,0928,+","-1.1","0,1024","-2.8","0,1026","-4.4","0,1027","-7.8","0,1212","-8.9","0,1221","-2.8","0,0514","-2.8","0,0514","-6.1","0,0420","-6.7","0,0416","-12.2","0,0304","    2887.4","4","    2887.4","0","    534.5"," ,0","      501"," ,0","     13.86","0","     21.09","0","      6.63","0","","","","","","","","","","","",""
"USW00003919","1954","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","   1217.0","","    1217.0","X","        68","X","        33","X","         4","X","        3","","         3","X","         3","X","       123","X","        14","X","       196","X","       101","X","        35"," ","","","        45"," ","  -20.6","X,0121, ","    25"," ,X,1228,+","    25"," ,X,1227,+","  44.7"," ,X,0501, ","   45.0","X,0714,+","-1.1","0,1016","-2.2","0,1030","-5.0","0,1101","-10.0","0,1102","-10.0","0,1102","-0.6","0,0503","-2.2","0,0404","-4.4","0,0403","-11.7","0,0315","-11.7","0,0315","    2605.2","2","    2605.2","X","    463.5"," ,X","       93"," ,X","     14.56","X","     22.03","X","      7.09","X","","","","","","","","","","","",""
"USW00003919","1955","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","   1004.5","","    1004.5","0","        60","0","        35","0","         7","0","       27","","         8","0","         3","0","       133","0","        32","0","       198","0","        82","0","        43"," ","","","        40"," ","  -18.3","0,0211, ","   152"," ,0,0206,+","   127"," ,0,0325,+"," 105.9"," ,0,0809, ","   41.7","0,0731,+","0.0","0,1023","-2.2","0,1024","-7.2","0,1103","-7.2","0,1103","-10.6","0,1115","-1.7","0,0407","-6.1","0,0328","-6.1","0,0328","-11.7","0,0327","-11.7","0,0327","    2680.6","6","    2680.6","0","    594.4"," ,0","      430"," ,0","     12.93","0","     20.00","0","      5.87","0","","","","","","","","","","","",""
"USW00003919","1956","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","   1151.2","","    1151.2","0","        58","0","        37","0","         2","0","       28","","        13","0","         5","0","       135","0","        25","0","       196","0","       101","0","        43"," ","","","        45"," ","  -23.3","0,0203, ","   279"," ,0,0203,+","   102"," ,0,0201,+","  44.5"," ,0,0530, ","   43.3","0,0816,+","-0.6","0,1106","-3.3","0,1108","-8.3","0,1116","-8.3","0,1116","-10.6","0,1129","0.0","0,0424","-4.4","0,0419","-4.4","0,0419","-7.2","0,0319","-12.8","0,0312","    3102.5","5","    3102.5","0","    401.9"," ,0","      589"," ,0","     13.65","0","     21.14","0","      6.16","0","","","","","","","","","","","",""
"USW00003919","1957","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","    807.3","","     807.3","0","       100","0","        61","0","        12","0","       11","","         8","0","         3","0","       126","0","        20","0","       166","0","        54","0","        91"," ","","","        44"," ","  -19.4","0,0125, ","   127"," ,0,0223, ","   127"," ,0,0222, ","  81.3"," ,0,1023, ","   41.1","0,0813, ","-2.2","0,1025","-2.2","0,1025","-5.0","0,1026","-7.2","0,1109","-12.2","0,1211","-5.0","0,0413","-5.0","0,0413","-5.0","0,0413","-7.8","0,0308","-10.6","0,0223","    2755.0","0","    2755.0","0","   1008.2"," ,0","      547"," ,0","     12.43","0","     18.52","0","      6.33","0","","","","","","","","","","","",""
"USW00003919","1958","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","    755.9","","     755.9","0","        93","0","        65","0","         5","0","       32","","        13","0","         0","0","       125","0","        36","0","       176","0","        46","0","        82"," ","","","        43"," ","  -17.2","0,1213,+","   127"," ,0,0302,+","   102"," ,0,1231, ","  50.8"," ,0,0910, ","   38.9","0,0829, ","-1.1","0,1001","-2.2","0,1028","-8.9","0,1126","-8.9","0,1126","-8.9","0,1126","0.0","0,0429","-2.2","0,0326","-12.2","0,0318","-12.2","0,0318","-12.2","0,0318","    3052.1","1","    3052.1","0","    818.9"," ,0","      826"," ,0","     12.03","0","     18.24","0","      5.82","0","","","","","","","","","","","",""
"USW00003919","1959","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","    861.8","","     861.8","0","        86","0","        55","0","         8","0","       30","","         9","0","         6","0","       129","0","        26","0","       168","0","        66","0","        76"," ","","","        38"," ","  -27.2","0,0104, ","   178"," ,0,0122,+","   127"," ,0,1227,+","  54.6"," ,0,0918, ","   40.0","0,0803, ","-0.6","0,1018","-2.2","0,1027","-7.8","0,1105","-7.8","0,1105","-9.4","0,1106","-2.2","0,0422","-2.2","0,0422","-7.2","0,0413","-7.2","0,0413","-15.6","0,0220","    2949.1","1","    2949.1","0","    727.3"," ,0","      643"," ,0","     12.32","0","     18.84","0","      5.79","0","","","","","","","","","","","",""
"USW00003919","1960","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","    739.9","","     739.9","0","        98","0","        50","0","        13","0","       61","","        15","0","         8","0","       131","0","        44","0","       184","0","        48","0","        82"," ","","","        40"," ","  -20.6","0,0303,+","   559"," ,0,0316, ","   203"," ,0,0314, ","  66.3"," ,0,0923, ","   40.6","0,0805,+","-2.2","0,1019","-2.2","0,1019","-8.3","0,1109","-8.3","0,1109","-8.9","0,1110","0.0","0,0405","-2.2","0,0403","-7.8","0,0325","-7.8","0,0325","-8.9","0,0323","    3252.0","0","    3252.0","0","    789.2"," ,0","     1225"," ,0","     11.51","0","     17.65","0","      5.36","0","","","","","","","","","","","",""
"USW00003919","1961","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","    690.0","","     690.0","0","        94","0","        65","0","         7","0","       32","","        11","0","         5","0","       132","0","        23","0","       162","0","        43","0","        86"," ","","","        41"," ","  -23.9","0,1212, ","   152"," ,0,1214,+","   127"," ,0,0205, ","  58.2"," ,0,0912, ","   40.0","0,0718, ","-1.7","0,1102","-6.1","0,1103","-6.1","0,1103","-8.3","0,1106","-10.6","0,1209","-1.7","0,0502","-2.8","0,0417","-4.4","0,0301","-7.8","0,0225","-9.4","0,0219","    2867.8","8","    2867.8","0","    735.8"," ,0","      586"," ,0","     11.78","0","     18.14","0","      5.41","0","","","","","","","","","","","",""
