"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1NJSS0062","2022","41.117487","-74.583958","199.0","FRANKLIN 0.5 NNE, NJ US","   1079.8"," ,N"
"US1NJSS0062","2023","41.117487","-74.583958","199.0","FRANKLIN 0.5 NNE, NJ US","   1516.1"," ,N"
