"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ARM00087852","1995","-46.517","-71.017","429.0","PERITO MORENO AIRPORT, AR","         0","S","       120","S","  -14.2","S,0630,+","-1.6","S,0329","-3.2","S,0419","-4.6","S,0518","-7.5","S,0524","-9.8","S,0525","0.0","S,1027","-2.6","S,0929","-4.8","S,0911","-6.8","S,0830","-9.0","S,0827","      2.60","S"
"ARM00087852","1997","-46.517","-71.017","429.0","PERITO MORENO AIRPORT, AR","         0","S","       113","S","  -12.2","S,0524, ","-3.5","S,0310","-3.5","S,0310","-6.7","S,0515","-6.7","S,0515","-10.2","S,0523","-3.2","S,1028","-3.2","S,1028","-6.2","S,0908","-6.7","S,0903","-9.2","S,0821","      2.46","S"
"ARM00087852","1998","-46.517","-71.017","429.0","PERITO MORENO AIRPORT, AR","         0","S","        56","S","   -9.4","S,0918, ","-5.2","S,0324","-5.2","S,0324","-5.2","S,0324","-7.2","S,0611","","","-0.6","S,0928","-4.7","S,0920","-4.7","S,0920","-7.0","S,0919","-9.4","S,0918","      4.34","S"
