"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00049158","1959","34.13333","-117.65","491.0","UPLAND 3 N, CA US","","","","","","","","","","","","","","","","","","","","","","","","","         7"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00049158","1960","34.13333","-117.65","491.0","UPLAND 3 N, CA US","    841.2","","     841.2","0","        42","0","        28","0","         4","0","        0","","         0","0","         0","0","        20","0","         0","0","       253","0","       113","0","","","","","   -3.9","0,0102, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  31.2"," ,0,0209, ","   43.9","0,0717,+","0.0","0,1206","-2.2","0,1209","","","-0.6","0,0224","-2.8","0,0103","","","","","    336.3"," ,0","        0"," ,0","     17.31","0","     25.91","0","      8.70","0"
"USC00049158","1961","34.13333","-117.65","491.0","UPLAND 3 N, CA US","    716.4","","     716.4","0","        23","0","        15","0","         1","0","        0","","         0","0","         0","0","         2","0","         0","0","       260","0","        91","0","         2"," ","         3"," ","   -0.6","0,1213, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  61.2"," ,0,1202, ","   42.8","0,0615, ","-0.6","0,1213","","","","","0.0","0,0101","","","    1067.1","1","    1067.1","0","    202.5"," ,0","        0"," ,0","     17.16","0","     25.69","0","      8.63","0"
"USC00049158","1962","34.13333","-117.65","491.0","UPLAND 3 N, CA US","    642.6","","     642.6","0","        40","0","        28","0","         4","0","        0","","         0","0","         0","0","        20","0","         0","0","       243","0","        95","0","         5"," ","         1"," ","   -2.2","0,0115, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  71.4"," ,0,0120, ","   42.2","0,0825, ","-0.6","0,1225","","","","","0.0","0,0324","-2.2","0,0115","    1298.9","9","    1298.9","0","    422.1"," ,0","        0"," ,0","     16.73","0","     25.13","0","      8.32","0"
"USC00049158","1963","34.13333","-117.65","491.0","UPLAND 3 N, CA US","    592.5","","     592.5","0","        42","0","        25","0","         5","0","        0","","         0","0","         0","0","        11","0","         0","0","       247","0","        76","0","","","","","   -3.9","0,0113, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  89.2"," ,0,0210, ","   41.7","0,0928,+","-0.6","0,1212","","","","","-0.6","0,0318","-3.9","0,0113","    1181.6","6","    1181.6","0","    454.6"," ,0","        0"," ,0","     16.66","0","     24.85","0","      8.47","0"
"USC00049158","1964","34.13333","-117.65","491.0","UPLAND 3 N, CA US","    709.4","","     709.4","0","        43","0","        22","0","         6","0","        0","","         0","0","         0","0","        17","0","         0","0","       230","0","       103","0","","","","","   -1.1","0,0308,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  43.2"," ,0,0323, ","   40.6","0,0823,+","-0.6","0,1114","","","","","0.0","0,0325","","","    1236.2","2","    1236.2","0","    353.8"," ,0","        0"," ,0","     16.65","0","     25.23","0","      8.07","0"
"USC00049158","1965","34.13333","-117.65","491.0","UPLAND 3 N, CA US","    669.1","","     669.1","0","        45","0","        33","0","        10","0","        0","","         0","0","         0","0","        14","0","         0","0","       239","0","       100","0","","","","","   -1.7","0,0210,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  63.0"," ,0,1122, ","   41.7","0,0809, ","-0.6","0,1215","","","","","0.0","0,0412","","","    1219.8","8","    1219.8","0","    684.2"," ,0","        0"," ,0","     16.82","0","     25.01","0","      8.62","0"
"USC00049158","1966","34.13333","-117.65","491.0","UPLAND 3 N, CA US","    728.5","","     728.5","0","        26","0","        18","0","         5","0","        0","","         0","0","         0","0","        12","0","         0","0","       268","0","       114","0","","","","","   -1.7","0,0303, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 117.1"," ,0,1203, ","   40.6","0,0923, ","-1.1","0,1227","","","","","-1.1","0,0304","","","    1075.0","0","    1075.0","0","    494.7"," ,0","        0"," ,0","     17.45","0","     26.40","0","      8.51","0"
"USC00049158","1967","34.13333","-117.65","491.0","UPLAND 3 N, CA US","    780.1","","     780.1","0","        47","0","        35","0","         9","0","        0","","         0","0","         0","0","         9","0","         0","0","       248","0","        91","0","","","","","   -1.7","0,1221,+","     0"," ,0,1231,+","     0","T,0,1219, ","  62.2"," ,0,1119, ","   41.1","0,0830,+","0.0","0,1213","","","","","0.0","0,0416","","","    1196.6","6","    1196.6","0","    616.4"," ,0","        0","T,0","     17.13","0","     25.10","0","      9.16","0"
"USC00049158","1968","34.13333","-117.65","491.0","UPLAND 3 N, CA US","    530.8","","     530.8","0","        35","0","        19","0","         2","0","        0","","         0","0","         0","0","        11","0","         0","0","       253","0","        58","0","","","","","   -5.0","0,1221, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  82.6"," ,0,0308, ","   39.4","0,0909, ","0.0","0,1219","-5.0","0,1221","-5.0","0,1221","0.0","0,0418","","","    1074.5","5","    1074.5","0","    298.1"," ,0","        0"," ,0","     16.66","0","     24.43","0","      8.89","0"
"USC00049158","1969","34.13333","-117.65","491.0","UPLAND 3 N, CA US","    611.5","","     611.5","0","        41","0","        32","0","        12","0","        0","","         0","0","         0","0","         6","0","         0","0","       232","0","        67","0","","","","","   -1.1","0,0129, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 162.1"," ,0,0125, ","   40.6","0,0821, ","0.0","0,1227","","","","","-0.6","0,0307","","","    1297.3","3","    1297.3","0","    992.0"," ,0","        0"," ,0","     16.61","0","     23.93","0","      9.29","0"
"USC00049158","1970","34.13333","-117.65","491.0","UPLAND 3 N, CA US","    636.5","","     636.5","0","        38","0","        27","0","         7","0","        0","","         0","0","         0","0","         5","0","         0","0","       240","0","        84","0","","","","","   -1.1","0,1223,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  85.1"," ,0,1129, ","   40.0","0,0807,+","-1.1","0,1223","","","","","0.0","0,0414","","","    1098.9","9","    1098.9","0","    531.5"," ,0","        0"," ,0","     16.83","0","     24.83","0","      8.83","0"
"USC00049158","1971","34.13333","-117.65","491.0","UPLAND 3 N, CA US","    686.1","","     686.1","0","        36","0","        23","0","         5","0","        0","","         0","0","         0","0","        21","0","         0","0","       217","0","        75","0","","","         1"," ","   -2.2","0,0105, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  59.2"," ,0,1224, ","   43.9","0,0913, ","0.0","0,1029","","","","","-1.7","0,0302","-2.2","0,0105","    1329.0","0","    1329.0","0","    369.2"," ,0","        0"," ,0","     16.15","0","     23.97","0","      8.34","0"
"USC00049158","1972","34.13333","-117.65","491.0","UPLAND 3 N, CA US","    602.4","","     602.4","0","        22","0","        14","0","         2","0","        0","","         0","0","         0","0","        16","0","         0","0","       251","0","        64","0","","","","","   -1.7","0,1211,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  41.1"," ,0,1204, ","   40.6","0,0728, ","0.0","0,1205","","","","","-1.1","0,0203","","","    1258.6","6","    1258.6","0","    178.7"," ,0","        0"," ,0","     16.78","0","     24.57","0","      8.98","0"
"USC00049158","1973","34.13333","-117.65","491.0","UPLAND 3 N, CA US","    511.3","","     511.3","0","        42","0","        30","0","         7","0","        0","","         0","0","         0","0","         5","0","         0","0","       220","0","        62","0","","","","","   -3.3","0,0105, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  83.6"," ,0,0211, ","   41.7","0,0621, ","","","","","","","-0.6","0,0120","-3.3","0,0105","    1445.5","5","    1445.5","0","    511.4"," ,0","        0"," ,0","     15.93","0","     23.34","0","      8.52","0"
"USC00049158","1974","34.13333","-117.65","491.0","UPLAND 3 N, CA US","    593.1","","     593.1","0","        33","0","        25","0","         7","0","        0","","         0","0","         0","0","         6","0","         0","0","       226","0","        68","0","","","","","   -1.7","0,0102, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  62.2"," ,0,1204, ","   38.9","0,0627, ","-1.1","0,1224","","","","","0.0","0,0304","","","    1240.1","1","    1240.1","0","    490.4"," ,0","        0"," ,0","     16.47","0","     24.12","0","      8.83","0"
