"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CHM00058921","1951","25.967","117.35","204.0","YONGAN, CH","","","","","       141","s","       104","s","        16","s","","","","","","","","","","","","","  84.1"," ,s,0420, ","","","","","","","","","","","","","","","","","","","","","   1674.8"," ,s","","","","","",""
"CHM00058921","1952","25.967","117.35","204.0","YONGAN, CH","","","","","       170","s","       111","s","        18","s","","","","","","","","","","","","","  99.4"," ,s,0615, ","","","","","","","","","","","","","","","","","","","","","   1764.3"," ,s","","","","","",""
"CHM00058921","1953","25.967","117.35","204.0","YONGAN, CH","","","","","       163","s","       106","s","        19","s","","","","","","","","","","","","","  79.1"," ,s,0611, ","","","","","","","","","","","","","","","","","","","","","   1714.8"," ,s","","","","","",""
"CHM00058921","1954","25.967","117.35","204.0","YONGAN, CH","   1563.8","","    1563.8","s","       146","s","       103","s","        17","s","         0","s","         9","s","         0","s","       265","s","        95","s","   -4.3","s,1217, ","  66.5"," ,s,0427, ","   38.2","s,0811,+","-1.3","s,1213","-2.4","s,1215","","","-0.6","s,0209","","","","","","","     743.5","5","     743.5","s","   1686.1"," ,s","     20.31","s","     25.48","s","     15.14","s"
"CHM00058921","1955","25.967","117.35","204.0","YONGAN, CH","   1501.2","","    1501.2","s","       142","s","        94","s","        17","s","         0","s","        23","s","         0","s","       253","s","        90","s","   -7.6","s,0111, ","  86.2"," ,s,0523, ","   37.0","s,0815, ","-1.6","s,1201","","","","","-0.3","s,0223","-2.8","s,0222","-4.4","s,0221","-7.0","s,0117","     909.9","9","     909.9","s","   1466.9"," ,s","     19.79","s","     25.54","s","     14.04","s"
"CHM00058921","1956","25.967","117.35","204.0","YONGAN, CH","   1558.3","","    1558.3","s","       155","s","       103","s","        21","s","         0","s","        18","s","         0","s","       230","s","       100","s","   -5.4","s,0110, ","  78.2"," ,s,0613, ","   40.5","s,0711, ","-0.4","s,1125","-2.5","s,1126","","","-0.9","s,0130","-3.1","s,0129","-4.8","s,0124","","","    1013.1","1","    1013.1","s","   1625.0"," ,s","     19.78","s","     24.78","s","     14.78","s"
"CHM00058921","1957","25.967","117.35","204.0","YONGAN, CH","   1509.7","","    1509.7","s","       149","s","        98","s","        18","s","         0","s","         6","s","         0","s","       250","s","        95","s","   -1.9","s,0212,+","  61.3"," ,s,0527, ","   39.2","s,0801, ","","","","","","","0.0","s,0214","","","","","","","    1019.2","2","    1019.2","s","   1453.8"," ,s","     20.02","s","     24.93","s","     15.10","s"
"CHM00058921","1958","25.967","117.35","204.0","YONGAN, CH","   1585.5","","    1585.5","s","       155","s","        85","s","        13","s","         0","s","         6","s","         0","s","       252","s","        99","s","   -2.9","s,0213, ","  78.6"," ,s,0327, ","   37.7","s,0707, ","-0.1","s,1221","","","","","-2.4","s,0214","-2.4","s,0214","","","","","     814.9","9","     814.9","s","   1327.7"," ,s","     19.97","s","     25.30","s","     14.65","s"
"CHM00058921","1959","25.967","117.35","204.0","YONGAN, CH","   1485.6","","    1485.6","s","       161","s","       105","s","        21","s","         0","s","        10","s","         0","s","       267","s","        78","s","   -5.4","s,0117, ","  99.2"," ,s,0910, ","   37.2","s,0730, ","","","","","","","-1.7","s,0124","-4.0","s,0123","-5.4","s,0117","","","     933.9","9","     933.9","s","   1902.1"," ,s","     20.27","s","     25.24","s","     15.30","s"
"CHM00058921","1960","25.967","117.35","204.0","YONGAN, CH","   1579.4","","    1579.4","s","       144","s","        94","s","        18","s","         0","s","         8","s","         0","s","       259","s","        87","s","   -2.9","s,0103, ","  77.4"," ,s,0610, ","   38.2","s,0715, ","-0.4","s,1220","","","","","-0.5","s,0127","-2.9","s,0103","","","","","     682.8","8","     682.8","s","   1554.9"," ,s","     20.48","s","     25.69","s","     15.28","s"
