"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CIM00085672","1958","-36.582","-72.031","150.9","GENERAL BERNARDO O HIGGINS, CI","","","","","","","         0","S","        35","S","   -3.9","S,0809,+","","","0.0","S,0408","-2.2","S,0522","0.0","S,0908","-2.2","S,0819","","","      6.54","S"
"CIM00085672","2015","-36.582","-72.031","150.9","GENERAL BERNARDO O HIGGINS, CI","        85","S","        51","S","        14","S","","","","","","","  72.9"," ,S,0712, ","","","","","","","","","    961.3"," ,S","",""
"CIM00085672","2018","-36.582","-72.031","150.9","GENERAL BERNARDO O HIGGINS, CI","        76","S","        41","S","         3","S","","","","","","","  45.0"," ,S,1018,+","","","","","","","","","    502.0"," ,S","",""
"CIM00085672","2019","-36.582","-72.031","150.9","GENERAL BERNARDO O HIGGINS, CI","        72","S","        31","S","         2","S","","","","","","","  58.7"," ,S,0628, ","","","","","","","","","    335.4"," ,S","",""
"CIM00085672","2020","-36.582","-72.031","150.9","GENERAL BERNARDO O HIGGINS, CI","        81","S","        45","S","         3","S","","","","","","","  47.5"," ,S,0619, ","","","","","","","","","    571.1"," ,S","",""
