"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BLM00085242","2009","-17.963","-67.076","3702.1","JUAN MENDOZA, BL","","","","","         0","S","        88","S","         0","S","","","   25.4","S,1214, ","","","","","","","","","","","","","","","","","","","     19.22","S","",""
"BLM00085242","2010","-17.963","-67.076","3702.1","JUAN MENDOZA, BL","","","","","         0","S","       118","S","         0","S","","","   26.6","S,1203, ","","","","","","","","","","","","","","","","","","","     20.04","S","",""
"BLM00085242","2012","-17.963","-67.076","3702.1","JUAN MENDOZA, BL","","","","","         0","S","        75","S","         0","S","","","   25.4","S,1207, ","","","","","","","","","","","","","","","","","","","     19.01","S","",""
"BLM00085242","2018","-17.963","-67.076","3702.1","JUAN MENDOZA, BL","         0","S","       126","S","","","","","","","   -9.6","S,0516, ","","","-4.0","S,0103","-4.0","S,0103","-5.4","S,0511","-9.6","S,0516","-9.6","S,0516","-0.6","S,1205","-2.6","S,1001","-5.8","S,0919","-7.8","S,0918","","","      1.27","S"
