"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00514566","1952","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2076.3"," ,0","        0"," ,0"
"USC00514566","1953","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1392.8"," ,0","        0"," ,0"
"USC00514566","1954","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2352.4"," ,0","        0"," ,0"
"USC00514566","1955","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2516.8"," ,0","        0"," ,0"
"USC00514566","1956","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2714.1"," ,0","        0"," ,0"
"USC00514566","1957","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2072.2"," ,0","        0"," ,0"
"USC00514566","1958","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00514566","1959","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1649.8"," ,0","        0"," ,0"
"USC00514566","1960","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2275.7"," ,0","        0"," ,0"
"USC00514566","1961","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2045.2"," ,0","        0"," ,0"
"USC00514566","1962","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1954.2"," ,0","        0"," ,0"
"USC00514566","1963","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2190.4"," ,0","        0"," ,0"
"USC00514566","1964","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2535.4"," ,0","        0"," ,0"
"USC00514566","1965","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   3067.5"," ,0","        0"," ,0"
"USC00514566","1966","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1755.5"," ,0","        0"," ,0"
"USC00514566","1967","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2824.0"," ,0","        0"," ,0"
"USC00514566","1968","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2402.3"," ,0","        0"," ,0"
"USC00514566","1969","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2417.4"," ,0","        0"," ,0"
"USC00514566","1970","22.18333","-159.4","128.0","KILAUEA FIELD 17 113, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1953.9"," ,0","        0"," ,0"
