"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"EN000026229","1961","57.867","24.367","5.0","AINAZI, EN","","","","","       132","I","        60","I","         1","I","","","","","","","","","","","","","  34.1"," ,I,0908, ","","","","","","","","","","","","","","","","","","","","","","","    537.0"," ,I","","","","","",""
"EN000026229","1962","57.867","24.367","5.0","AINAZI, EN","","","","","       149","I","        76","I","         1","I","","","","","","","","","","","","","  26.2"," ,I,0828, ","","","","","","","","","","","","","","","","","","","","","","","    632.9"," ,I","","","","","",""
"EN000026229","1963","57.867","24.367","5.0","AINAZI, EN","","","","","       119","I","        52","I","         0","I","","","","","","","","","","","","","  18.3"," ,I,0620, ","","","","","","","","","","","","","","","","","","","","","","","    444.4"," ,I","","","","","",""
"EN000026229","1964","57.867","24.367","5.0","AINAZI, EN","","","","","       120","I","        57","I","         0","I","","","","","","","","","","","","","  18.6"," ,I,1025, ","","","","","","","","","","","","","","","","","","","","","","","    397.7"," ,I","","","","","",""
"EN000026229","1965","57.867","24.367","5.0","AINAZI, EN","","","","","       121","I","        49","I","         0","I","","","","","","","","","","","","","  19.6"," ,I,0727, ","","","","","","","","","","","","","","","","","","","","","","","    415.2"," ,I","","","","","",""
"EN000026229","1967","57.867","24.367","5.0","AINAZI, EN","","","","","       180","I","        93","I","         1","I","","","","","","","","","","","","","  26.2"," ,I,1020, ","","","","","","","","","","","","","","","","","","","","","","","    743.8"," ,I","","","","","",""
"EN000026229","1968","57.867","24.367","5.0","AINAZI, EN","","","","","       158","I","        65","I","         0","I","","","","","","","","","","","","","  25.0"," ,I,0908, ","","","","","","","","","","","","","","","","","","","","","","","    530.2"," ,I","","","","","",""
"EN000026229","1969","57.867","24.367","5.0","AINAZI, EN","","","","","       132","I","        59","I","         0","I","","","","","","","","","","","","","  17.3"," ,I,1120, ","","","","","","","","","","","","","","","","","","","","","","","    465.2"," ,I","","","","","",""
"EN000026229","1970","57.867","24.367","5.0","AINAZI, EN","","","","","       167","I","        70","I","         0","I","","","","","","","","","","","","","  22.1"," ,I,0702, ","","","","","","","","","","","","","","","","","","","","","","","    601.9"," ,I","","","","","",""
"EN000026229","1971","57.867","24.367","5.0","AINAZI, EN","","","","","       166","I","        72","I","         0","I","","","","","","","","","","","","","  22.0"," ,I,0829, ","","","","","","","","","","","","","","","","","","","","","","","    553.8"," ,I","","","","","",""
