"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CFIG","2004","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","    801.7","","     801.7","U","         0","U","         1","U","         0","U","       190","U","        28","U","    0.0","U,0103, ","   35.6","U,0907,+","","","0.0","U,0103","    1286.2","2","    1286.2","U","     16.62","U","     21.42","U","     11.82","U"
"USR0000CFIG","2005","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","    747.9","","     747.9","U","         0","U","         0","U","         0","U","       200","U","        31","U","    1.1","U,0112,+","   37.2","U,0715, ","","","","","    1559.8","8","    1559.8","U","     16.71","U","     21.66","U","     11.77","U"
"USR0000CFIG","2006","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","    887.3","","     887.3","U","         0","U","        12","U","         0","U","       197","U","        47","U","   -1.1","U,0311, ","   40.6","U,0722, ","0.0","U,1216","0.0","U,0321","    1422.2","2","    1422.2","U","     16.59","U","     21.53","U","     11.66","U"
"USR0000CFIG","2008","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","   1016.4","","    1016.4","U","         0","U","        14","U","         0","U","       208","U","        36","U","    0.0","U,1226,+","   38.9","U,0620, ","0.0","U,1214","0.0","U,0316","    1443.3","3","    1443.3","U","     17.34","U","     22.12","U","     12.57","U"
"USR0000CFIG","2009","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","    914.8","","     914.8","U","         0","U","         9","U","         0","U","       203","U","        40","U","   -0.6","U,1207, ","   38.3","U,0719, ","-0.6","U,1207","0.0","U,0428","    1336.1","1","    1336.1","U","     17.01","U","     21.88","U","     12.14","U"
"USR0000CFIG","2010","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","    722.7","","     722.7","U","         0","U","         7","U","         0","U","       190","U","        30","U","    0.0","U,1230,+","   39.4","U,0927,+","0.0","U,1123","0.0","U,0401","    1439.9","9","    1439.9","U","     15.95","U","     20.79","U","     11.11","U"
"USR0000CFIG","2011","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","    771.3","","     771.3","U","         0","U","        10","U","         0","U","       191","U","        30","U","   -1.7","U,0408,+","   36.1","U,0907,+","","","0.0","U,0409","    1617.1","1","    1617.1","U","     16.25","U","     21.29","U","     11.21","U"
"USR0000CFIG","2012","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","    986.2","","     986.2","U","         0","U","         9","U","         0","U","       216","U","        46","U","   -0.6","U,0318,+","   38.9","U,0810, ","0.0","U,1214","0.0","U,0325","    1281.1","1","    1281.1","U","     17.43","U","     22.69","U","     12.17","U"
"USR0000CFIG","2013","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","    868.0","","     868.0","U","         0","U","        14","U","         0","U","       225","U","        25","U","   -1.7","U,0220, ","   38.3","U,0630, ","0.0","U,1205","0.0","U,0416","    1249.6","6","    1249.6","U","     17.55","U","     22.45","U","     12.64","U"
"USR0000CFIG","2014","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","    951.5","","     951.5","U","         0","U","         2","U","         0","U","       237","U","        29","U","   -1.1","U,1231, ","   35.6","U,1004,+","-0.6","U,1230","","","     927.7","7","     927.7","U","     18.35","U","     23.06","U","     13.64","U"
"USR0000CFIG","2015","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","    867.6","","     867.6","U","         0","U","         3","U","         0","U","       223","U","        28","U","   -0.6","U,1226, ","   36.7","U,0816,+","0.0","U,1225","","","     985.9","9","     985.9","U","     17.68","U","     22.40","U","     12.97","U"
"USR0000CFIG","2016","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","    927.3","","     927.3","U","         0","U","         4","U","         0","U","       209","U","        38","U","   -0.6","U,1225, ","   37.8","U,0723, ","0.0","U,1217","0.0","U,0201","    1231.7","7","    1231.7","U","     17.73","U","     22.32","U","     13.13","U"
"USR0000CFIG","2017","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","   1071.6","","    1071.6","U","         0","U","         3","U","         0","U","       218","U","        39","U","   -0.6","U,0223, ","   41.1","U,0902, ","","","0.0","U,0306","    1330.3","3","    1330.3","U","     18.02","U","     22.62","U","     13.42","U"
"USR0000CFIG","2018","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","    900.1","","     900.1","U","         0","U","         5","U","         0","U","       207","U","        29","U","   -1.7","U,0227,+","   39.4","U,0725, ","","","-1.7","U,0227","    1099.1","1","    1099.1","U","     17.47","U","     21.98","U","     12.96","U"
"USR0000CFIG","2019","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","    789.5","","     789.5","U","         0","U","         9","U","         0","U","       190","U","        28","U","   -1.1","U,0206,+","   35.6","U,0914,+","-0.6","U,1128","0.0","U,0222","    1494.7","7","    1494.7","U","     16.06","U","     20.49","U","     11.63","U"
"USR0000CFIG","2020","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","   1089.9","","    1089.9","U","         0","U","         4","U","         0","U","       205","U","        43","U","   -0.6","U,0316,+","   43.3","U,0906, ","","","0.0","U,0326","    1357.3","3","    1357.3","U","     17.94","U","     22.66","U","     13.21","U"
"USR0000CFIG","2021","34.7331","-120.0067","975.4","FIGUEROA CALIFORNIA, CA US","   1020.8","","    1020.8","U","         0","U","         5","U","         0","U","       213","U","        41","U","   -1.1","U,0126, ","   40.6","U,0616, ","","","0.0","U,0316","    1122.8","8","    1122.8","U","     17.83","U","     22.57","U","     13.08","U"
