"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CI000085629","1996","-34.967","-71.233","225.0","CURICO, CI","","","","","","","         0","I","        23","I","   -2.6","I,0601, ","","","-0.2","I,0422","-2.5","I,0531","-0.2","I,0908","","","      6.92","I"
"CI000085629","1997","-34.967","-71.233","225.0","CURICO, CI","","","","","","","         0","I","        13","I","   -2.6","I,0629, ","","","-0.6","I,0627","-2.6","I,0629","0.0","I,0822","","","      8.66","I"
"CI000085629","2014","-34.967","-71.233","225.0","CURICO, CI","        78","S","        30","S","         4","S","         0","S","        12","S","   -2.3","S,0724, ","  52.3"," ,S,0612, ","-0.2","S,0419","-2.3","S,0724","-0.2","S,0825","    431.0"," ,S","      7.83","S"
"CI000085629","2015","-34.967","-71.233","225.0","CURICO, CI","        48","S","        37","S","         8","S","","","","","","","  79.0"," ,S,0705, ","","","","","","","    603.7"," ,S","",""
"CI000085629","2020","-34.967","-71.233","225.0","CURICO, CI","        52","S","        28","S","         3","S","","","","","","","  28.4"," ,S,0612, ","","","","","","","    306.4"," ,S","",""
"CI000085629","2023","-34.967","-71.233","225.0","CURICO, CI","        29","S","        15","S","         1","S","","","","","","","  36.3"," ,S,0822, ","","","","","","","    175.3"," ,S","",""
