"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00058574","1924","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        41","6","        28","6","         1","6","","","","","","","","","","","","","  33.0"," ,6,1203, ","","","","","    207.4"," ,6","",""
"USC00058574","1925","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        52","6","        32","6","         5","6","","","","","","","","","","","","","  58.7"," ,6,0726, ","","","","","    454.6"," ,6","",""
"USC00058574","1928","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        56","6","        48","6","         7","6","","","","","","","","","","","","","  74.2"," ,6,1013, ","","","","","    649.5"," ,6","",""
"USC00058574","1929","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        42","6","        26","6","         2","6","","","","","","","","","","","","","  32.5"," ,6,0528, ","","","","","    289.0"," ,6","",""
"USC00058574","1930","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        44","6","        36","6","         4","6","","","","","","","","","","","","","  50.3"," ,6,1119, ","","","","","    490.3"," ,6","",""
"USC00058574","1931","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        36","6","        32","6","         2","6","","","         3","6","","","","","","","   130"," ,6,1230, ","  30.5"," ,6,0529, ","","","","","    267.7"," ,6","      270"," ,6"
"USC00058574","1932","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        44","6","        27","6","         2","6","","","","","","","","","","","","","  60.5"," ,6,0604, ","","","","","    317.3"," ,6","",""
"USC00058574","1933","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","","","","","","","","","         4","6","","","","","","","    51"," ,6,0318, ","","","","","","","","","      126"," ,6"
"USC00058574","1934","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        34","6","        23","6","         0","6","","","         0","6","","","","","","","     0"," ,6,1231,+","  16.8"," ,6,0822, ","","","","","    162.7"," ,6","        0"," ,6"
"USC00058574","1940","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        29","6","        25","6","         2","6","","","","","","","","","","","","","  25.4"," ,6,1124,+","","","","","    295.5"," ,6","",""
"USC00058574","1941","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        50","6","        46","6","         7","6","","","","","         4"," ","","","","","",""," 101.6"," ,6,0921, ","","","","","    729.7"," ,6","",""
"USC00058574","1942","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        41","6","        37","6","         9","6","","","         5","6","","","","","","","   152"," ,6,0316, ","  58.4"," ,6,0622, ","","","","","    589.9"," ,6","      343"," ,6"
"USC00058574","1943","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        27","6","        22","6","         2","6","","","","","","","","","","","","","  38.1"," ,6,0302, ","","","","","    256.6"," ,6","",""
"USC00058574","1944","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        39","6","        33","6","         2","6","","","         9","6","","","","","","","   127"," ,6,1125, ","  38.1"," ,6,0417, ","","","","","    324.4"," ,6","      584"," ,6"
"USC00058574","1945","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        33","6","        28","6","         4","6","","","         4","6","","","","","","","   305"," ,6,0121, ","  45.7"," ,6,0821, ","","","","","    364.6"," ,6","      483"," ,6"
"USC00058574","1946","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        36","6","        29","6","         3","6","","","","","         1"," ","","","","","","","  88.9"," ,6,1104, ","","","","","    392.7"," ,6","",""
"USC00058574","1947","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        39","6","        36","6","         7","6","","","","","         4"," ","         3"," ","","","","","  34.3"," ,6,0624, ","","","","","    441.5"," ,6","",""
"USC00058574","1948","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","",""
"USC00058574","1949","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        50","0","        44","0","         4","0","","","        12","0","        19"," ","         2"," ","","","   152"," ,0,0329,+","  39.9"," ,0,0605, ","","","","","    482.6"," ,0","      758"," ,0"
"USC00058574","1950","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        39","0","        28","0","         2","0","        6","","         5","0","        11"," ","         1"," ","    51"," ,0,1206,+","    51"," ,0,1206,+","  33.8"," ,0,0829, ","","","","","    325.1"," ,0","      190"," ,0"
"USC00058574","1951","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        41","0","        28","0","         2","0","","","         7","0","        17"," ","         1"," ","","","   203"," ,0,0401, ","  82.6"," ,0,0515, ","","","","","    303.0"," ,0","      608"," ,0"
"USC00058574","1952","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        32","0","        20","0","         0","0","","","","","         4"," ","         2"," ","","","","","  21.8"," ,0,0829, ","    2901.6","6","    2901.6","0","    177.2"," ,0","",""
"USC00058574","1953","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","","","","","","","","","","","         5"," ","","","","","","","","","","","","","","","",""
"USC00058574","1954","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","","","","","","","","","","","         6"," ","","","","","","","","","","","","","","","",""
"USC00058574","1955","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","        22","0","        18","0","         3","0","","","         5","0","         5"," ","         1"," ","","","   102"," ,0,1203,+","  55.9"," ,0,0519, ","","","","","    289.0"," ,0","      420"," ,0"
"USC00058574","1956","37.26667","-103.03333","1524.9","UTLEYVILLE, CO US","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","",""
