"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BC008948490","1922","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        31","Q","        22","Q","         1","Q","","","","","","","","","","","","","  76.7"," ,Q,0219, ","","","","","","","","","","","","","","","","","","","    274.3"," ,Q","","","","","",""
"BC008948490","1923","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        45","Q","        30","Q","         3","Q","","","","","","","","","","","",""," 115.8"," ,Q,0127, ","","","","","","","","","","","","","","","","","","","    497.5"," ,Q","","","","","",""
"BC008948490","1924","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        47","Q","        35","Q","         7","Q","","","","","","","","","","","","","  67.1"," ,Q,1211, ","","","","","","","","","","","","","","","","","","","    615.8"," ,Q","","","","","",""
"BC008948490","1925","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        64","Q","        47","Q","        10","Q","","","","","","","","","","","","","  69.9"," ,Q,0321, ","","","","","","","","","","","","","","","","","","","    652.1"," ,Q","","","","","",""
"BC008948490","1926","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        45","Q","        30","Q","         3","Q","","","","","","","","","","","","","  53.3"," ,Q,0218, ","","","","","","","","","","","","","","","","","","","    403.6"," ,Q","","","","","",""
"BC008948490","1927","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        28","Q","        18","Q","         2","Q","","","","","","","","","","","","","  54.1"," ,Q,0129, ","","","","","","","","","","","","","","","","","","","    272.2"," ,Q","","","","","",""
"BC008948490","1928","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        31","Q","        24","Q","         9","Q","","","","","","","","","","","","","  66.6"," ,Q,1126, ","","","","","","","","","","","","","","","","","","","    595.1"," ,Q","","","","","",""
"BC008948490","1929","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        54","Q","        32","Q","         6","Q","","","","","","","","","","","",""," 111.3"," ,Q,0120, ","","","","","","","","","","","","","","","","","","","    612.3"," ,Q","","","","","",""
"BC008948490","1930","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        46","Q","        36","Q","         8","Q","","","","","","","","","","","","","  71.1"," ,Q,0118, ","","","","","","","","","","","","","","","","","","","    605.2"," ,Q","","","","","",""
"BC008948490","1931","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        43","Q","        28","Q","         6","Q","","","","","","","","","","","","","  53.3"," ,Q,1108, ","","","","","","","","","","","","","","","","","","","    458.6"," ,Q","","","","","",""
"BC008948490","1932","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        50","Q","        38","Q","         6","Q","","","","","","","","","","","","","  64.8"," ,Q,1203, ","","","","","","","","","","","","","","","","","","","    635.8"," ,Q","","","","","",""
"BC008948490","1933","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        34","Q","        24","Q","         4","Q","","","","","","","","","","","","","  54.1"," ,Q,1123, ","","","","","","","","","","","","","","","","","","","    403.7"," ,Q","","","","","",""
"BC008948490","1934","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        44","Q","        24","Q","         2","Q","","","","","","","","","","","","","  31.8"," ,Q,1203, ","","","","","","","","","","","","","","","","","","","    359.8"," ,Q","","","","","",""
"BC008948490","1935","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        30","Q","        24","Q","         2","Q","","","","","","","","","","","","","  44.7"," ,Q,0320, ","","","","","","","","","","","","","","","","","","","    246.6"," ,Q","","","","","",""
"BC008948490","1936","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        57","Q","        33","Q","         2","Q","","","","","","","","","","","","","  44.7"," ,Q,0207, ","","","","","","","","","","","","","","","","","","","    426.8"," ,Q","","","","","",""
"BC008948490","1937","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        41","Q","        28","Q","         3","Q","","","","","","","","","","","","","  40.6"," ,Q,0125, ","","","","","","","","","","","","","","","","","","","    332.8"," ,Q","","","","","",""
"BC008948490","1938","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        43","Q","        29","Q","         2","Q","","","","","","","","","","","","","  41.4"," ,Q,0310, ","","","","","","","","","","","","","","","","","","","    290.6"," ,Q","","","","","",""
"BC008948490","1939","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        57","Q","        40","Q","        11","Q","","","","","","","","","","","",""," 116.8"," ,Q,0313, ","","","","","","","","","","","","","","","","","","","    835.7"," ,Q","","","","","",""
"BC008948490","1940","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        48","Q","        38","Q","         6","Q","","","","","","","","","","","","","  55.9"," ,Q,1228, ","","","","","","","","","","","","","","","","","","","    539.2"," ,Q","","","","","",""
"BC008948490","1941","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        38","Q","        26","Q","         4","Q","","","","","","","","","","","","","  68.1"," ,Q,1214, ","","","","","","","","","","","","","","","","","","","    343.0"," ,Q","","","","","",""
"BC008948490","1942","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        29","Q","        22","Q","         3","Q","","","","","","","","","","","","","  42.4"," ,Q,0110, ","","","","","","","","","","","","","","","","","","","    325.2"," ,Q","","","","","",""
"BC008948490","1943","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        42","Q","        24","Q","         3","Q","","","","","","","","","","","","","  53.9"," ,Q,0228, ","","","","","","","","","","","","","","","","","","","    348.1"," ,Q","","","","","",""
"BC008948490","1944","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        53","Q","        38","Q","         7","Q","","","","","","","","","","","","","  39.4"," ,Q,0210, ","","","","","","","","","","","","","","","","","","","    489.1"," ,Q","","","","","",""
"BC008948490","1945","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        39","Q","        30","Q","         4","Q","","","","","","","","","","","","","  46.5"," ,Q,1123, ","","","","","","","","","","","","","","","","","","","    394.5"," ,Q","","","","","",""
"BC008948490","1946","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        47","Q","        35","Q","         8","Q","","","","","","","","","","","","","  54.6"," ,Q,0129, ","","","","","","","","","","","","","","","","","","","    568.3"," ,Q","","","","","",""
"BC008948490","1947","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        37","Q","        24","Q","         2","Q","","","","","","","","","","","","","  34.8"," ,Q,1020, ","","","","","","","","","","","","","","","","","","","    244.4"," ,Q","","","","","",""
"BC008948490","1948","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        61","Q","        47","Q","         5","Q","","","","","","","","","","","","","  64.8"," ,Q,0303, ","","","","","","","","","","","","","","","","","","","    664.3"," ,Q","","","","","",""
"BC008948490","1949","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        46","Q","        28","Q","         5","Q","","","","","","","","","","","","","  52.8"," ,Q,0124, ","","","","","","","","","","","","","","","","","","","    394.7"," ,Q","","","","","",""
"BC008948490","1950","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        33","Q","        26","Q","         4","Q","","","","","","","","","","","","","  38.1"," ,Q,1215,+","","","","","","","","","","","","","","","","","","","    340.1"," ,Q","","","","","",""
"BC008948490","1951","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        44","Q","        36","Q","         3","Q","","","","","","","","","","","","","  57.4"," ,Q,0322, ","","","","","","","","","","","","","","","","","","","    428.8"," ,Q","","","","","",""
"BC008948490","1952","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        31","Q","        27","Q","         7","Q","","","","","","","","","","","","","  60.0"," ,Q,1213, ","","","","","","","","","","","","","","","","","","","    477.9"," ,Q","","","","","",""
"BC008948490","1953","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        44","Q","        34","Q","         5","Q","","","","","","","","","","","","","  60.5"," ,Q,0410, ","","","","","","","","","","","","","","","","","","","    554.7"," ,Q","","","","","",""
"BC008948490","1954","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        36","Q","        31","Q","         2","Q","","","","","","","","","","","","","  40.8"," ,Q,1209, ","","","","","","","","","","","","","","","","","","","    355.9"," ,Q","","","","","",""
"BC008948490","1955","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        53","Q","        43","Q","         9","Q","","","","","","","","","","","",""," 101.0"," ,Q,0309, ","","","","","","","","","","","","","","","","","","","    704.0"," ,Q","","","","","",""
"BC008948490","1956","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        42","Q","        32","Q","         1","Q","","","","","","","","","","","","","  28.0"," ,Q,0103, ","","","","","","","","","","","","","","","","","","","    336.0"," ,Q","","","","","",""
"BC008948490","1957","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        35","Q","        26","Q","         6","Q","","","","","","","","","","","","","  46.0"," ,Q,0227, ","","","","","","","","","","","","","","","","","","","    416.6"," ,Q","","","","","",""
"BC008948490","1958","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        53","Q","        37","Q","         6","Q","","","","","","","","","","","","","  89.0"," ,Q,0107, ","","","","","","","","","","","","","","","","","","","    529.1"," ,Q","","","","","",""
"BC008948490","1959","-21.217","27.5","1001.0","FRANCISTOWN, BC","   1243.0","","    1243.0","Q","        48","Q","        26","Q","         3","Q","         0","Q","         0","Q","         0","Q","       334","Q","        74","Q","    1.0","Q,0722, ","  30.6"," ,Q,0310, ","   38.0","Q,1031, ","","","","","","","","","","","","","     322.6","6","     322.6","Q","    329.7"," ,Q","     20.89","Q","     28.24","Q","     13.55","Q"
"BC008948490","1960","-21.217","27.5","1001.0","FRANCISTOWN, BC","   1338.7","","    1338.7","Q","        47","Q","        29","Q","         3","Q","         0","Q","         0","Q","         0","Q","       330","Q","        88","Q","    0.3","Q,0721, ","  46.5"," ,Q,1110, ","   38.5","Q,1010, ","","","","","","","","","","","","","     356.2","2","     356.2","Q","    352.6"," ,Q","     21.11","Q","     28.11","Q","     14.10","Q"
"BC008948490","1961","-21.217","27.5","1001.0","FRANCISTOWN, BC","   1254.0","","    1254.0","Q","        54","Q","        32","Q","         5","Q","         0","Q","         0","Q","         0","Q","       321","Q","        79","Q","    0.6","Q,0613, ","  80.9"," ,Q,0206, ","   39.5","Q,1024, ","","","","","","","","","","","","","     345.7","7","     345.7","Q","    467.8"," ,Q","     20.82","Q","     27.81","Q","     13.83","Q"
"BC008948490","1962","-21.217","27.5","1001.0","FRANCISTOWN, BC","   1307.0","","    1307.0","Q","","","","","","","         0","Q","         0","Q","         0","Q","       350","Q","        84","Q","    0.9","Q,0625, ","","","   40.0","Q,1018, ","","","","","","","","","","","","","     356.5","5","     356.5","Q","","","     21.18","Q","     28.53","Q","     13.82","Q"
"BC008948490","1963","-21.217","27.5","1001.0","FRANCISTOWN, BC","   1252.9","","    1252.9","Q","","","","","","","         0","Q","         2","Q","         0","Q","       339","Q","        66","Q","   -1.0","Q,0517, ","","","   37.5","Q,1006, ","-1.0","Q,0517","","","","","","","","","","","     432.3","3","     432.3","Q","","","     20.48","Q","     27.85","Q","     13.11","Q"
"BC008948490","1964","-21.217","27.5","1001.0","FRANCISTOWN, BC","   1541.2","","    1541.2","Q","        48","Q","        27","Q","         2","Q","         0","Q","         7","Q","         0","Q","       332","Q","       110","Q","   -4.5","Q,0625, ","  32.8"," ,Q,1206, ","   37.8","Q,1113,+","-2.6","Q,0620","-2.6","Q,0620","-4.5","Q,0625","-1.1","Q,0814","","","","","     494.6","6","     494.6","Q","    250.6"," ,Q","     21.18","Q","     28.61","Q","     13.74","Q"
"BC008948490","1965","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        24","Q","        12","Q","         0","Q","         0","Q","         1","Q","","","","","","","   -0.6","Q,0625, ","  23.2"," ,Q,1113, ","","","-0.6","Q,0625","","","","","","","","","","","","","","","    115.7"," ,Q","","","","","     13.88","Q"
"BC008948490","1966","-21.217","27.5","1001.0","FRANCISTOWN, BC","   1367.7","","    1367.7","Q","        51","Q","        28","Q","         7","Q","         0","Q","         0","Q","         0","Q","       341","Q","        87","Q","    2.0","Q,0823, "," 104.2"," ,Q,1218, ","   40.6","Q,0105, ","","","","","","","","","","","","","     290.9","9","     290.9","Q","    654.4"," ,Q","     21.40","Q","     28.25","Q","     14.56","Q"
"BC008948490","1967","-21.217","27.5","1001.0","FRANCISTOWN, BC","   1295.6","","    1295.6","Q","        47","Q","        37","Q","         5","Q","         0","Q","         1","Q","         0","Q","       340","Q","        75","Q","   -0.3","Q,0716, ","  54.0"," ,Q,1118, ","   38.7","Q,1202, ","-0.3","Q,0716","","","","","","","","","","","     386.7","7","     386.7","Q","    533.8"," ,Q","     20.77","Q","     28.01","Q","     13.53","Q"
"BC008948490","1968","-21.217","27.5","1001.0","FRANCISTOWN, BC","   1389.2","","    1389.2","Q","        42","Q","        23","Q","         3","Q","         0","Q","         6","Q","         0","Q","       322","Q","       106","Q","   -3.9","Q,0616, ","  49.2"," ,Q,0120, ","   40.1","Q,1017, ","-1.5","Q,0603","-2.7","Q,0613","","","","","","","","","     439.9","9","     439.9","Q","    344.0"," ,Q","     20.92","Q","     28.43","Q","     13.40","Q"
"BC008948490","1969","-21.217","27.5","1001.0","FRANCISTOWN, BC","   1357.1","","    1357.1","Q","        66","Q","        40","Q","         7","Q","         0","Q","         2","Q","         0","Q","       336","Q","        84","Q","   -2.3","Q,0618, ","  74.9"," ,Q,0211, ","   38.1","Q,0113, ","-2.3","Q,0618","-2.3","Q,0618","","","","","","","","","     356.7","7","     356.7","Q","    624.3"," ,Q","     20.71","Q","     27.84","Q","     13.57","Q"
"BC008948490","1970","-21.217","27.5","1001.0","FRANCISTOWN, BC","   1204.9","","    1204.9","Q","        36","Q","        23","Q","         3","Q","         0","Q","         0","Q","         0","Q","       353","Q","       116","Q","    1.4","Q,0706, ","  87.8"," ,Q,0207, ","   39.8","Q,0112, ","","","","","","","","","","","","","     275.1","1","     275.1","Q","    368.7"," ,Q","     21.57","Q","     29.56","Q","     13.59","Q"
"BC008948490","1971","-21.217","27.5","1001.0","FRANCISTOWN, BC","   1440.5","","    1440.5","Q","        48","Q","        27","Q","         3","Q","","","","","         0","Q","       350","Q","        79","Q","","","  37.1"," ,Q,0121, ","   38.8","Q,1109, ","","","","","","","","","","","","","","","","","    350.5"," ,Q","","","     28.58","Q","",""
"BC008948490","1972","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        58","Q","        35","Q","         7","Q","         0","Q","         8","Q","         0","Q","       335","Q","        79","Q","   -5.5","Q,0803, ","  88.5"," ,Q,0117, ","   39.5","Q,1204, ","-1.4","Q,0618","","","","","-0.2","Q,0805","-5.5","Q,0803","-5.5","Q,0803","     457.2","2","     457.2","Q","    580.9"," ,Q","     20.36","Q","     28.18","Q","     12.54","Q"
"BC008948490","1973","-21.217","27.5","1001.0","FRANCISTOWN, BC","   1574.3","","    1574.3","Q","        61","Q","        38","Q","         6","Q","         0","Q","         0","Q","         0","Q","       325","Q","        91","Q","    0.4","Q,0705, ","  54.5"," ,Q,0130, ","   38.3","Q,0105, ","","","","","","","","","","","","","     336.0","0","     336.0","Q","    551.4"," ,Q","     21.13","Q","     28.10","Q","     14.16","Q"
"BC008948490","1974","-21.217","27.5","1001.0","FRANCISTOWN, BC","    930.2","","     930.2","Q","        69","Q","        47","Q","         6","Q","         0","Q","        13","Q","         0","Q","       336","Q","        35","Q","   -2.3","Q,0613, ","  52.1"," ,Q,0226, ","   39.2","Q,1205, ","-0.1","Q,0519","-2.3","Q,0613","","","-0.4","Q,0825","","","","","     493.9","9","     493.9","Q","    642.0"," ,Q","     19.59","Q","     27.10","Q","     12.07","Q"
"BC008948490","1975","-21.217","27.5","1001.0","FRANCISTOWN, BC","    973.1","","     973.1","Q","        59","Q","        36","Q","         7","Q","         0","Q","        17","Q","         0","Q","       347","Q","        69","Q","   -5.0","Q,0725, ","  72.0"," ,Q,0129, ","   38.5","Q,1120, ","-0.5","Q,0616","-4.5","Q,0710","-4.5","Q,0710","","","","","","","     483.4","4","     483.4","Q","    639.3"," ,Q","     20.01","Q","     28.01","Q","     12.01","Q"
"BC008948490","1976","-21.217","27.5","1001.0","FRANCISTOWN, BC","   1092.8","","    1092.8","Q","        66","Q","        38","Q","        10","Q","         0","Q","         9","Q","         0","Q","       325","Q","        61","Q","   -3.1","Q,0621, ","  48.5"," ,Q,0203, ","   37.0","Q,1024, ","-3.1","Q,0621","-3.1","Q,0621","","","-0.3","Q,0815","","","","","     503.5","5","     503.5","Q","    586.3"," ,Q","     20.01","Q","     27.51","Q","     12.52","Q"
"BC008948490","1977","-21.217","27.5","1001.0","FRANCISTOWN, BC","   1189.0","","    1189.0","Q","        58","Q","        44","Q","        10","Q","         0","Q","         5","Q","         0","Q","       342","Q","        86","Q","   -2.3","Q,0705, ","  55.5"," ,Q,0311, ","   39.6","Q,1119, ","-1.4","Q,0624","-2.3","Q,0705","","","","","","","","","","","","","    669.9"," ,Q","     20.66","Q","     28.64","Q","     12.68","Q"
"BC008948490","1978","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        60","Q","        42","Q","         9","Q","","","","","","","","","","","","","  60.2"," ,Q,1014, ","","","","","","","","","","","","","","","","","","","    642.5"," ,Q","","","","","",""
"BC008948490","1979","-21.217","27.5","1001.0","FRANCISTOWN, BC","","","","","        45","Q","        30","Q","         4","Q","         0","Q","        11","Q","         0","Q","       337","Q","       100","Q","   -3.6","Q,0722, ","  42.6"," ,Q,0121, ","   38.5","Q,1001, ","-1.9","Q,0627","-2.4","Q,0628","","","","","","","","","     392.7","7","     392.7","Q","    423.3"," ,Q","     20.66","Q","     28.64","Q","     12.68","Q"
"BC008948490","1980","-21.217","27.5","1001.0","FRANCISTOWN, BC","   1236.5","","    1236.5","Q","        52","Q","        32","Q","         3","Q","         0","Q","        17","Q","         0","Q","       338","Q","        88","Q","   -5.4","Q,0630, ","  51.7"," ,Q,1121, ","   38.8","Q,0104, ","-0.1","Q,0616","-3.6","Q,0623","-5.4","Q,0630","-0.7","Q,0817","-3.1","Q,0815","","","     467.9","9","     467.9","Q","    479.5"," ,Q","     20.41","Q","     28.52","Q","     12.30","Q"
