"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AR000087860","1957","-45.783","-67.5","58.0","COMODORO RIVADAVIA, AR","    286.8","","     286.8","G","         0","G","        17","G","         0","G","       126","G","         8","G","   -3.0","G,0813, ","   35.3","G,0223, ","-0.4","G,0531","-2.4","G,0626","","","","","-1.6","G,0920","-2.2","G,0901","","","    2172.4","4","    2172.4","G","     13.02","G","     18.00","G","      8.05","G"
"AR000087860","1958","-45.783","-67.5","58.0","COMODORO RIVADAVIA, AR","","","","","         0","G","        16","G","","","","","","","   -5.0","G,0905, ","","","-0.2","G,0604","-3.9","I,0616","","","","","-1.1","I,1001","-5.0","I,0905","-5.0","I,0905","","","","","","","","","      8.22","G"
"AR000087860","1959","-45.783","-67.5","58.0","COMODORO RIVADAVIA, AR","","","","","         0","G","        23","G","         0","G","       116","G","         7","G","   -5.2","G,0712, ","   35.4","G,1226, ","-0.1","G,0407","-2.2","G,0627","-5.2","G,0712","","","-0.4","G,1013","","","","","    2287.5","5","    2287.5","G","     12.66","G","     17.63","G","      7.68","G"
"AR000087860","1960","-45.783","-67.5","58.0","COMODORO RIVADAVIA, AR","    269.9","","     269.9","G","         0","G","        28","G","         0","G","       130","G","        11","G","   -5.6","G,0705, ","   36.5","G,0222, ","-0.7","G,0519","-3.3","G,0621","-4.7","G,0623","","","-0.2","G,0927","-2.8","G,0809","","","    2053.0","0","    2053.0","G","     13.50","G","     18.50","G","      8.50","G"
"AR000087860","1961","-45.783","-67.5","58.0","COMODORO RIVADAVIA, AR","    188.7","","     188.7","G","         0","G","        31","G","         0","G","       126","G","         5","G","   -4.8","G,0610, ","   38.0","G,0126, ","-2.2","G,0530","-2.2","G,0530","-4.8","G,0610","","","-0.6","G,1002","-3.6","G,0816","","","    2162.8","8","    2162.8","G","     12.74","G","     17.79","G","      7.69","G"
"AR000087860","1962","-45.783","-67.5","58.0","COMODORO RIVADAVIA, AR","    188.9","","     188.9","G","         0","G","        16","G","         0","G","       136","G","         9","G","   -2.4","G,0821, ","   37.2","G,0126, ","-0.1","G,0529","","","","","","","0.0","G,1010","-2.4","G,0821","","","    1907.5","5","    1907.5","G","     13.77","G","     18.90","G","      8.65","G"
"AR000087860","1963","-45.783","-67.5","58.0","COMODORO RIVADAVIA, AR","    216.7","","     216.7","G","         0","G","        11","G","         0","G","       111","G","         4","G","   -2.5","G,0702, ","   37.7","G,0225, ","-0.4","G,0612","-2.5","G,0702","","","","","-0.3","G,0826","","","","","    2268.2","2","    2268.2","G","     12.59","G","     17.45","G","      7.72","G"
"AR000087860","1964","-45.783","-67.5","58.0","COMODORO RIVADAVIA, AR","    177.6","","     177.6","G","         0","G","        29","G","         0","G","       126","G","         5","G","   -8.5","G,0625, ","   39.4","G,0117, ","-3.0","G,0515","-3.0","G,0515","-4.5","G,0624","-8.5","G,0625","-2.0","G,0910","-5.7","G,0905","-5.7","G,0905","    2200.2","2","    2200.2","G","     12.75","G","     17.95","G","      7.55","G"
"AR000087860","1965","-45.783","-67.5","58.0","COMODORO RIVADAVIA, AR","    202.8","","     202.8","G","         0","G","        25","G","         0","G","       116","G","         4","G","   -4.5","G,0706, ","   37.2","G,0127, ","-0.6","G,0412","-2.4","G,0704","-4.5","G,0706","","","0.0","G,0824","","","","","    2198.3","3","    2198.3","G","     12.87","G","     17.84","G","      7.91","G"
"AR000087860","1966","-45.783","-67.5","58.0","COMODORO RIVADAVIA, AR","    120.7","","     120.7","G","         0","G","        23","G","         0","G","       121","G","         3","G","   -6.5","G,0724, ","   35.0","G,1231, ","-1.0","G,0618","-2.6","G,0711","-6.5","G,0724","","","-0.5","G,1011","","","","","    2185.7","7","    2185.7","G","     12.69","G","     17.83","G","      7.55","G"
