"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1COJF0032","2004","39.5239","-105.2506","2548.1","CONIFER 3 E, CO US","        41","N","   312"," ,N,1129, ","     4157"," ,N"
"US1COJF0032","2006","39.5239","-105.2506","2548.1","CONIFER 3 E, CO US","        25","N","   493"," ,N,1229, ","     3336"," ,N"
"US1COJF0032","2007","39.5239","-105.2506","2548.1","CONIFER 3 E, CO US","        38","N","   351"," ,N,0425, ","     4313"," ,N"
