"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXN00014352","1949","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        51","m","        49","m","         6","m","","","","","","","","","","","","","  33.8"," ,m,0703, ","","","    582.0"," ,m","","","","","",""
"MXN00014352","1950","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        50","m","        50","m","         5","m","","","","","","","","","","","","","  73.9"," ,m,0917, ","","","    753.8"," ,m","","","","","",""
"MXN00014352","1951","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        51","m","        51","m","        13","m","","","","","","","","","","","",""," 110.0"," ,m,0626, ","","","    950.3"," ,m","","","","","",""
"MXN00014352","1952","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        47","m","        47","m","         3","m","","","","","","","","","","","","","  69.9"," ,m,0715, ","","","    661.2"," ,m","","","","","",""
"MXN00014352","1953","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        49","m","        48","m","         8","m","","","","","","","","","","","","","  49.3"," ,m,0629, ","","","    728.0"," ,m","","","","","",""
"MXN00014352","1955","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        48","m","        47","m","         8","m","","","","","","","","","","","","","  71.4"," ,m,0829, ","","","    893.6"," ,m","","","","","",""
"MXN00014352","1959","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        51","m","        49","m","         6","m","","","","","","","","","","","",""," 134.4"," ,m,1026, ","","","    758.1"," ,m","","","","","",""
"MXN00014352","1960","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        36","m","        32","m","         1","m","","","","","","","","","","","","","  39.9"," ,m,1019, ","","","    426.9"," ,m","","","","","",""
"MXN00014352","1961","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        47","m","         3","m","         0","m","","","","","","","","","","","","","   6.6"," ,m,0122, ","","","     55.5"," ,m","","","","","",""
"MXN00014352","1962","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        34","m","         7","m","         1","m","","","","","","","","","","","","","  38.4"," ,m,0413, ","","","     85.8"," ,m","","","","","",""
"MXN00014352","1963","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        54","m","         5","m","         0","m","","","","","","","","","","","","","   8.6"," ,m,0709, ","","","     70.1"," ,m","","","","","",""
"MXN00014352","1964","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        28","m","         3","m","         0","m","","","","","","","","","","","","","   3.3"," ,m,0916, ","","","     30.5"," ,m","","","","","",""
"MXN00014352","1965","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        43","m","         9","m","         1","m","","","","","","","","","","","","","  74.4"," ,m,0919, ","","","    154.8"," ,m","","","","","",""
"MXN00014352","1966","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        32","m","         8","m","         0","m","","","","","","","","","","","","","  20.3"," ,m,0621, ","","","     91.1"," ,m","","","","","",""
"MXN00014352","1967","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        53","m","        14","m","         2","m","","","","","","","","","","","","","  62.5"," ,m,0810, ","","","    221.0"," ,m","","","","","",""
"MXN00014352","1968","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        41","m","        28","m","         4","m","","","","","","","","","","","","","  31.0"," ,m,0619, ","","","    409.9"," ,m","","","","","",""
"MXN00014352","1969","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        47","m","        47","m","        12","m","","","","","","","","","","","",""," 100.8"," ,m,1003, ","","","    956.8"," ,m","","","","","",""
"MXN00014352","1970","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        43","m","        38","m","        10","m","","","","","","","","","","","",""," 136.9"," ,m,0901, ","","","    762.6"," ,m","","","","","",""
"MXN00014352","1971","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        36","m","        35","m","         3","m","","","","","","","","","","","","","  78.0"," ,m,0830, ","","","    497.3"," ,m","","","","","",""
"MXN00014352","1972","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        47","m","        37","m","         7","m","","","","","","","","","","","","","  61.5"," ,m,0606, ","","","    591.4"," ,m","","","","","",""
"MXN00014352","1973","19.5333","-103.8","1140.0","ZAPOTITLAN, MX","","","","","        41","m","        41","m","         8","m","","","","","","","","","","","","","  56.9"," ,m,0921, ","","","    638.1"," ,m","","","","","",""
