"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00010583","1937","-32.4947","118.2675","270.0","KONDININ, AS","        61","a","        25","a","         2","a","","","","","","","","","","","","","  37.3"," ,a,0518, ","","","","","","","    258.5"," ,a","","","","","",""
"ASN00010583","1938","-32.4947","118.2675","270.0","KONDININ, AS","        81","a","        33","a","         1","a","","","","","","","","","","","","","  33.0"," ,a,0315, ","","","","","","","    280.4"," ,a","","","","","",""
"ASN00010583","1939","-32.4947","118.2675","270.0","KONDININ, AS","        93","a","        43","a","         4","a","","","","","","","","","","","","","  47.5"," ,a,0214, ","","","","","","","    441.7"," ,a","","","","","",""
"ASN00010583","1940","-32.4947","118.2675","270.0","KONDININ, AS","        73","a","        26","a","         1","a","","","","","","","","","","","","","  39.9"," ,a,1203, ","","","","","","","    228.9"," ,a","","","","","",""
"ASN00010583","1941","-32.4947","118.2675","270.0","KONDININ, AS","       101","a","        35","a","         0","a","","","","","","","","","","","","","  15.0"," ,a,0819, ","","","","","","","    285.1"," ,a","","","","","",""
"ASN00010583","1942","-32.4947","118.2675","270.0","KONDININ, AS","        98","a","        49","a","         4","a","","","","","","","","","","","","","  96.5"," ,a,0319, ","","","","","","","    558.8"," ,a","","","","","",""
"ASN00010583","1943","-32.4947","118.2675","270.0","KONDININ, AS","       102","a","        39","a","         0","a","","","","","","","","","","","","","  19.1"," ,a,0514,+","","","","","","","    332.9"," ,a","","","","","",""
"ASN00010583","1944","-32.4947","118.2675","270.0","KONDININ, AS","        73","a","        24","a","         1","a","","","","","","","","","","","","","  29.2"," ,a,0518, ","","","","","","","    223.3"," ,a","","","","","",""
"ASN00010583","1945","-32.4947","118.2675","270.0","KONDININ, AS","        97","a","        37","a","         1","a","","","","","","","","","","","","","  38.6"," ,a,0618, ","","","","","","","    356.7"," ,a","","","","","",""
"ASN00010583","1946","-32.4947","118.2675","270.0","KONDININ, AS","        77","a","        39","a","         0","a","","","","","","","","","","","","","  23.9"," ,a,0620, ","","","","","","","    359.0"," ,a","","","","","",""
"ASN00010583","1947","-32.4947","118.2675","270.0","KONDININ, AS","        91","a","        33","a","         0","a","","","","","","","","","","","","","  19.1"," ,a,0504, ","","","","","","","    301.1"," ,a","","","","","",""
"ASN00010583","1948","-32.4947","118.2675","270.0","KONDININ, AS","        63","a","        33","a","         1","a","","","","","","","","","","","","","  26.7"," ,a,0617, ","","","","","","","    279.6"," ,a","","","","","",""
"ASN00010583","1949","-32.4947","118.2675","270.0","KONDININ, AS","        59","a","        32","a","         1","a","","","","","","","","","","","","","  32.5"," ,a,0725, ","","","","","","","    275.4"," ,a","","","","","",""
"ASN00010583","1950","-32.4947","118.2675","270.0","KONDININ, AS","        57","a","        26","a","         0","a","","","","","","","","","","","","","  21.8"," ,a,0527, ","","","","","","","    226.8"," ,a","","","","","",""
"ASN00010583","1951","-32.4947","118.2675","270.0","KONDININ, AS","        77","a","        38","a","         2","a","","","","","","","","","","","","","  37.6"," ,a,0415, ","","","","","","","    382.4"," ,a","","","","","",""
"ASN00010583","1952","-32.4947","118.2675","270.0","KONDININ, AS","        62","a","        25","a","         1","a","","","","","","","","","","","","","  26.7"," ,a,1218, ","","","","","","","    260.1"," ,a","","","","","",""
"ASN00010583","1953","-32.4947","118.2675","270.0","KONDININ, AS","        72","a","        37","a","         2","a","","","","","","","","","","","","","  67.6"," ,a,0325, ","","","","","","","    384.4"," ,a","","","","","",""
"ASN00010583","1954","-32.4947","118.2675","270.0","KONDININ, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    199.0"," ,a","","","","","",""
"ASN00010583","1955","-32.4947","118.2675","270.0","KONDININ, AS","        84","a","        43","a","         3","a","","","","","","","","","","","","","  66.0"," ,a,0216, ","","","","","","","    454.2"," ,a","","","","","",""
"ASN00010583","1956","-32.4947","118.2675","270.0","KONDININ, AS","        64","a","        33","a","         1","a","","","","","","","","","","","","","  25.4"," ,a,1114, ","","","","","","","    296.7"," ,a","","","","","",""
"ASN00010583","1957","-32.4947","118.2675","270.0","KONDININ, AS","        60","a","        32","a","         0","a","","","","","","","","","","","","","  21.6"," ,a,0610, ","","","","","","","    262.6"," ,a","","","","","",""
"ASN00010583","1958","-32.4947","118.2675","270.0","KONDININ, AS","        72","a","        40","a","         2","a","","","","","","","","","","","","","  44.7"," ,a,0922, ","","","","","","","    442.4"," ,a","","","","","",""
"ASN00010583","1959","-32.4947","118.2675","270.0","KONDININ, AS","        65","a","        34","a","         0","a","","","","","","","","","","","","","  19.3"," ,a,0620,+","","","","","","","    284.1"," ,a","","","","","",""
"ASN00010583","1960","-32.4947","118.2675","270.0","KONDININ, AS","        68","a","        40","a","         0","a","","","","","","","","","","","","","  22.9"," ,a,0101, ","","","","","","","    341.3"," ,a","","","","","",""
"ASN00010583","1961","-32.4947","118.2675","270.0","KONDININ, AS","        56","a","        40","a","         0","a","","","","","","","","","","","","","  24.1"," ,a,0613, ","","","","","","","    301.7"," ,a","","","","","",""
"ASN00010583","1962","-32.4947","118.2675","270.0","KONDININ, AS","        74","a","        38","a","         1","a","","","","","","","","","","","","","  45.7"," ,a,0514, ","","","","","","","    290.9"," ,a","","","","","",""
"ASN00010583","1963","-32.4947","118.2675","270.0","KONDININ, AS","        94","a","        62","a","         3","a","","","","","","","","","","","","","  28.7"," ,a,0603, ","","","","","","","    555.8"," ,a","","","","","",""
"ASN00010583","1965","-32.4947","118.2675","270.0","KONDININ, AS","        76","a","        42","a","         1","a","","","","","","","","","","","","","  39.6"," ,a,0505, ","","","","","","","    407.4"," ,a","","","","","",""
"ASN00010583","1966","-32.4947","118.2675","270.0","KONDININ, AS","        71","a","        38","a","         3","a","","","","","","","","","","","","","  40.9"," ,a,0621, ","","","","","","","    389.0"," ,a","","","","","",""
"ASN00010583","1967","-32.4947","118.2675","270.0","KONDININ, AS","        72","a","        30","a","         1","a","","","","","","","","","","","","","  36.8"," ,a,0509, ","","","","","","","    273.5"," ,a","","","","","",""
"ASN00010583","1968","-32.4947","118.2675","270.0","KONDININ, AS","        81","a","        44","a","         2","a","","","","","","","","","","","","","  44.2"," ,a,0613, ","","","","","","","    460.9"," ,a","","","","","",""
"ASN00010583","1969","-32.4947","118.2675","270.0","KONDININ, AS","        50","a","        24","a","         1","a","","","","","","","","","","","","","  29.7"," ,a,0927, ","","","","","","","    241.6"," ,a","","","","","",""
"ASN00010583","1970","-32.4947","118.2675","270.0","KONDININ, AS","        87","a","        34","a","         1","a","","","","","","","","","","","","","  91.2"," ,a,0217, ","","","","","","","    377.2"," ,a","","","","","",""
"ASN00010583","1971","-32.4947","118.2675","270.0","KONDININ, AS","        85","a","        35","a","         3","a","         0","a","        20","a","         0","a","       187","a","        47","a","   -1.7","a,0721,+","  40.6"," ,a,1111,+","   41.3","a,0123, ","-0.1","a,0425","-0.1","a,1009","    388.9"," ,a","     16.13","a","     23.22","a","      9.03","a"
"ASN00010583","1972","-32.4947","118.2675","270.0","KONDININ, AS","        76","a","        30","a","         0","a","","","","","","","","","","","","","  23.4"," ,a,0727, ","","","","","","","    253.7"," ,a","","","","","",""
"ASN00010583","1973","-32.4947","118.2675","270.0","KONDININ, AS","        94","a","        44","a","         2","a","","","","","","","","","","","","","  36.6"," ,a,1115, ","","","","","","","    479.0"," ,a","","","","","",""
"ASN00010583","1974","-32.4947","118.2675","270.0","KONDININ, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    533.7"," ,a","","","","","",""
"ASN00010583","1975","-32.4947","118.2675","270.0","KONDININ, AS","        77","a","        38","a","         0","a","","","","","","","","","","","","","  22.2"," ,a,0402, ","","","","","","","    323.6"," ,a","","","","","",""
"ASN00010583","1976","-32.4947","118.2675","270.0","KONDININ, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    393.6"," ,a","","","","","",""
"ASN00010583","1977","-32.4947","118.2675","270.0","KONDININ, AS","        52","a","        35","a","         0","a","","","","","","","","","","","","","  18.4"," ,a,1031, ","","","","","","","    294.7"," ,a","","","","","",""
"ASN00010583","1978","-32.4947","118.2675","270.0","KONDININ, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    399.5"," ,a","","","","","",""
"ASN00010583","1979","-32.4947","118.2675","270.0","KONDININ, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    294.2"," ,a","","","","","",""
"ASN00010583","1980","-32.4947","118.2675","270.0","KONDININ, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    206.5"," ,a","","","","","",""
"ASN00010583","1981","-32.4947","118.2675","270.0","KONDININ, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    342.5"," ,a","","","","","",""
"ASN00010583","1982","-32.4947","118.2675","270.0","KONDININ, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    307.9"," ,a","","","","","",""
"ASN00010583","1984","-32.4947","118.2675","270.0","KONDININ, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    361.7"," ,a","","","","","",""
"ASN00010583","1985","-32.4947","118.2675","270.0","KONDININ, AS","        51","a","        26","a","         0","a","","","","","","","","","","","","","  19.0"," ,a,1013, ","","","","","","","    241.8"," ,a","","","","","",""
"ASN00010583","1986","-32.4947","118.2675","270.0","KONDININ, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    302.8"," ,a","","","","","",""
"ASN00010583","1987","-32.4947","118.2675","270.0","KONDININ, AS","        58","a","        28","a","         3","a","","","","","","","","","","","","","  50.0"," ,a,1224, ","","","","","","","    334.4"," ,a","","","","","",""
"ASN00010583","1988","-32.4947","118.2675","270.0","KONDININ, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    377.0"," ,a","","","","","",""
"ASN00010583","1989","-32.4947","118.2675","270.0","KONDININ, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    307.2"," ,a","","","","","",""
"ASN00010583","1990","-32.4947","118.2675","270.0","KONDININ, AS","        58","a","        33","a","         1","a","","","","","","","","","","","",""," 115.0"," ,a,0129, ","","","","","","","    387.8"," ,a","","","","","",""
"ASN00010583","1991","-32.4947","118.2675","270.0","KONDININ, AS","        76","a","        32","a","         2","a","","","","","","","","","","","","","  33.2"," ,a,1105, ","","","","","","","    333.2"," ,a","","","","","",""
"ASN00010583","1992","-32.4947","118.2675","270.0","KONDININ, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    489.2"," ,a","","","","","",""
"ASN00010583","1993","-32.4947","118.2675","270.0","KONDININ, AS","        63","a","        38","a","         4","a","","","","","","","","","","","","","  49.2"," ,a,0528, ","","","","","","","    394.4"," ,a","","","","","",""
"ASN00010583","1994","-32.4947","118.2675","270.0","KONDININ, AS","        44","a","        26","a","         1","a","","","","","","","","","","","","","  26.4"," ,a,0524, ","","","","","","","    244.2"," ,a","","","","","",""
"ASN00010583","1995","-32.4947","118.2675","270.0","KONDININ, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    374.0"," ,a","","","","","",""
"ASN00010583","1996","-32.4947","118.2675","270.0","KONDININ, AS","        86","a","        39","a","         0","a","","","","","","","","","","","","","  15.4"," ,a,0717, ","","","","","","","    332.4"," ,a","","","","","",""
"ASN00010583","1997","-32.4947","118.2675","270.0","KONDININ, AS","        77","a","        36","a","         1","a","","","","","","","","","","","","","  32.4"," ,a,0331, ","","","","","","","    327.4"," ,a","","","","","",""
"ASN00010583","1999","-32.4947","118.2675","270.0","KONDININ, AS","        76","a","        35","a","         1","a","","","","","","","","","","","","","  26.4"," ,a,0123, ","","","","","","","    372.8"," ,a","","","","","",""
"ASN00010583","2000","-32.4947","118.2675","270.0","KONDININ, AS","        62","a","        33","a","         3","a","","","","","","","","","","","","","  93.6"," ,a,0122, ","","","","","","","    404.0"," ,a","","","","","",""
"ASN00010583","2001","-32.4947","118.2675","270.0","KONDININ, AS","        63","a","        30","a","         2","a","","","","","","","","","","","","","  45.6"," ,a,0730, ","","","","","","","    339.2"," ,a","","","","","",""
"ASN00010583","2002","-32.4947","118.2675","270.0","KONDININ, AS","        61","a","        32","a","         0","a","","","","","","","","","","","","","  15.2"," ,a,0501, ","","","","","","","    215.6"," ,a","","","","","",""
"ASN00010583","2003","-32.4947","118.2675","270.0","KONDININ, AS","        78","a","        44","a","         1","a","","","","","","","","","","","","","  28.4"," ,a,0331, ","","","","","","","    373.6"," ,a","","","","","",""
"ASN00010583","2004","-32.4947","118.2675","270.0","KONDININ, AS","        65","a","        35","a","         1","a","","","","","","","","","","","","","  40.2"," ,a,0218, ","","","","","","","    294.8"," ,a","","","","","",""
"ASN00010583","2005","-32.4947","118.2675","270.0","KONDININ, AS","        72","a","        34","a","         1","a","","","","","","","","","","","","","  41.8"," ,a,0328, ","","","","","","","    333.2"," ,a","","","","","",""
"ASN00010583","2006","-32.4947","118.2675","270.0","KONDININ, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    447.1"," ,a","","","","","",""
"ASN00010583","2007","-32.4947","118.2675","270.0","KONDININ, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    278.0"," ,a","","","","","",""
