"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00010583","1918","-32.4947","118.2675","270.0","KONDININ, AS","        89","a","        43","a","         1","a","","","","","","","","","","","","","  53.8"," ,a,0608, ","","","","","","","    424.1"," ,a","","","","","",""
"ASN00010583","1919","-32.4947","118.2675","270.0","KONDININ, AS","        81","a","        34","a","         3","a","","","","","","","","","","","","","  35.6"," ,a,0417, ","","","","","","","    360.7"," ,a","","","","","",""
"ASN00010583","1920","-32.4947","118.2675","270.0","KONDININ, AS","        81","a","        42","a","         1","a","","","","","","","","","","","","","  26.2"," ,a,0508, ","","","","","","","    366.3"," ,a","","","","","",""
"ASN00010583","1921","-32.4947","118.2675","270.0","KONDININ, AS","        80","a","        47","a","         1","a","","","","","","","","","","","","","  36.1"," ,a,0508, ","","","","","","","    386.8"," ,a","","","","","",""
"ASN00010583","1922","-32.4947","118.2675","270.0","KONDININ, AS","        57","a","        35","a","         0","a","","","","","","","","","","","","","  24.1"," ,a,0518, ","","","","","","","    276.4"," ,a","","","","","",""
"ASN00010583","1923","-32.4947","118.2675","270.0","KONDININ, AS","        75","a","        37","a","         2","a","","","","","","","","","","","","","  49.5"," ,a,0120, ","","","","","","","    374.2"," ,a","","","","","",""
"ASN00010583","1924","-32.4947","118.2675","270.0","KONDININ, AS","        74","a","        36","a","         0","a","","","","","","","","","","","","","  24.9"," ,a,0212, ","","","","","","","    308.8"," ,a","","","","","",""
"ASN00010583","1925","-32.4947","118.2675","270.0","KONDININ, AS","        84","a","        38","a","         2","a","","","","","","","","","","","","","  30.5"," ,a,0217, ","","","","","","","    341.6"," ,a","","","","","",""
"ASN00010583","1926","-32.4947","118.2675","270.0","KONDININ, AS","        86","a","        45","a","         1","a","","","","","","","","","","","","","  38.1"," ,a,0720, ","","","","","","","    417.7"," ,a","","","","","",""
"ASN00010583","1927","-32.4947","118.2675","270.0","KONDININ, AS","        90","a","        36","a","         1","a","","","","","","","","","","","","","  28.4"," ,a,0320, ","","","","","","","    323.5"," ,a","","","","","",""
"ASN00010583","1928","-32.4947","118.2675","270.0","KONDININ, AS","        77","a","        32","a","         1","a","","","","","","","","","","","","","  27.9"," ,a,0805, ","","","","","","","    283.7"," ,a","","","","","",""
"ASN00010583","1929","-32.4947","118.2675","270.0","KONDININ, AS","        86","a","        35","a","         2","a","","","","","","","","","","","","","  34.5"," ,a,1106, ","","","","","","","    409.3"," ,a","","","","","",""
"ASN00010583","1930","-32.4947","118.2675","270.0","KONDININ, AS","        84","a","        40","a","         1","a","","","","","","","","","","","","","  32.5"," ,a,0704, ","","","","","","","    365.9"," ,a","","","","","",""
"ASN00010583","1931","-32.4947","118.2675","270.0","KONDININ, AS","        95","a","        35","a","         1","a","","","","","","","","","","","","","  43.7"," ,a,0811, ","","","","","","","    314.2"," ,a","","","","","",""
"ASN00010583","1932","-32.4947","118.2675","270.0","KONDININ, AS","        92","a","        46","a","         2","a","","","","","","","","","","","","","  29.2"," ,a,0716, ","","","","","","","    458.1"," ,a","","","","","",""
"ASN00010583","1933","-32.4947","118.2675","270.0","KONDININ, AS","        80","a","        32","a","         1","a","","","","","","","","","","","","","  38.9"," ,a,0307, ","","","","","","","    296.9"," ,a","","","","","",""
"ASN00010583","1934","-32.4947","118.2675","270.0","KONDININ, AS","        95","a","        37","a","         3","a","","","","","","","","","","","","","  36.1"," ,a,0409, ","","","","","","","    362.1"," ,a","","","","","",""
"ASN00010583","1935","-32.4947","118.2675","270.0","KONDININ, AS","        86","a","        42","a","         2","a","","","","","","","","","","","","","  28.2"," ,a,1022, ","","","","","","","    368.6"," ,a","","","","","",""
"ASN00010583","1936","-32.4947","118.2675","270.0","KONDININ, AS","        77","a","        26","a","         0","a","","","","","","","","","","","","","  24.9"," ,a,0823, ","","","","","","","    250.0"," ,a","","","","","",""
