"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00366719","1892","41.1","-79.68333","264.9","PARKERS LANDING, PA US","","","","","","","        24"," ","","","",""
"USC00366719","1893","41.1","-79.68333","264.9","PARKERS LANDING, PA US","","","","","","","        29"," ","","","",""
"USC00366719","1894","41.1","-79.68333","264.9","PARKERS LANDING, PA US","","","","","","","        26"," ","","","",""
"USC00366719","1895","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       157","6","        85","6","         5","6","        38"," ","  34.3"," ,6,1227, ","    904.7"," ,6"
"USC00366719","1896","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       149","6","        85","6","         7","6","        35"," ","  45.2"," ,6,0723, ","   1024.7"," ,6"
"USC00366719","1897","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       137","6","        97","6","         6","6","        39"," ","  49.8"," ,6,0608, ","   1101.4"," ,6"
"USC00366719","1898","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       131","6","       100","6","         8","6","        39"," ","  50.8"," ,6,0613,+","   1192.0"," ,6"
"USC00366719","1899","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       117","6","        81","6","         8","6","        27"," ","  63.5"," ,6,0726, ","   1001.1"," ,6"
"USC00366719","1900","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       109","6","        81","6","        10","6","        30"," ","  59.7"," ,6,0712, ","    975.7"," ,6"
"USC00366719","1901","41.1","-79.68333","264.9","PARKERS LANDING, PA US","","","","","","","        30"," ","","","",""
"USC00366719","1902","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       136","6","       102","6","         4","6","        29"," ","  49.5"," ,6,0710, ","   1037.4"," ,6"
"USC00366719","1903","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       133","6","        99","6","         8","6","","","  64.5"," ,6,1117,+","   1208.1"," ,6"
"USC00366719","1904","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       125","6","        93","6","         5","6","","","  65.0"," ,6,0401, ","   1062.1"," ,6"
"USC00366719","1905","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       130","6","       101","6","        10","6","","","  63.5"," ,6,0911, ","   1163.7"," ,6"
"USC00366719","1906","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       131","6","        87","6","         6","6","","","  91.4"," ,6,0607, ","   1019.1"," ,6"
"USC00366719","1908","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       126","6","        97","6","         5","6","","","  44.7"," ,6,0714, ","   1042.1"," ,6"
"USC00366719","1911","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       140","6","       100","6","        11","6","","","  83.8"," ,6,1002, ","   1351.5"," ,6"
"USC00366719","1913","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       170","6","        94","6","         7","6","","","  57.2"," ,6,0325, ","   1051.8"," ,6"
"USC00366719","1914","41.1","-79.68333","264.9","PARKERS LANDING, PA US","","","","","","","         1"," ","","","",""
"USC00366719","1915","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       152","6","        95","6","         4","6","","","  40.6"," ,6,0201, ","    932.3"," ,6"
"USC00366719","1917","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       152","6","       101","6","         8","6","","","  50.8"," ,6,0814, ","   1098.0"," ,6"
"USC00366719","1918","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       142","6","       105","6","         9","6","","","  42.7"," ,6,0622, ","   1140.9"," ,6"
"USC00366719","1919","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       138","6","       113","6","         2","6","         2"," ","  30.5"," ,6,0510, ","   1003.6"," ,6"
"USC00366719","1920","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       127","6","        96","6","         3","6","","","  50.8"," ,6,0816, ","    870.2"," ,6"
"USC00366719","1921","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       156","6","       116","6","         2","6","         1"," ","  40.6"," ,6,0709, ","   1050.3"," ,6"
"USC00366719","1922","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       110","6","        85","6","         3","6","","","  27.9"," ,6,0801, ","    766.2"," ,6"
"USC00366719","1924","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       138","6","        97","6","         7","6","","","  60.5"," ,6,0509, ","   1033.5"," ,6"
"USC00366719","1925","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       123","6","        90","6","         6","6","","","  39.4"," ,6,0625, ","    931.5"," ,6"
"USC00366719","1926","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       145","6","       124","6","         7","6","         1"," ","  68.6"," ,6,0905, ","   1176.5"," ,6"
"USC00366719","1927","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       148","6","       120","6","         9","6","         1"," ","  53.3"," ,6,1117, ","   1323.9"," ,6"
"USC00366719","1928","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       135","6","       105","6","        10","6","         7"," ","  46.7"," ,6,0811, ","   1188.3"," ,6"
"USC00366719","1929","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       144","6","       118","6","        11","6","        17"," ","  69.9"," ,6,0405, ","   1490.8"," ,6"
"USC00366719","1930","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       107","6","        80","6","         3","6","        18"," ","  44.5"," ,6,0520, ","    695.2"," ,6"
"USC00366719","1931","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       125","6","        92","6","         7","6","        24"," ","  47.5"," ,6,0508, ","   1086.2"," ,6"
"USC00366719","1932","41.1","-79.68333","264.9","PARKERS LANDING, PA US","","","","","","","        16"," ","","","",""
"USC00366719","1933","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       118","6","        97","6","         4","6","        26"," ","  39.6"," ,6,0314, ","    919.3"," ,6"
"USC00366719","1934","41.1","-79.68333","264.9","PARKERS LANDING, PA US","       114","6","        86","6","         7","6","        21"," ","  40.6"," ,6,0731, ","    939.6"," ,6"
