"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000MBLC","2003","30.8489","-89.0342","83.8","BLACK CREEK MISSISSIPPI, MS US","   1329.7","","    1329.7","U","         0","U","        14","U","         0","U","       264","U","        47","U","   -8.3","U,0124, ","   34.4","U,0717, ","-1.7","U,1125","","","","","","","-0.6","U,0127","-2.8","U,0125","-8.3","U,0124","-8.3","U,0124","","","     963.9","9","     963.9","U","     19.32","U","     24.59","U","     14.05","U"
"USR0000MBLC","2005","30.8489","-89.0342","83.8","BLACK CREEK MISSISSIPPI, MS US","   1395.8","","    1395.8","U","         0","U","        12","U","         0","U","       270","U","        76","U","   -4.4","U,0124,+","   35.6","U,0919,+","-0.6","U,1118","-2.2","U,1206","","","","","-1.1","U,0211","-4.4","U,0124","-4.4","U,0124","","","","","     816.0","0","     816.0","U","     19.73","U","     25.32","U","     14.15","U"
"USR0000MBLC","2006","30.8489","-89.0342","83.8","BLACK CREEK MISSISSIPPI, MS US","   1493.7","","    1493.7","U","         0","U","        14","U","         0","U","       279","U","       110","U","   -5.0","U,1208,+","   37.2","U,0815,+","-0.6","U,1202","-2.8","U,1205","-5.0","U,1208","","","-0.6","U,0214","-3.3","U,0213","-5.0","U,0107","","","","","     805.9","9","     805.9","U","     20.19","U","     26.30","U","     14.08","U"
"USR0000MBLC","2007","30.8489","-89.0342","83.8","BLACK CREEK MISSISSIPPI, MS US","   1423.5","","    1423.5","U","         0","U","        14","U","         0","U","       278","U","        73","U","   -4.4","U,0216, ","   38.3","U,0811, ","0.0","U,1116","","","","","","","-1.7","U,0218","-4.4","U,0216","-4.4","U,0216","","","","","     912.1","1","     912.1","U","     19.81","U","     25.42","U","     14.19","U"
"USR0000MBLC","2008","30.8489","-89.0342","83.8","BLACK CREEK MISSISSIPPI, MS US","   1327.6","","    1327.6","U","         0","U","        20","U","         0","U","       271","U","        68","U","   -6.7","U,0103, ","   37.2","U,0728, ","0.0","U,1028","-2.8","U,1222","","","","","-1.1","U,0228","-2.2","U,0214","-5.0","U,0121","-6.7","U,0103","","","     861.9","9","     861.9","U","     19.30","U","     25.06","U","     13.53","U"
"USR0000MBLC","2009","30.8489","-89.0342","83.8","BLACK CREEK MISSISSIPPI, MS US","   1379.9","","    1379.9","U","         0","U","        24","U","         0","U","       269","U","        63","U","   -6.1","U,0121, ","   37.8","U,0704,+","-0.6","U,1127","-2.2","U,1228","","","","","-0.6","U,0302","-5.0","U,0205","-5.0","U,0205","","","","","     873.1","1","     873.1","U","     19.44","U","     25.18","U","     13.70","U"
"USR0000MBLC","2010","30.8489","-89.0342","83.8","BLACK CREEK MISSISSIPPI, MS US","   1450.4","","    1450.4","U","         0","U","        50","U","         1","U","       256","U","        99","U","   -9.4","U,0111, ","   38.3","U,0802,+","0.0","U,1127","-4.4","U,1207","-4.4","U,1207","","","0.0","U,0307","-3.9","U,0225","-4.4","U,0216","-9.4","U,0111","-9.4","U,0111","    1316.0","0","    1316.0","U","     18.72","U","     25.01","U","     12.43","U"
"USR0000MBLC","2011","30.8489","-89.0342","83.8","BLACK CREEK MISSISSIPPI, MS US","   1413.3","","    1413.3","U","         0","U","        27","U","         0","U","       277","U","        97","U","   -7.2","U,0113, ","   37.8","U,0701,+","0.0","U,1111","-2.2","U,1201","","","","","-1.1","U,0213","-5.6","U,0212","-5.6","U,0212","-6.7","U,0114","","","    1027.6","6","    1027.6","U","     19.50","U","     25.87","U","     13.13","U"
"USR0000MBLC","2012","30.8489","-89.0342","83.8","BLACK CREEK MISSISSIPPI, MS US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     718.6","6","     718.6"," ","","","","","",""
"USR0000MBLC","2014","30.8489","-89.0342","83.8","BLACK CREEK MISSISSIPPI, MS US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1129.1","1","    1129.1"," ","","","","","",""
