"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00014905","2011","40.73333","-99.0","649.2","KEARNEY MUNICIPAL AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014905","2012","40.73333","-99.0","649.2","KEARNEY MUNICIPAL AIRPORT, NE US","       5.0","W","    693.2","","     693.2","W","        53","W","        26","W","         1","W","         3","W","       131","W","        19","W","       188","W","        65","W","","","","","        28"," ","  -22.1","W,0211, ","  38.6"," ,W,0427, ","   38.9","W,0724,+","-1.0","W,1005","-3.8","W,1007","-7.1","W,1027","-7.1","W,1027","-9.9","W,1126","-1.0","W,0411","-6.0","W,0309","-6.0","W,0309","-8.8","W,0227","-19.9","W,0212","","","","","    309.2"," ,W","     12.22","W","     19.78","W","      4.66","W","       290","W","      17.9","W"
"USW00014905","2013","40.73333","-99.0","649.2","KEARNEY MUNICIPAL AIRPORT, NE US","       5.1","W","    590.3","","     590.3","W","        66","W","        38","W","         5","W","         2","W","       148","W","        26","W","       160","W","        41","W","         1"," ","         1"," ","        40"," ","  -21.0","W,1209, ","  46.7"," ,W,0529, ","   38.9","W,0611, ","0.0","W,1017","-2.7","W,1110","-6.0","W,1111","-11.0","W,1112","-11.0","W,1112","-2.1","W,0503","-3.8","W,0424","-4.9","W,0402","-12.1","W,0326","-12.1","W,0326","    3136.9","9","    3136.9","W","    534.5"," ,W","     10.44","W","     17.19","W","      3.69","W","       290","W","      16.1","W"
"USW00014905","2014","40.73333","-99.0","649.2","KEARNEY MUNICIPAL AIRPORT, NE US","       5.1","W","    479.9","","     479.9","W","        67","W","        43","W","         2","W","        11","W","       142","W","        40","W","       167","W","        27","W","         2"," ","","","        40"," ","  -26.0","W,0206, ","  64.0"," ,W,0614, ","   37.8","W,0721, ","-1.0","W,1011","-2.7","W,1029","-7.1","W,1110","-7.1","W,1110","-12.1","W,1111","-1.0","W,0517","-3.8","W,0415","-6.0","W,0401","-7.7","W,0329","-12.1","W,0323","    3296.5","5","    3296.5","W","    447.8"," ,W","      9.83","W","     16.55","W","      3.10","W","       340","W","      17.9","W"
"USW00014905","2015","40.73333","-99.0","649.2","KEARNEY MUNICIPAL AIRPORT, NE US","       4.7","W","    529.8","","     529.8","W","        78","W","        46","W","         5","W","         3","W","       115","W","        29","W","       172","W","        34","W","         1"," ","         1"," ","        43"," ","  -21.0","W,0227,+","  46.2"," ,W,0604, ","   37.2","W,0915,+","-1.0","W,1028","-2.7","W,1029","-6.0","W,1121","-7.7","W,1127","-12.1","W,1227","-2.1","W,0422","-4.9","W,0328","-4.9","W,0328","-7.7","W,0326","-17.1","W,0305","    3002.7","7","    3002.7","W","    590.1"," ,W","     11.64","W","     18.35","W","      4.93","W","","","      80.5","W"
"USW00014905","2016","40.73333","-99.0","649.2","KEARNEY MUNICIPAL AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","         3"," ","         2"," ","        34"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014905","2017","40.73333","-99.0","649.2","KEARNEY MUNICIPAL AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","        51"," ","         5"," ","        48"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014905","2018","40.73333","-99.0","649.2","KEARNEY MUNICIPAL AIRPORT, NE US","       5.0","W","    628.1","","     628.1","W","","","","","","","         8","W","       164","W","        38","W","       151","W","        34","W","        95"," ","        14"," ","        42"," ","  -24.9","W,0101, ","","","   37.2","W,0615,+","0.0","W,1010","-3.2","W,1011","-5.5","W,1015","-8.8","W,1108","-15.5","W,1109","-3.8","W,0419","-3.8","W,0419","-7.7","W,0416","-7.7","W,0416","-13.2","W,0407","    3507.9","9","    3507.9","W","","","      9.91","W","     16.03","W","      3.80","W","       360","W","      21.5","W"
"USW00014905","2019","40.73333","-99.0","649.2","KEARNEY MUNICIPAL AIRPORT, NE US","       5.0","W","    559.2","","     559.2","W","","","","","","","         9","W","       159","W","        48","W","       150","W","        19","W","        80"," ","        19"," ","        53"," ","  -26.0","W,0304, ","","","   36.1","W,0629, ","0.0","W,1010","-3.8","W,1011","-4.9","W,1025","-7.7","W,1028","-9.9","W,1030","-0.5","W,0510","-3.2","W,0413","-6.6","W,0331","-7.7","W,0310","-16.0","W,0306","    3781.9","9","    3781.9","W","","","      9.65","W","     15.53","W","      3.76","W","        20","W","      21.0","W"
"USW00014905","2020","40.73333","-99.0","649.2","KEARNEY MUNICIPAL AIRPORT, NE US","       5.1","W","    606.7","","     606.7","W","","","","","","","         2","W","       156","W","        19","W","       169","W","        42","W","        85"," ","        23"," ","        38"," ","  -21.0","W,0220, ","","","   36.1","W,0718, ","0.0","W,1002","-2.7","W,1023","-7.1","W,1025","-7.1","W,1025","-9.3","W,1026","-1.0","W,0510","-6.0","W,0417","-6.0","W,0417","-7.1","W,0415","-10.5","W,0320","    3369.0","0","    3369.0","W","","","     11.06","W","     17.86","W","      4.25","W","       360","W","      20.1","W"
