"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00088051","2012","28.7299","-80.8795","12.8","SCOTTSMOOR 2.5 SSW, FL US","   1578.9","","    1578.9","7","       128","7","        88","7","        16","7","         0","7","         7","7","         0","7","       329","7","        59","7","   -3.3","7,0104, ","  81.8"," ,7,0625, ","   35.0","7,0531, ","0.0","7,1222","-2.8","7,1223","-2.2","7,0213","-2.2","7,0213","     259.8","8","     259.8","7","   1335.3"," ,7","     21.63","7","     27.41","7","     15.86","7"
"USC00088051","2013","28.7299","-80.8795","12.8","SCOTTSMOOR 2.5 SSW, FL US","   1566.4","","    1566.4","7","       133","7","        75","7","        13","7","         0","7","         7","7","         0","7","       331","7","        44","7","   -3.9","7,0219, ","  91.7"," ,7,0504, ","   34.4","7,0904, ","","","","","-0.6","7,0329","-3.3","7,0305","     468.6","6","     468.6","7","   1134.5"," ,7","     21.60","7","     27.35","7","     15.86","7"
"USC00088051","2014","28.7299","-80.8795","12.8","SCOTTSMOOR 2.5 SSW, FL US","   1637.9","","    1637.9","7","       143","7","        96","7","        21","7","         0","7","         5","7","         0","7","       313","7","        74","7","   -2.8","7,0120, "," 174.0"," ,7,0516, ","   35.6","7,0824,+","","","","","-0.6","7,0123","-2.8","7,0120","     374.2","2","     374.2","7","   1925.9"," ,7","     21.55","7","     27.04","7","     16.06","7"
"USC00088051","2015","28.7299","-80.8795","12.8","SCOTTSMOOR 2.5 SSW, FL US","   1952.4","","    1952.4","7","       127","7","        78","7","        16","7","         0","7","         1","7","         0","7","       327","7","        78","7","   -1.1","7,0220, ","  47.0"," ,7,0917, ","   35.6","7,0813,+","","","","","-1.1","7,0220","","","     383.7","7","     383.7","7","   1154.2"," ,7","     22.92","7","     28.08","7","     17.76","7"
"USC00088051","2016","28.7299","-80.8795","12.8","SCOTTSMOOR 2.5 SSW, FL US","   1824.9","","    1824.9","7","       100","7","        62","7","        15","7","         0","7","         2","7","         0","7","       330","7","        95","7","   -1.1","7,0211, ","  66.3"," ,7,1007, ","   36.7","7,0729, ","","","","","-1.1","7,0211","","","     290.0","0","     290.0","7","   1137.6"," ,7","     22.39","7","     28.02","7","     16.77","7"
"USC00088051","2017","28.7299","-80.8795","12.8","SCOTTSMOOR 2.5 SSW, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     208.2","2","     208.2","7","","","","","","","",""
"USC00088051","2018","28.7299","-80.8795","12.8","SCOTTSMOOR 2.5 SSW, FL US","   1939.2","","    1939.2","7","       134","7","        93","7","        26","7","         0","7","         6","7","         0","7","       322","7","        78","7","   -3.3","7,0118, ","  69.3"," ,7,0520, ","   35.6","7,0916,+","","","","","-0.6","7,0316","-3.3","7,0118","","","","","   1739.1"," ,7","     22.60","7","     27.89","7","     17.32","7"
"USC00088051","2019","28.7299","-80.8795","12.8","SCOTTSMOOR 2.5 SSW, FL US","   1913.0","","    1913.0","7","       140","7","       101","7","        18","7","         0","7","         0","7","         0","7","       334","7","        86","7","    1.7","7,0121, ","  90.4"," ,7,1010, ","   36.1","7,0529, ","","","","","","","","","     323.9","9","     323.9","7","   1768.5"," ,7","     22.81","7","     28.03","7","     17.59","7"
"USC00088051","2020","28.7299","-80.8795","12.8","SCOTTSMOOR 2.5 SSW, FL US","   1928.1","","    1928.1","7","       133","7","        98","7","        18","7","         0","7","         1","7","         0","7","       334","7","        74","7","    0.0","7,1227, "," 144.3"," ,7,0920, ","   36.1","7,0701, ","0.0","7,1227","","","","","","","     263.7","7","     263.7","7","   1622.9"," ,7","     22.76","7","     27.88","7","     17.63","7"
"USC00088051","2021","28.7299","-80.8795","12.8","SCOTTSMOOR 2.5 SSW, FL US","   1766.4","","    1766.4","7","       120","7","        85","7","        18","7","         0","7","         1","7","         0","7","       331","7","        62","7","   -2.2","7,0204, ","  73.2"," ,7,1119, ","   36.1","7,0822, ","","","","","-2.2","7,0204","-2.2","7,0204","     358.1","1","     358.1","7","   1498.6"," ,7","     22.35","7","     27.76","7","     16.94","7"
"USC00088051","2022","28.7299","-80.8795","12.8","SCOTTSMOOR 2.5 SSW, FL US","","","","","       111","7","        90","7","        18","7","","","","","         0","7","       325","7","        70","7","",""," 265.4"," ,7,0929, ","   37.2","7,0624, ","","","","","","","","","     282.2","2","     282.2","7","   1755.6"," ,7","","","     27.56","7","",""
"USC00088051","2023","28.7299","-80.8795","12.8","SCOTTSMOOR 2.5 SSW, FL US","","","","","       115","7","        87","7","        24","7","","","","","         0","7","       335","7","        70","7","",""," 118.9"," ,7,0428, ","   36.7","7,0809, ","","","","","","","","","","","","","   1797.1"," ,7","","","     28.05","7","",""
"USC00088051","2024","28.7299","-80.8795","12.8","SCOTTSMOOR 2.5 SSW, FL US","   1772.0","","    1772.0","7","       107","7","        72","7","        15","7","         0","7","         0","7","         0","7","       321","7","        77","7","    1.1","7,0121, "," 153.2"," ,7,1003, ","   36.1","7,0609,+","","","","","","","","","","","","","   1498.2"," ,7","     22.14","7","     27.45","7","     16.82","7"
