"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00218832","1941","45.8","-95.066667",,"WEST UNION, MN US","","","","","","","        18"," ","","","",""
"USC00218832","1942","45.8","-95.066667",,"WEST UNION, MN US","","","","","","","        35"," ","","","",""
"USC00218832","1943","45.8","-95.066667",,"WEST UNION, MN US","","","","","","","         2"," ","","","",""
"USC00218832","1944","45.8","-95.066667",,"WEST UNION, MN US","        91","6","        52","6","         4","6","","","  34.8"," ,6,0604, ","    605.4"," ,6"
"USC00218832","1945","45.8","-95.066667",,"WEST UNION, MN US","       106","6","        60","6","         3","6","","","  86.4"," ,6,0720, ","    658.2"," ,6"
