"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0049L18S","2012","60.19","-149.62","121.9","EXIT GLACIER, AK US","","","      0.0","","       0.0","T","       148","T","       148","T","        24","T","      208","","        54","T","       206","T","        83","T","         6","T","         0","T","  -29.7","T,0119, ","  2286"," ,T,0314, "," 127.0"," ,T,0919, ","   25.4","T,0623, ","-1.2","T,0910","-2.6","T,0929","-4.4","T,1001","-7.7","T,1017","-9.4","T,1019","-0.8","T,0616","-2.7","T,0517","-7.2","T,0503","-7.2","T,0503","-15.7","T,0326","","","","","   1977.1"," ,T","      0.66","T","      5.81","T","     -4.49","T"
"USS0049L18S","2013","60.19","-149.62","121.9","EXIT GLACIER, AK US","","","      0.4","","       0.4","T","       169","T","       169","T","        23","T","      189","","        24","T","       191","T","        49","T","        34","T","         0","T","  -26.7","T,1218, ","  1956"," ,T,0328, ","  78.7"," ,T,1028,+","   30.1","T,0617, ","-2.3","T,0920","-2.3","T,0920","-4.8","T,1023","-7.0","T,1108","-11.8","T,1112","-0.6","T,0605","-2.4","T,0521","-4.4","T,0520","-9.1","T,0420","-9.1","T,0420","    5999.8","8","    5999.8","T","   2162.5"," ,T","      3.25","T","      8.38","T","     -1.89","T"
"USS0049L18S","2014","60.19","-149.62","121.9","EXIT GLACIER, AK US","","","","","","","       155","T","       155","T","        29","T","      161","","","","","","","","","","","","","","   787"," ,T,0219, ","  99.1"," ,T,0117, ","","","","","","","","","","","","","","","","","","","","","","","    4950.7","7","    4950.7","T","   2312.6"," ,T","","","","","",""
"USS0049L18S","2015","60.19","-149.62","121.9","EXIT GLACIER, AK US","","","","","","","       152","T","       152","T","        30","T","      165","","","","","","","","","","","","","","   432"," ,T,1228,+","  88.9"," ,T,1125, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   2242.3"," ,T","","","","","",""
"USS0049L18S","2016","60.19","-149.62","121.9","EXIT GLACIER, AK US","","","      1.6","","       1.6","T","       181","T","       181","T","        31","T","      170","","         8","T","       148","T","        42","T","        43","T","         0","T","  -23.2","T,1205, ","   991"," ,T,0320, "," 109.2"," ,T,0921, ","   27.7","T,0718,+","-1.2","T,0927","-3.6","T,0928","-4.7","T,1006","-6.7","T,1015","-9.9","T,1023","-1.7","T,0421","-3.8","T,0404","-5.7","T,0314","-8.6","T,0304","-9.9","T,0217","    4621.0","0","    4621.0","T","   2325.4"," ,T","      5.08","T","      9.83","T","      0.32","T"
"USS0049L18S","2017","60.19","-149.62","121.9","EXIT GLACIER, AK US","","","      0.0","","       0.0","T","       155","T","       155","T","        29","T","      180","","        30","T","       191","T","        85","T","         6","T","         0","T","  -25.2","T,0118, ","  1753"," ,T,0217, ","  86.4"," ,T,0131, ","   26.0","T,0805, ","-0.5","T,0930","-3.1","T,1014","-6.8","T,1017","-6.8","T,1017","-9.0","T,1020","-0.5","T,0531","-3.6","T,0505","-4.5","T,0421","-8.1","T,0330","-15.2","T,0327","    5994.8","8","    5994.8","T","   2254.8"," ,T","      2.10","T","      6.82","T","     -2.62","T"
"USS0049L18S","2018","60.19","-149.62","121.9","EXIT GLACIER, AK US","","","      0.0","","       0.0","T","       159","T","       159","T","        30","T","","","         8","T","       171","T","        60","T","        13","T","         0","T","  -22.7","T,0202, ","",""," 104.1"," ,T,1207, ","   26.1","T,0703, ","-1.1","T,0923","-5.7","T,1029","-5.7","T,1029","-7.6","T,1030","-9.6","T,1031","-0.7","T,0513","-3.2","T,0502","-10.4","T,0406","-10.4","T,0406","-10.4","T,0406","    5520.9","9","    5520.9","T","   2248.5"," ,T","      3.61","T","      8.06","T","     -0.84","T"
"USS0049L18S","2019","60.19","-149.62","121.9","EXIT GLACIER, AK US","","","     11.0","","      11.0","T","       149","T","       149","T","        31","T","      145","","        11","T","       163","T","        40","T","        37","T","         0","T","  -25.4","T,0111, ","   914"," ,T,0315,+","  81.3"," ,T,1209,+","   30.6","T,0706, ","-1.4","T,0922","-4.1","T,0927","-6.2","T,1013","-6.7","T,1014","-8.9","T,1125","-0.6","T,0522","-3.6","T,0428","-4.8","T,0427","-6.8","T,0312","-11.3","T,0304","    5148.9","9","    5148.9","T","   2231.6"," ,T","      4.69","T","      9.42","T","     -0.04","T"
"USS0049L18S","2020","60.19","-149.62","121.9","EXIT GLACIER, AK US","       0.3","T","      0.0","","       0.0","T","       146","T","       146","T","        18","T","      172","","        38","T","       201","T","        90","T","        23","T","         0","T","  -26.1","T,0126, ","  1016"," ,T,1227, "," 101.6"," ,T,1002, ","   25.0","T,0703,+","-0.6","T,0905","-2.2","T,0912","-5.0","T,1017","-6.7","T,1021","-12.2","T,1030","-0.6","T,0516","-2.2","T,0503","-5.6","T,0411","-10.0","T,0410","-10.0","T,0410","    5551.1","1","    5551.1","T","   1758.8"," ,T","      2.18","T","      7.04","T","     -2.69","T"
"USS0049L18S","2021","60.19","-149.62","121.9","EXIT GLACIER, AK US","       0.3","T","      0.0","","       0.0","T","       128","T","       128","T","        14","T","      212","","        38","T","       214","T","        93","T","        18","T","         0","T","  -24.4","T,1213,+","  1880"," ,T,0315, "," 152.4"," ,T,1030, ","   26.7","T,0717, ","-2.2","T,0919","-2.2","T,0919","-4.4","T,0927","-7.2","T,0930","-10.0","T,1107","-0.6","T,0523","-2.2","T,0507","-4.4","T,0501","-16.7","T,0410","-16.7","T,0410","    5678.2","2","    5678.2","T","   1553.5"," ,T","      1.48","T","      6.23","T","     -3.27","T"
"USS0049L18S","2022","60.19","-149.62","121.9","EXIT GLACIER, AK US","       0.3","T","      0.0","","       0.0","T","       161","T","       161","T","        19","T","","","        20","T","       205","T","        64","T","        23","T","         0","T","  -25.6","T,1220, ","","","  58.4"," ,T,1113, ","   25.0","T,0622,+","0.0","T,0910","-3.3","T,1010","-5.0","T,1013","-8.9","T,1027","-8.9","T,1027","-0.6","T,0520","-2.8","T,0506","-4.4","T,0421","-6.7","T,0420","-11.7","T,0315","    5759.5","5","    5759.5","T","   1809.6"," ,T","      3.19","T","      7.48","T","     -1.09","T"
"USS0049L18S","2023","60.19","-149.62","121.9","EXIT GLACIER, AK US","       0.3","T","","","","","       181","T","       181","T","        16","T","","","","","","","","","","","","","","","","","  55.9"," ,T,1124, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1731.9"," ,T","","","","","",""
"USS0049L18S","2024","60.19","-149.62","121.9","EXIT GLACIER, AK US","","","","","","","       153","T","       153","T","        20","T","","","","","","","","","","","","","","","","","  88.9"," ,T,0806, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1885.9"," ,T","","","","","",""
