"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00344098","1949","35.95","-96.28333","253.3","HEYBURN DAM, OK US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00344098","1950","35.95","-96.28333","253.3","HEYBURN DAM, OK US","","","","","        66","0","        49","0","        10","0","        1","","         1","0","         2","0","       111","0","","","","","","","         7"," ","","","  -20.0","0,1207, ","    51"," ,0,0104, ","    46"," ,0,0104, ","  96.5"," ,0,0710, ","","","-1.1","0,1104","-6.1","0,1110","-6.1","0,1110","-11.1","0,1111","-11.1","0,1111","-0.6","0,0413","-3.3","0,0406","-6.1","0,0314","-8.9","0,0313","-8.9","0,0313","","","","","    798.2"," ,0","       49"," ,0","","","","","      7.40","0","",""
"USC00344098","1951","35.95","-96.28333","253.3","HEYBURN DAM, OK US","    811.2","","     811.2","0","        78","0","        58","0","         7","0","        2","","         0","0","         2","0","       103","0","        12","0","       187","0","        44","0","","","","","  -21.7","0,0202, ","    51"," ,0,0215,+","     3"," ,0,0131, ","  47.0"," ,0,0630, ","   40.6","0,0901,+","-1.1","0,1024","-6.1","0,1102","-6.1","0,1102","-7.8","0,1103","-11.1","0,1118","-2.2","0,0417","-2.2","0,0417","-4.4","0,0321","-7.2","0,0319","-8.9","0,0214","    2349.9","9","    2349.9","0","    879.1"," ,0","        3"," ,0","     14.06","0","     20.56","0","      7.57","0","",""
"USC00344098","1952","35.95","-96.28333","253.3","HEYBURN DAM, OK US","","","","","        60","0","        43","0","         4","0","","","         0","0","","","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","  73.7"," ,0,0703, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    731.9"," ,0","        0"," ,0","","","","","","","",""
"USC00344098","1953","35.95","-96.28333","253.3","HEYBURN DAM, OK US","   1146.4","","    1146.4","0","        61","0","        42","0","        10","0","        0","","         0","0","         0","0","        84","0","         2","0","       218","0","       116","0","","","","","  -16.7","0,1223, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  75.9"," ,0,0513, ","   41.1","0,0928, ","-0.6","0,1007","-7.2","0,1109","-7.2","0,1109","-7.2","0,1109","-11.7","0,1222","-1.7","0,0420","-2.2","0,0416","-6.1","0,0304","-9.4","0,0221","-9.4","0,0221","    1915.8","8","    1915.8","0","    904.8"," ,0","        0"," ,0","     16.42","0","     24.11","0","      8.74","0","     27750","0"
"USC00344098","1954","35.95","-96.28333","253.3","HEYBURN DAM, OK US","   1425.4","","    1425.4","0","        61","0","        37","0","         4","0","        0","","         0","0","         0","0","        81","0","         4","0","       244","0","       119","0","","","","","  -16.1","0,0111, ","     0"," ,0,1231,+","     0","T,0,0127, ","  86.4"," ,0,0430, ","   45.6","0,0714, ","0.0","0,1016","-2.2","0,1031","-7.8","0,1102","-7.8","0,1102","-8.9","0,1213","-1.7","0,0504","-6.1","0,0401","-6.1","0,0401","-7.2","0,0315","-11.1","0,0304","    1823.7","7","    1823.7","0","    595.4"," ,0","        0","T,0","     17.45","0","     25.48","0","      9.41","0","     29763","0"
"USC00344098","1955","35.95","-96.28333","253.3","HEYBURN DAM, OK US","","","","","        64","0","        45","0","         7","0","","","         0","0","","","","","","","","","","","","","","","","","","","     0","T,0,1201,+","  41.7"," ,0,0219, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    628.0"," ,0","        0","T,0","","","","","","","",""
"USC00344098","1956","35.95","-96.28333","253.3","HEYBURN DAM, OK US","   1348.0","","    1348.0","0","        67","0","        45","0","         8","0","        0","","         0","0","         0","0","        93","0","         7","0","       222","0","       112","0","","","","","  -15.0","0,0119, ","     0"," ,0,1231,+","     0","T,0,0308, ","  70.1"," ,0,1015, ","   43.9","0,0817,+","0.0","0,1103","-6.1","0,1109","-6.1","0,1109","-7.2","0,1116","-10.0","0,1129","-1.1","0,0330","-2.2","0,0321","-6.7","0,0313","-6.7","0,0313","-10.6","0,0202","","","","","    657.6"," ,0","        0","T,0","     16.36","0","     23.79","0","      8.93","0","",""
"USC00344098","1957","35.95","-96.28333","253.3","HEYBURN DAM, OK US","    978.6","","     978.6","0","        92","0","        72","0","        19","0","        0","","         0","0","         0","0","        79","0","         8","0","       190","0","        75","0","","","","","  -12.8","0,0110, ","     0"," ,0,1231,+","     0","T,0,0125, "," 112.5"," ,0,0615, ","   40.6","0,0730, ","-4.4","0,1026","-4.4","0,1026","-4.4","0,1026","-8.3","0,1123","-11.1","0,1211","-2.2","0,0414","-2.2","0,0414","-5.6","0,0413","-9.4","0,0308","-9.4","0,0308","    2089.1","1","    2089.1","0","   1405.7"," ,0","        0","T,0","     15.04","0","     21.18","0","      8.90","0","",""
"USC00344098","1958","35.95","-96.28333","253.3","HEYBURN DAM, OK US","    994.6","","     994.6","0","        85","0","        66","0","        10","0","        0","","         1","0","         2","0","       103","0","        12","0","       203","0","        75","0","","","","","  -20.6","0,1214, ","     0"," ,0,1231,+","    25"," ,0,1128, "," 104.9"," ,0,0616, ","   37.8","0,0813, ","0.0","0,1027","-2.2","0,1103","-4.4","0,1118","-8.3","0,1209","-10.0","0,1211","-1.1","0,0331","-3.9","0,0320","-4.4","0,0304","-7.2","0,0303","-9.4","0,0217","    2338.1","1","    2338.1","0","   1199.9"," ,0","       25"," ,0","     14.51","0","     21.01","0","      8.01","0","",""
"USC00344098","1959","35.95","-96.28333","253.3","HEYBURN DAM, OK US","    951.6","","     951.6","0","        82","0","        66","0","        13","0","        0","","         0","0","         3","0","       103","0","        10","0","       205","0","        62","0","","","","","  -22.2","0,0105, ","     0"," ,0,1231,+","     0","T,0,0203, "," 101.3"," ,0,0727, ","   36.7","0,0807,+","-1.1","0,1018","-7.8","0,1106","-7.8","0,1106","-7.8","0,1106","-9.4","0,1114","-1.7","0,0414","-6.1","0,0322","-6.1","0,0322","-7.2","0,0307","-8.9","0,0211","    2237.0","0","    2237.0","0","   1242.1"," ,0","        0","T,0","     14.63","0","     21.39","0","      7.88","0","",""
"USC00344098","1960","35.95","-96.28333","253.3","HEYBURN DAM, OK US","   1014.5","","    1014.5","0","        82","0","        60","0","        16","0","","","         0","0","         0","0","       117","0","        16","0","       214","0","        73","0","","","","","  -15.6","0,0303, ","","","     0","T,0,1211, ","  68.1"," ,0,0722, ","   38.3","0,0713,+","-2.8","0,1020","-2.8","0,1020","-8.3","0,1110","-8.3","0,1110","-11.1","0,1213","0.0","0,0501","-5.6","0,0323","-5.6","0,0323","-8.9","0,0318","-8.9","0,0318","    2469.3","3","    2469.3","0","    982.5"," ,0","        0","T,0","     14.44","0","     21.17","0","      7.69","0","",""
"USC00344098","1961","35.95","-96.28333","253.3","HEYBURN DAM, OK US","","","","","        77","0","        60","0","        10","0","        2","","         1","0","","","","","","","","","","","","","","","","","    51"," ,0,0207, ","    51"," ,0,1210, ","  93.5"," ,0,0913, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    985.9"," ,0","       51"," ,0","","","","","","","",""
"USC00344098","1962","35.95","-96.28333","253.3","HEYBURN DAM, OK US","","","","","        78","0","        57","0","        10","0","","","         1","0","","","","","","","","","","","","","","","","","","","    25"," ,0,0227, "," 145.8"," ,0,0607, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1102.2"," ,0","       25"," ,0","","","","","","","",""
"USC00344098","1964","35.95","-96.28333","253.3","HEYBURN DAM, OK US","","","","","        78","0","        60","0","         7","0","        0","","         0","0","         0","0","        97","0","         6","0","       220","0","        71","0","","","","","  -16.7","0,0114,+","     0"," ,0,1231,+","     0","T,0,1204,+"," 104.6"," ,0,0405, ","   42.8","0,0806, ","0.0","0,1019","-2.8","0,1120","-7.8","0,1121","-7.8","0,1121","-10.6","0,1130","-1.1","0,0409","-2.8","0,0331","-5.6","0,0330","-7.8","0,0326","-12.2","0,0310","    2106.3","3","    2106.3","0","    939.7"," ,0","        0","T,0","     15.38","0","     22.24","0","      8.52","0","",""
"USC00344098","1965","35.95","-96.28333","253.3","HEYBURN DAM, OK US","","","","","        59","0","        41","0","         5","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0","T,0,0110, ","  61.0"," ,0,0510, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    690.8"," ,0","        0","T,0","","","","","","","",""
"USC00344098","1966","35.95","-96.28333","253.3","HEYBURN DAM, OK US","","","","","        56","0","        37","0","         5","0","","","","","","","","","","","","","","","","","","","","","","","","","  46.2"," ,0,0608, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    566.8"," ,0","","","","","","","","","",""
"USC00344098","1967","35.95","-96.28333","253.3","HEYBURN DAM, OK US","","","","","        57","0","        39","0","        11","0","        0","","         1","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","    38"," ,0,0308, ","  81.3"," ,0,0521, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    869.1"," ,0","       38"," ,0","","","","","","","",""
