"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RMC00914903","1986","9.4667","170.25","1.8","WOTJE, MH RM","","","","","       157","0","       134","0","        25","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  99.1"," ,0,1214, ","","","","","","","   2114.9"," ,0","        0"," ,0","","","","","",""
"RMC00914903","1987","9.4667","170.25","1.8","WOTJE, MH RM","","","","","       100","0","        83","0","        20","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  73.7"," ,0,0524, ","","","","","","","   1352.3"," ,0","        0"," ,0","","","","","",""
"RMC00914903","1991","9.4667","170.25","1.8","WOTJE, MH RM","","","","","        81","0","        70","0","        11","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  63.5"," ,0,0526, ","","","","","","","    959.6"," ,0","        0"," ,0","","","","","",""
"RMC00914903","1994","9.4667","170.25","1.8","WOTJE, MH RM","","","","","        86","0","        79","0","        23","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  66.8"," ,0,0910, ","","","","","","","   1474.4"," ,0","        0"," ,0","","","","","",""
"RMC00914903","1996","9.4667","170.25","1.8","WOTJE, MH RM","","","","","       166","0","       135","0","        23","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  98.3"," ,0,0329, ","","","","","","","   2039.1"," ,0","        0"," ,0","","","","","",""
"RMC00914903","1998","9.4667","170.25","1.8","WOTJE, MH RM","","","","","       128","0","       115","0","        13","0","","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","  63.5"," ,0,0809, ","","","","","","","   1315.3"," ,0","        0"," ,0","","","","","",""
"RMC00914903","2001","9.4667","170.25","1.8","WOTJE, MH RM","","","","","       102","0","        96","0","         4","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  41.7"," ,0,0806, ","","","","","","","    886.9"," ,0","        0"," ,0","","","","","",""
"RMC00914903","2014","9.4667","170.25","1.8","WOTJE, MH RM","","","","","        96","7","        96","7","        22","7","","","","","","","","","","","","","","","","","","","","","  72.1"," ,7,0711, ","","","","","","","   1675.0"," ,7","","","","","","","",""
"RMC00914903","2015","9.4667","170.25","1.8","WOTJE, MH RM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0","7","","","","","","","","","",""
"RMC00914903","2020","9.4667","170.25","1.8","WOTJE, MH RM","","","","","        87","7","        85","7","        29","7","","","","","","","","","","","","","","","","","","","","","  61.7"," ,7,0814, ","","","       0.0","0","       0.0"," ","   1916.6"," ,7","","","","","","","",""
"RMC00914903","2021","9.4667","170.25","1.8","WOTJE, MH RM","   3951.2","","    3951.2","7","        54","7","        53","7","        18","7","","","","","         0","7","         0","7","         0","7","       364","7","       241","7","   23.9","7,0803, ","","","","","  50.8"," ,7,1204,+","   32.2","7,1230,+","","","","","   1254.6"," ,7","","","     29.19","7","     31.89","7","     26.49","7"
"RMC00914903","2022","9.4667","170.25","1.8","WOTJE, MH RM","","","","","        65","7","        64","7","        30","7","","","","","         0","7","         0","7","","","","","","","   25.0","7,1220,+","","","","","  50.8"," ,7,1218,+","","","","","","","   1718.7"," ,7","","","","","","","     26.45","7"
"RMC00914903","2023","9.4667","170.25","1.8","WOTJE, MH RM","   3889.4","","    3889.4","7","        63","7","        60","7","        26","7","","","","","         0","7","         0","7","         0","7","       364","7","       191","7","   23.3","7,1001,+","","","","","  51.6"," ,7,0720, ","   32.2","7,1231,+","       0.0","0","       0.0","7","   1499.7"," ,7","","","     29.02","7","     31.77","7","     26.27","7"
"RMC00914903","2024","9.4667","170.25","1.8","WOTJE, MH RM","   3876.7","","    3876.7","7","        72","7","        69","7","        28","7","","","","","         0","7","         0","7","         0","7","       366","7","       156","7","   24.4","7,0307,+","","","","","  50.8"," ,7,1124,+","   32.2","7,1230,+","       0.0","0","       0.0","7","   1557.4"," ,7","","","     28.93","7","     31.62","7","     26.23","7"
