"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CI000085743","1979","-38.75","-72.633","114.0","TEMUCO, CI","        95","I","        73","I","         7","I","","","","","","","  50.0"," ,I,0830, ","","","","","","","","","","","    912.8"," ,I","",""
"CI000085743","1996","-38.75","-72.633","114.0","TEMUCO, CI","","","","","","","         0","I","        24","I","   -5.0","I,0628, ","","","-1.4","I,0520","-2.8","I,0521","-5.0","I,0628","-0.4","I,0902","-2.2","I,0826","","","      6.30","I"
"CI000085743","1998","-38.75","-72.633","114.0","TEMUCO, CI","","","","","","","         0","I","        24","I","   -3.2","I,0908, ","","","-0.1","I,0422","-2.2","I,0716","","","-2.0","I,0919","-3.2","I,0908","","","      6.28","I"
"CI000085743","1999","-38.75","-72.633","114.0","TEMUCO, CI","","","","","","","         0","I","        26","I","   -3.8","I,0716, ","","","0.0","I,0405","-2.8","I,0603","","","-0.1","I,0822","-2.2","I,0815","","","      6.58","I"
"CI000085743","2000","-38.75","-72.633","114.0","TEMUCO, CI","","","","","","","         0","I","        25","I","   -4.4","I,0712, ","","","-0.2","I,0327","-3.9","I,0711","-4.4","I,0712","-0.9","I,1114","-2.9","I,0903","","","      6.13","I"
"CI000085743","2002","-38.75","-72.633","114.0","TEMUCO, CI","","","","","","","         0","I","        20","I","   -4.8","I,0614,+","","","-0.1","I,0418","-3.0","I,0610","-4.4","I,0612","-0.5","I,1028","","","","","      6.35","I"
"CI000085743","2012","-38.75","-72.633","114.0","TEMUCO, CI","       131","S","        80","S","         5","S","","","","","","","  42.9"," ,S,0623, ","","","","","","","","","","","    843.7"," ,S","",""
"CI000085743","2013","-38.75","-72.633","114.0","TEMUCO, CI","       121","S","        66","S","         7","S","         0","S","        39","S","   -5.4","S,0722, ","  31.5"," ,S,0807, ","-0.7","S,0412","-3.0","S,0515","-5.0","S,0721","0.0","S,1024","-3.1","S,0914","    707.1"," ,S","      6.21","S"
