"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN005010600","1901","23.067","72.633","55.0","AHMADABAD, IN","        43","I","        25","I","         5","I","","","","","","","","","","","","","  68.6"," ,I,0814, ","","","    479.4"," ,I","","","",""
"IN005010600","1902","23.067","72.633","55.0","AHMADABAD, IN","        49","I","        29","I","         7","I","","","","","","","","","","","",""," 123.7"," ,I,0904, ","","","    712.5"," ,I","","","",""
"IN005010600","1903","23.067","72.633","55.0","AHMADABAD, IN","        63","I","        31","I","         8","I","","","","","","","","","","","","","  80.8"," ,I,0726, ","","","    669.1"," ,I","","","",""
"IN005010600","1904","23.067","72.633","55.0","AHMADABAD, IN","        30","I","        16","I","         3","I","","","","","","","","","","","","","  50.0"," ,I,0707, ","","","    244.4"," ,I","","","",""
"IN005010600","1905","23.067","72.633","55.0","AHMADABAD, IN","        29","I","        17","I","         7","I","","","","","","","","","","","",""," 362.5"," ,I,0723, ","","","   1074.9"," ,I","","","",""
"IN005010600","1906","23.067","72.633","55.0","AHMADABAD, IN","        72","I","        40","I","         8","I","","","","","","","","","","","",""," 223.3"," ,I,0725, ","","","    964.4"," ,I","","","",""
"IN005010600","1907","23.067","72.633","55.0","AHMADABAD, IN","        55","I","        38","I","         8","I","","","","","","","","","","","",""," 127.0"," ,I,0817, ","","","    846.9"," ,I","","","",""
"IN005010600","1908","23.067","72.633","55.0","AHMADABAD, IN","        66","I","        48","I","        12","I","","","","","","","","","","","","","  53.8"," ,I,0804, ","","","    821.0"," ,I","","","",""
"IN005010600","1909","23.067","72.633","55.0","AHMADABAD, IN","        68","I","        41","I","        10","I","","","","","","","","","","","","","  85.3"," ,I,0628, ","","","    770.8"," ,I","","","",""
"IN005010600","1910","23.067","72.633","55.0","AHMADABAD, IN","        55","I","        37","I","         7","I","","","","","","","","","","","","","  85.1"," ,I,0706, ","","","    646.7"," ,I","","","",""
"IN005010600","1911","23.067","72.633","55.0","AHMADABAD, IN","        27","I","        17","I","         4","I","","","","","","","","","","","","","  39.6"," ,I,0708, ","","","    249.8"," ,I","","","",""
"IN005010600","1912","23.067","72.633","55.0","AHMADABAD, IN","        53","I","        43","I","        11","I","","","","","","","","","","","",""," 145.0"," ,I,0726, ","","","    983.7"," ,I","","","",""
"IN005010600","1913","23.067","72.633","55.0","AHMADABAD, IN","        64","I","        49","I","        11","I","","","","","","","","","","","","","  99.8"," ,I,0903, ","","","    910.8"," ,I","","","",""
"IN005010600","1914","23.067","72.633","55.0","AHMADABAD, IN","        65","I","        45","I","        13","I","","","","","","","","","","","",""," 173.2"," ,I,0726, ","","","   1033.2"," ,I","","","",""
"IN005010600","1915","23.067","72.633","55.0","AHMADABAD, IN","        36","I","        20","I","         3","I","","","","","","","","","","","","","  69.9"," ,I,0717, ","","","    307.2"," ,I","","","",""
"IN005010600","1916","23.067","72.633","55.0","AHMADABAD, IN","        57","I","        36","I","         7","I","","","","","","","","","","","","","  79.8"," ,I,0723, ","","","    641.2"," ,I","","","",""
"IN005010600","1917","23.067","72.633","55.0","AHMADABAD, IN","        90","I","        61","I","        16","I","","","","","","","","","","","",""," 129.5"," ,I,0704, ","","","   1252.6"," ,I","","","",""
"IN005010600","1918","23.067","72.633","55.0","AHMADABAD, IN","        26","I","        15","I","         2","I","","","","","","","","","","","","","  43.4"," ,I,0830, ","","","    214.3"," ,I","","","",""
"IN005010600","1919","23.067","72.633","55.0","AHMADABAD, IN","        66","I","        47","I","         9","I","","","","","","","","","","","","","  76.2"," ,I,0824, ","","","    743.3"," ,I","","","",""
"IN005010600","1920","23.067","72.633","55.0","AHMADABAD, IN","        44","I","        33","I","         7","I","","","","","","","","","","","","","  99.1"," ,I,0712, ","","","    619.6"," ,I","","","",""
"IN005010600","1921","23.067","72.633","55.0","AHMADABAD, IN","        55","I","        45","I","        11","I","","","","","","","","","","","",""," 135.9"," ,I,0903, ","","","   1035.2"," ,I","","","",""
"IN005010600","1922","23.067","72.633","55.0","AHMADABAD, IN","        51","I","        40","I","         9","I","","","","","","","","","","","",""," 170.2"," ,I,0729, ","","","    957.1"," ,I","","","",""
"IN005010600","1923","23.067","72.633","55.0","AHMADABAD, IN","        48","I","        30","I","         4","I","","","","","","","","","","","","","  45.2"," ,I,0803, ","","","    358.8"," ,I","","","",""
"IN005010600","1924","23.067","72.633","55.0","AHMADABAD, IN","        54","I","        33","I","         7","I","","","","","","","","","","","",""," 126.0"," ,I,0728, ","","","    657.8"," ,I","","","",""
"IN005010600","1925","23.067","72.633","55.0","AHMADABAD, IN","        44","I","        33","I","         4","I","","","","","","","","","","","",""," 196.9"," ,I,0714, ","","","    582.8"," ,I","","","",""
"IN005010600","1926","23.067","72.633","55.0","AHMADABAD, IN","        75","I","        59","I","        17","I","","","","","","","","","","","",""," 191.8"," ,I,0715, ","","","   1260.5"," ,I","","","",""
"IN005010600","1927","23.067","72.633","55.0","AHMADABAD, IN","        67","I","        47","I","        13","I","","","","","","","","","","","",""," 414.8"," ,I,0727, ","","","   1997.5"," ,I","","","",""
"IN005010600","1928","23.067","72.633","55.0","AHMADABAD, IN","        52","I","        44","I","        14","I","","","","","","","","","","","","","  66.0"," ,I,0704, ","","","    888.8"," ,I","","","",""
"IN005010600","1929","23.067","72.633","55.0","AHMADABAD, IN","        54","I","        42","I","         4","I","","","","","","","","","","","","","  70.6"," ,I,0713, ","","","    628.3"," ,I","","","",""
"IN005010600","1930","23.067","72.633","55.0","AHMADABAD, IN","        68","I","        45","I","         8","I","","","","","","","","","","","",""," 103.4"," ,I,0704, ","","","    699.6"," ,I","","","",""
