"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA00611HBEC","1969","44.5667","-80.4833","213.0","THORNBURY SLAMA, ON CA","","","","","       116","C","        83","C","         3","C","        24","C","","","","","","","","","","","","","   127"," ,C,0107, ","  72.1"," ,C,0816, ","","","","","","","","","","","","","","","","","","","","","","","    4374.9","9","    4374.9","C","    850.5"," ,C","     1618"," ,C","","","","","",""
"CA00611HBEC","1970","44.5667","-80.4833","213.0","THORNBURY SLAMA, ON CA","    195.2","","     195.2","C","","","","","","","","","        16","C","       155","C","        85","C","       102","C","         0","C","  -24.4","C,0204, ","","","","","   31.7","C,0815, ","0.0","C,1017","-5.6","C,1108","-5.6","C,1108","-7.2","C,1123","-12.8","C,1207","0.0","C,0528","-2.8","C,0419","-4.4","C,0413","-7.2","C,0412","-11.1","C,0401","","","","","    872.0"," ,C","     3231"," ,C","      6.46","C","     10.81","C","      2.12","C"
"CA00611HBEC","1971","44.5667","-80.4833","213.0","THORNBURY SLAMA, ON CA","    165.7","","     165.7","C","","","","","","","","","        11","C","       146","C","        73","C","        87","C","         1","C","  -22.8","C,0202, ","","","","","   32.2","C,0630, ","-0.6","C,1105","-5.0","C,1107","-5.0","C,1107","-10.0","C,1109","-10.0","C,1109","0.0","C,0501","-2.8","C,0424","-4.4","C,0415","-8.3","C,0406","-8.9","C,0331","    4537.1","1","    4537.1","C","","","","","      6.85","C","     11.26","C","      2.43","C"
"CA00611HBEC","1972","44.5667","-80.4833","213.0","THORNBURY SLAMA, ON CA","    110.0","","     110.0","C","       127","C","        87","C","         3","C","        36","C","        11","C","       167","C","        82","C","        81","C","         0","C","  -24.4","C,0116, ","   193"," ,C,0115, ","  28.4"," ,C,0622, ","   31.7","C,0712, ","-1.7","C,1010","-2.2","C,1018","-4.4","C,1019","-6.7","C,1117","-11.7","C,1204","-2.2","C,0507","-2.2","C,0507","-6.7","C,0409","-6.7","C,0409","-11.1","C,0408","    4444.6","6","    4444.6","C","    818.8"," ,C","     2381"," ,C","      5.44","C","      9.54","C","      1.33","C"
"CA00611HBEC","1973","44.5667","-80.4833","213.0","THORNBURY SLAMA, ON CA","    268.4","","     268.4","C","       133","C","        87","C","         5","C","        23","C","        12","C","       134","C","        61","C","       107","C","         3","C","  -26.1","C,0211, ","   188"," ,C,1109, ","  38.9"," ,C,0801, ","   33.3","C,0904, ","-2.2","C,1105","-2.2","C,1105","-4.4","C,1109","-7.2","C,1209","-10.0","C,1214","-1.7","C,0519","-2.2","C,0518","-5.6","C,0414","-6.7","C,0320","-12.2","C,0228","    4332.3","3","    4332.3","C","    832.8"," ,C","     1825"," ,C","      7.76","C","     11.94","C","      3.58","C"
"CA00611HBEC","1974","44.5667","-80.4833","213.0","THORNBURY SLAMA, ON CA","    151.3","","     151.3","C","       128","C","        90","C","         6","C","        24","C","         6","C","       154","C","        71","C","        87","C","         1","C","  -23.3","C,0208, ","   152"," ,C,0107, ","  63.8"," ,C,0802, ","   32.2","C,0709, ","-0.6","C,1013","-2.2","C,1018","-6.7","C,1125","-6.7","C,1125","-10.0","C,1130","-1.1","C,0508","-3.3","C,0502","-5.6","C,0420","-7.2","C,0408","-10.6","C,0329","    4333.7","7","    4333.7","C","    934.6"," ,C","     2009"," ,C","      6.54","C","     10.77","C","      2.31","C"
"CA00611HBEC","1975","44.5667","-80.4833","213.0","THORNBURY SLAMA, ON CA","    212.6","","     212.6","C","       137","C","        86","C","         2","C","        32","C","         8","C","       149","C","        87","C","        94","C","         2","C","  -22.8","C,0120, ","   168"," ,C,0125, ","  37.3"," ,C,0720, ","   32.2","C,0717,+","-1.1","C,1030","-5.0","C,1031","-5.0","C,1031","-7.2","C,1126","-8.9","C,1203","-1.1","C,0428","-3.3","C,0422","-4.4","C,0414","-6.7","C,0412","-9.4","C,0411","    4268.1","1","    4268.1","C","    748.1"," ,C","     2440"," ,C","      7.36","C","     11.61","C","      3.10","C"
"CA00611HBEC","1976","44.5667","-80.4833","213.0","THORNBURY SLAMA, ON CA","    165.5","","     165.5","C","","","","","","","","","        15","C","       157","C","        79","C","        89","C","         1","C","  -27.8","C,0123, ","","","","","   32.2","C,0615, ","0.0","C,1011","-2.8","C,1027","-7.8","C,1108","-7.8","C,1108","-8.9","C,1109","0.0","C,0504","-4.4","C,0412","-4.4","C,0412","-7.2","C,0411","-13.3","C,0322","    4196.4","4","    4196.4","C","","","","","      6.13","C","     10.57","C","      1.69","C"
"CA00611HBEC","1977","44.5667","-80.4833","213.0","THORNBURY SLAMA, ON CA","    158.0","","     158.0","C","       142","C","        91","C","         1","C","        26","C","        15","C","       145","C","        83","C","        86","C","         3","C","  -30.6","C,0118, ","   160"," ,C,1209, ","  32.0"," ,C,0816, ","   35.0","C,0720, ","-1.0","C,1014","-3.5","C,1113","-4.5","C,1114","-10.0","C,1126","-10.0","C,1126","-1.1","C,0504","-2.2","C,0428","-7.2","C,0409","-7.2","C,0409","-11.1","C,0408","    4698.2","2","    4698.2","C","    842.8"," ,C","     1967"," ,C","      6.59","C","     10.87","C","      2.30","C"
"CA00611HBEC","1978","44.5667","-80.4833","213.0","THORNBURY SLAMA, ON CA","    163.1","","     163.1","C","       134","C","        85","C","         2","C","        25","C","        12","C","       165","C","        90","C","        86","C","         1","C","  -29.5","C,0204, ","   132"," ,C,0102, ","  36.2"," ,C,0802, ","   33.0","C,0707, ","0.0","C,1008","-4.5","C,1017","-4.5","C,1017","-7.0","C,1121","-9.0","C,1126","-2.5","C,0504","-2.5","C,0504","-4.5","C,0423","-14.0","C,0325","-14.0","C,0325","    4729.5","5","    4729.5","C","    755.7"," ,C","     1749"," ,C","      5.83","C","     10.06","C","      1.59","C"
