"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GLM00004390","1978","60.0331","-43.1167","26.0","IKERASASSUAQ, GL","       197","S","       145","S","        39","S","","","","","","","","","","","","","  71.1"," ,S,1210, ","","","","","","","","","","","","","","","","","","","","","   2777.7"," ,S","","","",""
"GLM00004390","1979","60.0331","-43.1167","26.0","IKERASASSUAQ, GL","       141","S","        86","S","        21","S","","","","","","","","","","","",""," 104.9"," ,S,1219, ","","","","","","","","","","","","","","","","","","","","","   1809.9"," ,S","","","",""
"GLM00004390","1999","60.0331","-43.1167","26.0","IKERASASSUAQ, GL","","","","","","","         0","S","       202","S","","","","","","","  -12.1","S,0131, ","","","","","0.0","S,0904","-3.3","S,1029","-6.3","S,1101","-6.8","S,1102","-1.4","S,0712","-2.4","S,0520","-5.3","S,0519","-7.8","S,0325","-9.4","S,0227","","","","","     -1.72","S"
"GLM00004390","2006","60.0331","-43.1167","26.0","IKERASASSUAQ, GL","","","","","","","","","","","        79","S","         0","S","         0","S","","","","","   17.4","S,0805, ","","","","","","","","","","","","","","","","","","","","","      4.39","S","",""
"GLM00004390","2011","60.0331","-43.1167","26.0","IKERASASSUAQ, GL","       188","S","       108","S","        22","S","","","","","","","","","","","","","  63.5"," ,S,0918, ","","","","","","","","","","","","","","","","","","","","","   1709.1"," ,S","","","",""
"GLM00004390","2017","60.0331","-43.1167","26.0","IKERASASSUAQ, GL","       233","S","       132","S","        31","S","","","","","","","","","","","","","  97.3"," ,S,0102, ","","","","","","","","","","","","","","","","","","","","","   2479.5"," ,S","","","",""
