"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN012020100","1901","20.7","77.033","282.0","AKOLA, IN","        82","I","        47","I","         6","I","","","","","","","","","","","","","  90.9"," ,I,0819, ","","","    678.5"," ,I","","","",""
"IN012020100","1902","20.7","77.033","282.0","AKOLA, IN","        77","I","        39","I","         9","I","","","","","","","","","","","","","  56.1"," ,I,0717, ","","","    697.9"," ,I","","","",""
"IN012020100","1903","20.7","77.033","282.0","AKOLA, IN","        80","I","        46","I","        10","I","","","","","","","","","","","","","  69.3"," ,I,0731, ","","","    780.1"," ,I","","","",""
"IN012020100","1904","20.7","77.033","282.0","AKOLA, IN","        59","I","        36","I","         7","I","","","","","","","","","","","",""," 131.6"," ,I,0703, ","","","    660.4"," ,I","","","",""
"IN012020100","1905","20.7","77.033","282.0","AKOLA, IN","        55","I","        31","I","         6","I","","","","","","","","","","","","","  77.0"," ,I,0702, ","","","    488.1"," ,I","","","",""
"IN012020100","1906","20.7","77.033","282.0","AKOLA, IN","        67","I","        48","I","        14","I","","","","","","","","","","","",""," 154.4"," ,I,0720, ","","","    942.6"," ,I","","","",""
"IN012020100","1907","20.7","77.033","282.0","AKOLA, IN","        68","I","        42","I","         6","I","","","","","","","","","","","","","  61.2"," ,I,0727, ","","","    574.2"," ,I","","","",""
"IN012020100","1908","20.7","77.033","282.0","AKOLA, IN","        73","I","        50","I","        12","I","","","","","","","","","","","","","  64.5"," ,I,0629, ","","","    872.5"," ,I","","","",""
"IN012020100","1909","20.7","77.033","282.0","AKOLA, IN","        85","I","        42","I","         9","I","","","","","","","","","","","","","  84.8"," ,I,0802, ","","","    796.1"," ,I","","","",""
"IN012020100","1910","20.7","77.033","282.0","AKOLA, IN","        83","I","        53","I","        10","I","","","","","","","","","","","","","  80.3"," ,I,0801, ","","","    908.0"," ,I","","","",""
"IN012020100","1911","20.7","77.033","282.0","AKOLA, IN","        60","I","        35","I","         6","I","","","","","","","","","","","","","  76.5"," ,I,0709, ","","","    571.2"," ,I","","","",""
"IN012020100","1912","20.7","77.033","282.0","AKOLA, IN","        56","I","        34","I","         5","I","","","","","","","","","","","","","  61.0"," ,I,0629, ","","","    511.2"," ,I","","","",""
"IN012020100","1913","20.7","77.033","282.0","AKOLA, IN","        67","I","        38","I","         7","I","","","","","","","","","","","","","  77.7"," ,I,0902, ","","","    698.0"," ,I","","","",""
"IN012020100","1914","20.7","77.033","282.0","AKOLA, IN","        82","I","        45","I","         6","I","","","","","","","","","","","","","  98.6"," ,I,0627, ","","","    733.3"," ,I","","","",""
