"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00305120","1949","42.05","-74.81667","463.9","MARY SMITH, NY US","       130","0","        91","0","         8","0","","","","","","","","","  44.5"," ,0,0106, ","   1031.8"," ,0","",""
"USC00305120","1950","42.05","-74.81667","463.9","MARY SMITH, NY US","       168","0","       127","0","        11","0","","","","","","","","","  74.2"," ,0,1126, ","   1359.8"," ,0","",""
"USC00305120","1951","42.05","-74.81667","463.9","MARY SMITH, NY US","       145","0","       105","0","        15","0","","","","","","","","","  87.4"," ,0,0720, ","   1412.6"," ,0","",""
"USC00305120","1952","42.05","-74.81667","463.9","MARY SMITH, NY US","       136","0","        81","0","         8","0","","","","","","","",""," 109.7"," ,0,0710, ","   1228.7"," ,0","",""
"USC00305120","1953","42.05","-74.81667","463.9","MARY SMITH, NY US","       142","0","        95","0","         8","0","","","","","","","","","  76.2"," ,0,0907, ","   1215.6"," ,0","",""
"USC00305120","1954","42.05","-74.81667","463.9","MARY SMITH, NY US","       149","0","        96","0","         7","0","","","","","         1"," ","","","  45.7"," ,0,0417, ","   1159.3"," ,0","",""
"USC00305120","1955","42.05","-74.81667","463.9","MARY SMITH, NY US","       158","0","        90","0","         9","0","","","","","","","","","  85.9"," ,0,0819, ","   1176.2"," ,0","",""
"USC00305120","1956","42.05","-74.81667","463.9","MARY SMITH, NY US","       176","0","       114","0","         6","0","","","","","","","","","  40.1"," ,0,1215, ","   1126.8"," ,0","",""
"USC00305120","1957","42.05","-74.81667","463.9","MARY SMITH, NY US","       142","0","        82","0","         9","0","","","","","","","","","  70.6"," ,0,1221, ","    996.2"," ,0","",""
"USC00305120","1958","42.05","-74.81667","463.9","MARY SMITH, NY US","       159","0","       109","0","         7","0","","","","","","","","","  49.3"," ,0,1026, ","   1199.4"," ,0","",""
"USC00305120","1959","42.05","-74.81667","463.9","MARY SMITH, NY US","       153","0","       100","0","        12","0","","","        95"," ","         3"," ","","","  75.9"," ,0,1128, ","   1299.0"," ,0","",""
"USC00305120","1960","42.05","-74.81667","463.9","MARY SMITH, NY US","       144","0","        85","0","        13","0","        30","0","       247"," ","         2"," ","   254"," ,0,0219, ","  67.6"," ,0,0920, ","   1212.0"," ,0","     2247"," ,0"
"USC00305120","1961","42.05","-74.81667","463.9","MARY SMITH, NY US","       133","0","        82","0","         6","0","        37","0","       237"," ","         2"," ","   305"," ,0,0204, ","  47.2"," ,0,0622, ","   1014.2"," ,0","     2335"," ,0"
"USC00305120","1962","42.05","-74.81667","463.9","MARY SMITH, NY US","       124","0","        81","0","        10","0","        29","0","       266"," ","         2"," ","   152"," ,0,0224,+","  54.6"," ,0,0624, ","    965.5"," ,0","     1831"," ,0"
"USC00305120","1963","42.05","-74.81667","463.9","MARY SMITH, NY US","       122","0","        82","0","         5","0","        33","0","       191"," ","         8"," ","   229"," ,0,0302, ","  43.7"," ,0,0807, ","    986.5"," ,0","     2373"," ,0"
"USC00305120","1964","42.05","-74.81667","463.9","MARY SMITH, NY US","       112","0","        77","0","         3","0","        28","0","","","        28"," ","   533"," ,0,0114, ","  37.6"," ,0,1228, ","    836.7"," ,0","     2019"," ,0"
"USC00305120","1965","42.05","-74.81667","463.9","MARY SMITH, NY US","       141","0","        84","0","         5","0","        29","0","","","        30"," ","   203"," ,0,0124, ","  45.7"," ,0,0925, ","    896.4"," ,0","     1952"," ,0"
"USC00305120","1966","42.05","-74.81667","463.9","MARY SMITH, NY US","       138","0","        85","0","         6","0","        37","0","","","        16"," ","   457"," ,0,1225, ","  73.4"," ,0,0610, ","    997.4"," ,0","     2975"," ,0"
"USC00305120","1967","42.05","-74.81667","463.9","MARY SMITH, NY US","       172","0","        99","0","        10","0","        35","0","","","        24"," ","   305"," ,0,0307, ","  55.9"," ,0,0618, ","   1177.4"," ,0","     2347"," ,0"
"USC00305120","1968","42.05","-74.81667","463.9","MARY SMITH, NY US","       146","0","        96","0","         6","0","        30","0","","","        11"," ","   203"," ,0,1113, ","  58.7"," ,0,0626, ","   1100.6"," ,0","     1468"," ,0"
"USC00305120","1969","42.05","-74.81667","463.9","MARY SMITH, NY US","       153","0","        90","0","        14","0","        31","0","","","         9"," ","   305"," ,0,1223, ","  56.6"," ,0,1106, ","   1164.5"," ,0","     2539"," ,0"
"USC00305120","1970","42.05","-74.81667","463.9","MARY SMITH, NY US","       152","0","        98","0","        10","0","        27","0","","","        22"," ","   152"," ,0,0330, ","  53.1"," ,0,1023, ","   1131.2"," ,0","     1570"," ,0"
"USC00305120","1971","42.05","-74.81667","463.9","MARY SMITH, NY US","       136","0","        86","0","         9","0","        37","0","","","        14"," ","   381"," ,0,0304, ","  63.0"," ,0,0828, ","   1093.7"," ,0","     3237"," ,0"
"USC00305120","1972","42.05","-74.81667","463.9","MARY SMITH, NY US","       177","0","       106","0","         9","0","        38","0","","","        20"," ","   254"," ,0,0220, ","  58.7"," ,0,0828, ","   1285.3"," ,0","     2585"," ,0"
"USC00305120","1973","42.05","-74.81667","463.9","MARY SMITH, NY US","       141","0","        98","0","        10","0","        17","0","","","        19"," ","   203"," ,0,1217, ","  76.5"," ,0,1221, ","   1229.4"," ,0","     1176"," ,0"
"USC00305120","1974","42.05","-74.81667","463.9","MARY SMITH, NY US","       146","0","       105","0","        12","0","        27","0","","","         9"," ","   203"," ,0,0409, ","  40.6"," ,0,0513, ","   1232.0"," ,0","     2033"," ,0"
"USC00305120","1975","42.05","-74.81667","463.9","MARY SMITH, NY US","       173","0","       113","0","        17","0","        36","0","","","        23"," ","   152"," ,0,1221,+","  54.9"," ,0,1018, ","   1440.9"," ,0","     2185"," ,0"
"USC00305120","1976","42.05","-74.81667","463.9","MARY SMITH, NY US","       161","0","       102","0","        11","0","        34","0","","","        16"," ","   203"," ,0,0202, ","  67.3"," ,0,1009, ","   1376.6"," ,0","     2301"," ,0"
