"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES"
"AYW00068701","1966","-80.01667","-178.41667","101.2","BROCKTON STATION, AY","        26"," ","         9"," "
"AYW00068701","1967","-80.01667","-178.41667","101.2","BROCKTON STATION, AY","        12"," ","         9"," "
"AYW00068701","1968","-80.01667","-178.41667","101.2","BROCKTON STATION, AY","        11"," ","         4"," "
"AYW00068701","1969","-80.01667","-178.41667","101.2","BROCKTON STATION, AY","         8"," ","         6"," "
