"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TDM00078962","1983","11.15","-60.833","6.0","CROWN POINT AIRPORT TOBAGO, TD","   2826.9","","    2826.9","S","","","","","","","         0","S","         0","S","         0","S","       341","S","        28","S","   19.0","S,0205,+","","","   33.0","S,0509,+","","","","","","","     26.70","S","     30.81","S","     22.58","S"
"TDM00078962","1984","11.15","-60.833","6.0","CROWN POINT AIRPORT TOBAGO, TD","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0","S","","","","","","","",""
"TDM00078962","1987","11.15","-60.833","6.0","CROWN POINT AIRPORT TOBAGO, TD","   3178.8","","    3178.8","S","","","","","","","         0","S","         0","S","         0","S","       353","S","        68","S","   20.0","S,0215,+","","","   33.4","S,0601, ","","","","","","","     27.53","S","     31.46","S","     23.60","S"
"TDM00078962","1988","11.15","-60.833","6.0","CROWN POINT AIRPORT TOBAGO, TD","   3114.3","","    3114.3","S","","","","","","","         0","S","         0","S","         0","S","       346","S","        61","S","   19.4","S,0229,+","","","   33.5","S,1027, ","       0.0","0","       0.0","S","","","     27.47","S","     31.37","S","     23.57","S"
"TDM00078962","1991","11.15","-60.833","6.0","CROWN POINT AIRPORT TOBAGO, TD","   3109.3","","    3109.3","S","","","","","","","         0","S","         0","S","         0","S","       359","S","        30","S","   20.0","S,1219,+","","","   33.8","S,0913, ","","","","","","","     27.03","S","     30.98","S","     23.08","S"
"TDM00078962","1992","11.15","-60.833","6.0","CROWN POINT AIRPORT TOBAGO, TD","   3119.2","","    3119.2","S","       165","S","       103","S","        34","S","         0","S","         0","S","         0","S","       362","S","        26","S","   19.0","S,0202,+"," 388.9"," ,S,0716, ","   33.0","S,0429,+","       0.0","0","       0.0","S","   3919.6"," ,S","     27.09","S","     30.93","S","     23.25","S"
"TDM00078962","1994","11.15","-60.833","6.0","CROWN POINT AIRPORT TOBAGO, TD","   3155.8","","    3155.8","S","       149","S","        80","S","        11","S","         0","S","         0","S","         0","S","       360","S","        20","S","   20.5","S,0216,+","  67.1"," ,S,1125, ","   33.3","S,0513, ","","","","","   1053.7"," ,S","     27.48","S","     31.11","S","     23.85","S"
"TDM00078962","1995","11.15","-60.833","6.0","CROWN POINT AIRPORT TOBAGO, TD","   3389.3","","    3389.3","S","       136","S","        76","S","        10","S","         0","S","         0","S","         0","S","       361","S","        78","S","   20.3","S,0111,+"," 102.1"," ,S,0804, ","   35.0","S,0416, ","       0.0","0","       0.0","S","   1085.3"," ,S","     27.91","S","     31.47","S","     24.36","S"
"TDM00078962","1996","11.15","-60.833","6.0","CROWN POINT AIRPORT TOBAGO, TD","   3137.3","","    3137.3","S","","","","","","","         0","S","         0","S","         0","S","       346","S","        38","S","   18.7","S,0430, ","","","   33.4","S,0502,+","       0.0","0","       0.0","S","","","     27.52","S","     31.22","S","     23.81","S"
