"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IR000408570","2006","28.95","50.85","8.0","BUSHEHR, IR","   2733.2","","    2733.2","G","","","","","","","         0","G","         0","G","         0","G","       283","G","       152","G","    6.0","G,0119, ","","","   41.0","G,0720, ","","","     25.13","G","     28.69","G","     21.57","G"
"IR000408570","2011","28.95","50.85","8.0","BUSHEHR, IR","","","","","        29","S","        17","S","         0","S","","","","","         0","S","       275","S","       159","S","","","  22.6"," ,S,0128, ","   43.0","S,0729, ","    204.9"," ,S","","","     28.97","S","",""
"IR000408570","2012","28.95","50.85","8.0","BUSHEHR, IR","","","","","        29","S","        19","S","         1","S","","","","","         0","S","       282","S","       171","S","","","  39.9"," ,S,1121, ","   45.6","S,0805, ","    223.7"," ,S","","","     29.51","S","",""
"IR000408570","2013","28.95","50.85","8.0","BUSHEHR, IR","","","","","        24","S","        13","S","         2","S","","","","","         0","S","       311","S","       136","S","","","  61.7"," ,S,1120, ","   41.0","S,0920, ","    175.6"," ,S","","","     28.91","S","",""
"IR000408570","2014","28.95","50.85","8.0","BUSHEHR, IR","","","","","","","","","","","","","","","         0","S","       304","S","       176","S","","","","","   42.8","S,0627, ","","","","","     30.14","S","",""
"IR000408570","2015","28.95","50.85","8.0","BUSHEHR, IR","","","","","        24","S","         9","S","         4","S","","","","","         0","S","       323","S","       181","S","","","  41.9"," ,S,1031, ","   43.9","S,0618, ","    191.4"," ,S","","","     30.66","S","",""
"IR000408570","2016","28.95","50.85","8.0","BUSHEHR, IR","","","","","        24","S","         7","S","         2","S","","","","","         0","S","       315","S","       156","S","","","  87.9"," ,S,0110, ","   43.0","S,0818, ","    160.4"," ,S","","","     30.21","S","",""
"IR000408570","2017","28.95","50.85","8.0","BUSHEHR, IR","","","","","        22","S","         8","S","         1","S","","","","","         0","S","       314","S","       194","S","","","  74.4"," ,S,1122, ","   45.0","S,0718, ","    171.9"," ,S","","","     30.91","S","",""
