"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003027","1999","35.003027","-105.662781","2158.0","CLINES CORNERS, NM US","       6.4","W","    120.0","","     120.0","W","        63","W","        28","W","         0","W","         0","W","       156","W","         8","W","       143","W","         2","W","","","","","  -12.8","W,1222,+","  21.1"," ,W,0802, ","   32.8","W,0701,+","0.0","W,0928","-3.3","W,0929","-5.6","W,1030","-7.2","W,1122","-10.6","W,1123","-3.3","W,0506","-3.3","W,0506","-5.0","W,0417","-6.7","W,0416","-10.0","W,0313","    3116.4","4","    3116.4","W","    222.7"," ,W","      9.92","W","     17.27","W","      2.58","W","       270","W","       280","W","      23.7","W","      27.3","W"
"USW00003027","2000","35.003027","-105.662781","2158.0","CLINES CORNERS, NM US","","","    250.3","","     250.3","W","        81","W","        36","W","         1","W","         0","W","       153","W","        14","W","       158","W","         6","W","","","","","  -15.0","W,0104, ","  34.0"," ,W,0727, ","   32.8","W,0724,+","-2.8","W,0925","-2.8","W,0925","-5.0","W,1102","-10.0","W,1107","-10.0","W,1107","0.0","W,0519","-3.9","W,0408","-5.0","W,0403","-7.8","W,0402","-8.9","W,0401","    2972.6","6","    2972.6","W","    376.1"," ,W","     10.17","W","     17.36","W","      2.98","W","","","       300","W","","","      27.7","W"
"USW00003027","2001","35.003027","-105.662781","2158.0","CLINES CORNERS, NM US","       6.1","W","    191.3","","     191.3","W","        79","W","        33","W","         1","W","         0","W","       151","W","        27","W","       165","W","         0","W","","","","","  -16.7","W,0131, ","  29.5"," ,W,1114, ","   31.7","W,0723,+","-1.7","W,1006","-2.8","W,1011","-5.0","W,1109","-8.3","W,1126","-11.1","W,1127","0.0","W,0522","-4.4","W,0423","-4.4","W,0423","-7.8","W,0316","-9.4","W,0228","    3552.8","8","    3552.8","W","    290.4"," ,W","      9.74","W","     16.95","W","      2.53","W","       230","W","       230","W","      25.9","W","      30.0","W"
"USW00003027","2002","35.003027","-105.662781","2158.0","CLINES CORNERS, NM US","       6.2","W","    245.7","","     245.7","W","        72","W","        26","W","         0","W","         1","W","       158","W","        16","W","       159","W","        14","W","","","","","  -17.8","W,0302, ","  23.9"," ,W,1026, ","   33.3","W,0701,+","-0.6","W,1014","-2.2","W,1029","-6.7","W,1112","-6.7","W,1112","-10.0","W,1126","-0.6","W,0513","-4.4","W,0421","-4.4","W,0421","-7.8","W,0403","-10.0","W,0322","    3143.7","7","    3143.7","W","    260.9"," ,W","      9.84","W","     17.34","W","      2.34","W","       280","W","       280","W","      23.2","W","      27.3","W"
"USW00003027","2003","35.003027","-105.662781","2158.0","CLINES CORNERS, NM US","       6.4","W","    267.0","","     267.0","W","        71","W","        27","W","         0","W","         0","W","       155","W","         8","W","       164","W","        20","W","","","","","  -15.0","W,1229, ","  19.8"," ,W,0910, ","   35.0","W,0713, ","-4.4","W,1025","-4.4","W,1025","-4.4","W,1025","-6.7","W,1026","-11.1","W,1123","-1.1","W,0511","-2.8","W,0423","-7.2","W,0408","-7.2","W,0408","-8.9","W,0329","    3272.8","8","    3272.8","W","    261.0"," ,W","     10.64","W","     18.23","W","      3.05","W","       250","W","       250","W","      24.6","W","      32.2","W"
"USW00003027","2004","35.003027","-105.662781","2158.0","CLINES CORNERS, NM US","       6.1","W","    137.5","","     137.5","W","        92","W","        42","W","         2","W","         3","W","       143","W","        21","W","       140","W","         4","W","","","","","  -21.7","W,1224, ","  49.8"," ,W,0711, ","   32.2","W,0709,+","-3.3","W,1013","-3.3","W,1013","-4.4","W,1030","-6.7","W,1102","-15.0","W,1129","-0.6","W,0501","-3.9","W,0424","-5.6","W,0301","-8.3","W,0226","-8.9","W,0225","    3095.9","9","    3095.9","W","    436.7"," ,W","      9.31","W","     16.07","W","      2.55","W","       300","W","       310","W","      21.5","W","      26.4","W"
"USW00003027","2005","35.003027","-105.662781","2158.0","CLINES CORNERS, NM US","       6.1","B","    365.3","","     365.3","B","        89","B","        43","B","         0","B","         1","B","       135","B","         8","B","       154","B","        22","B","","","","","  -18.3","B,1208, ","  22.6"," ,B,0928, ","   33.9","B,0717, ","0.0","B,1024","-5.0","B,1115","-5.0","B,1115","-6.7","B,1116","-11.1","B,1205","-0.6","W,0503","-2.8","W,0412","-5.6","W,0411","-8.3","W,0401","-8.9","W,0326","    3393.5","5","    3393.5","B","    341.6"," ,B","     11.39","B","     18.56","B","      4.21","B","","","","","","","",""
"USW00003027","2006","35.003027","-105.662781","2158.0","CLINES CORNERS, NM US","       6.3","W","    251.6","","     251.6","W","        84","W","        39","W","         3","W","         0","W","       132","W","        10","W","       164","W","        18","W","        71"," ","        21"," ","  -16.0","W,1130, ","  32.0"," ,W,1009, ","   34.4","W,0717,+","-0.5","W,0918","-3.8","W,1019","-4.9","W,1102","-8.2","W,1115","-11.6","W,1129","0.0","W,0425","-3.2","W,0324","-4.9","W,0323","-9.3","W,0314","-9.3","W,0314","    2381.1","1","    2381.1","W","    460.6"," ,W","     11.23","W","     18.65","W","      3.80","W","       300","W","       290","W","      22.8","W","      28.6","W"
"USW00003027","2007","35.003027","-105.662781","2158.0","CLINES CORNERS, NM US","       6.0","W","    253.8","","     253.8","W","        92","W","        38","W","         3","W","         1","W","       143","W","        34","W","       157","W","        14","W","        82"," ","        45"," ","  -19.9","W,0115, ","  37.6"," ,W,0502, ","   33.9","W,0821, ","-0.5","W,1008","-5.5","W,1022","-5.5","W,1022","-8.2","W,1122","-12.7","W,1124","-0.5","W,0507","-2.7","W,0422","-6.6","W,0407","-9.9","W,0304","-9.9","W,0304","    3525.1","1","    3525.1","W","    369.9"," ,W","      9.83","W","     16.98","W","      2.68","W","       280","W","       280","W","      24.1","W","      30.0","W"
"USW00003027","2008","35.003027","-105.662781","2158.0","CLINES CORNERS, NM US","       6.4","W","    201.7","","     201.7","W","        80","W","        41","W","         2","W","         0","W","       158","W","        10","W","       155","W","         5","W","        94"," ","        42"," ","  -17.7","W,0117, ","  73.7"," ,W,0807, ","   33.3","W,0619,+","-4.9","W,1022","-4.9","W,1022","-4.9","W,1022","-7.1","W,1106","-10.5","W,1121","-0.5","W,0511","-4.9","W,0503","-4.9","W,0503","-7.1","W,0412","-14.3","W,0307","    3077.5","5","    3077.5","W","    405.3"," ,W","     10.21","W","     17.67","W","      2.75","W","       220","W","       200","W","      24.1","W","      30.0","W"
