"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000GMCR","2004","32.0097","-82.9","76.2","MCRAE GEORGIA, GA US","   1404.7","","    1404.7","U","         0","U","        39","U","         0","U","       266","U","       110","U","   -6.1","U,1216,+","   38.3","U,0801,+","-1.1","U,1116","-5.0","U,1215","-5.0","U,1215","","","-1.1","U,0323","-2.2","U,0229","-5.6","U,0129","","","","","    1150.7","7","    1150.7","U","     19.08","U","     26.00","U","     12.17","U"
"USR0000GMCR","2005","32.0097","-82.9","76.2","MCRAE GEORGIA, GA US","   1371.5","","    1371.5","U","         0","U","        32","U","         0","U","       259","U","       102","U","   -9.4","U,0124, ","   38.9","U,0821, ","-1.1","U,1118","-2.2","U,1119","-4.4","U,1222","","","0.0","U,0319","-2.8","U,0302","-9.4","U,0124","-9.4","U,0124","-9.4","U,0124","    1087.4","4","    1087.4","U","     18.95","U","     25.60","U","     12.29","U"
"USR0000GMCR","2006","32.0097","-82.9","76.2","MCRAE GEORGIA, GA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     994.0","0","     994.0","U","","","","","",""
"USR0000GMCR","2007","32.0097","-82.9","76.2","MCRAE GEORGIA, GA US","   1359.9","","    1359.9","U","         0","U","        32","U","         0","U","       280","U","       114","U","   -6.7","U,0217, ","   40.0","U,0811, ","-1.1","U,1107","-3.3","U,1108","","","","","-0.6","U,0409","-2.2","U,0408","-6.7","U,0217","-6.7","U,0217","","","","","","","     19.20","U","     26.46","U","     11.95","U"
"USR0000GMCR","2008","32.0097","-82.9","76.2","MCRAE GEORGIA, GA US","   1256.4","","    1256.4","U","         0","U","        55","U","         0","U","       264","U","        95","U","   -8.3","U,0104, ","   39.4","U,0806,+","-0.6","U,1029","-3.3","U,1118","-5.6","U,1119","-7.8","U,1122","-0.6","U,0416","-2.2","U,0309","-5.6","U,0121","-8.3","U,0104","","","    1078.8","8","    1078.8","U","     18.44","U","     25.52","U","     11.37","U"
"USR0000GMCR","2009","32.0097","-82.9","76.2","MCRAE GEORGIA, GA US","   1273.3","","    1273.3","U","         0","U","        40","U","         0","U","       262","U","        81","U","   -9.4","U,0205, ","   37.2","U,0701, ","-1.7","U,1206","-2.2","U,1221","","","","","-0.6","U,0408","-4.4","U,0304","-4.4","U,0304","-6.7","U,0206","-9.4","U,0205","    1205.8","8","    1205.8","U","     18.51","U","     24.99","U","     12.03","U"
"USR0000GMCR","2011","32.0097","-82.9","76.2","MCRAE GEORGIA, GA US","   1448.4","","    1448.4","U","         0","U","        39","U","         0","U","       276","U","       129","U","   -8.3","U,0114, ","   39.4","U,0615,+","-0.6","U,1030","-4.4","U,1112","-4.4","U,1112","","","-1.1","U,0312","-3.3","U,0213","-5.0","U,0124","-6.7","U,0123","","","    1285.1","1","    1285.1","U","     19.18","U","     26.72","U","     11.64","U"
"USR0000GMCR","2012","32.0097","-82.9","76.2","MCRAE GEORGIA, GA US","   1387.7","","    1387.7","U","         0","U","        29","U","         0","U","       285","U","        85","U","   -8.3","U,0213, ","   40.6","U,0630, ","-1.1","U,1109","-3.9","U,1125","-4.4","U,1223","","","-8.3","U,0213","-8.3","U,0213","-8.3","U,0213","-8.3","U,0213","","","     856.9","9","     856.9","U","     19.65","U","     26.63","U","     12.68","U"
"USR0000GMCR","2013","32.0097","-82.9","76.2","MCRAE GEORGIA, GA US","   1195.7","","    1195.7","U","         0","U","        39","U","         0","U","       255","U","        73","U","   -6.1","U,0202, ","   36.7","U,0812, ","-2.8","U,1113","-2.8","U,1113","","","","","-1.1","U,0328","-2.2","U,0307","-4.4","U,0218","","","","","    1129.8","8","    1129.8","U","     18.55","U","     25.09","U","     12.01","U"
"USR0000GMCR","2014","32.0097","-82.9","76.2","MCRAE GEORGIA, GA US","   1280.6","","    1280.6","U","         0","U","        47","U","         2","U","       254","U","       109","U","   -9.4","U,0107, ","   37.2","U,0823,+","0.0","U,1102","-2.2","U,1103","-5.0","U,1118","-8.3","U,1119","-0.6","U,0327","-3.9","U,0228","-5.0","U,0130","-7.2","U,0125","-8.9","U,0108","    1222.7","7","    1222.7","U","     18.26","U","     25.19","U","     11.33","U"
"USR0000GMCR","2015","32.0097","-82.9","76.2","MCRAE GEORGIA, GA US","   1467.1","","    1467.1","U","         0","U","        34","U","         0","U","       277","U","        97","U","   -7.8","U,0220, ","   38.3","U,0617,+","0.0","U,1114","-2.2","U,1219","","","","","-1.7","U,0329","-2.2","U,0221","-7.8","U,0220","-7.8","U,0220","","","    1171.1","1","    1171.1","U","     19.81","U","     26.20","U","     13.43","U"
"USR0000GMCR","2016","32.0097","-82.9","76.2","MCRAE GEORGIA, GA US","   1471.0","","    1471.0","U","         0","U","        32","U","         0","U","       281","U","       116","U","   -6.7","U,0119, ","   38.3","U,0731,+","0.0","U,1111","-2.8","U,1121","","","","","-1.1","U,0228","-2.2","U,0227","-5.0","U,0120","-6.7","U,0119","","","     844.2","2","     844.2","U","     19.71","U","     26.78","U","     12.64","U"
"USR0000GMCR","2017","32.0097","-82.9","76.2","MCRAE GEORGIA, GA US","   1452.9","","    1452.9","U","         0","U","        21","U","         0","U","       298","U","       100","U","   -5.0","U,0316,+","   37.2","U,0820,+","-1.7","U,1120","-2.2","U,1210","","","","","-1.1","U,0317","-5.0","U,0316","-5.0","U,0316","","","","","     691.7","7","     691.7","U","     20.12","U","     26.90","U","     13.34","U"
"USR0000GMCR","2018","32.0097","-82.9","76.2","MCRAE GEORGIA, GA US","   1527.6","","    1527.6","U","         0","U","        35","U","         0","U","       259","U","       113","U","   -7.2","U,0118,+","   36.7","U,0625,+","0.0","U,1116","-2.2","U,1206","","","","","-2.2","U,0315","-2.2","U,0315","-5.6","U,0119","-7.2","U,0118","","","    1027.4","4","    1027.4","U","     19.66","U","     25.90","U","     13.41","U"
