"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BLM00085207","2012","-16.367","-60.95","413.0","SAN IGNACIO VELASCO, BL","","","","","         0","S","       330","S","       117","S","","","   38.3","S,1030, ","     30.66","S","",""
"BLM00085207","2019","-16.367","-60.95","413.0","SAN IGNACIO VELASCO, BL","         0"," ","         0","S","","","","","","","    5.0","S,0805, ","","","","","     18.96","S"
