"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00205258","2006","44.6447","-83.9375","276.5","MCKINLEY, MI US","","","","","","","","","","","","","","","         2"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205258","2007","44.6447","-83.9375","276.5","MCKINLEY, MI US","    211.9","","     211.9","0","        25","0","       180","0","        72","0","       132","0","        14","0","         6"," ","","","  -27.2","0,0307,+","   36.1","0,0802, ","-1.7","0,0916","-2.8","0,1013","-6.1","0,1102","-7.2","0,1119","-12.8","0,1128","-0.6","0,0607","-2.8","0,0518","-8.3","0,0415","-8.3","0,0415","-10.0","0,0411","      6.44","0","     13.56","0","     -0.68","0"
