"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FMC00914482","1968","6.84556","158.30639","9.1","METALANIM, FM FM","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","   4645.9"," ,0","        0"," ,0","","","","","",""
"FMC00914482","1970","6.84556","158.30639","9.1","METALANIM, FM FM","   2986.4","","    2986.4","0","       273","0","       215","0","        66","0","        0","","         0","0","         0","0","         0","0","         0","0","       357","0","        39","0","","","   16.1","0,1211, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 111.8"," ,0,1004, ","   36.1","0,1103, ","","","","","   4821.4"," ,0","        0"," ,0","     26.84","0","     30.02","0","     23.66","0"
"FMC00914482","1971","6.84556","158.30639","9.1","METALANIM, FM FM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0","0","","","","","","","","","",""
"FMC00914482","1972","6.84556","158.30639","9.1","METALANIM, FM FM","","","","","       232","0","       169","0","        71","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 114.3"," ,0,0531, ","","","","","","","   4564.0"," ,0","        0"," ,0","","","","","",""
"FMC00914482","1977","6.84556","158.30639","9.1","METALANIM, FM FM","   3277.9","","    3277.9","0","       225","0","       153","0","        46","0","        0","","         0","0","         0","0","         0","0","         0","0","       363","0","        15","0","         6"," ","   21.1","0,1223,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 170.2"," ,0,1018, ","   35.6","0,0517, ","","","","","   3567.1"," ,0","        0"," ,0","     27.39","0","     30.12","0","     24.67","0"
"FMC00914482","1978","6.84556","158.30639","9.1","METALANIM, FM FM","   3125.8","","    3125.8","0","       287","0","       205","0","        44","0","        0","","         0","0","         0","0","         0","0","         0","0","       357","0","        11","0","         5"," ","   21.1","0,0925,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 129.5"," ,0,0126, ","   33.3","0,1015, ","       0.0","0","       0.0","0","   3624.5"," ,0","        0"," ,0","     27.09","0","     30.34","0","     23.84","0"
"FMC00914482","1980","6.84556","158.30639","9.1","METALANIM, FM FM","   3058.3","","    3058.3","0","       288","0","       214","0","        49","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","        36","0","","","   19.4","0,0509,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 163.6"," ,0,0608, ","   32.2","0,1021,+","       0.0","0","       0.0","0","   4567.0"," ,0","        0"," ,0","     26.69","0","     30.53","0","     22.84","0"
"FMC00914482","1981","6.84556","158.30639","9.1","METALANIM, FM FM","   3112.2","","    3112.2","0","       262","0","       215","0","        55","0","        0","","         0","0","         0","0","         0","0","         0","0","       354","0","        42","0","","","   21.1","0,0927,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 107.7"," ,0,1222, ","   32.8","0,1109,+","       0.0","0","       0.0","0","   4230.1"," ,0","        0"," ,0","     27.14","0","     30.52","0","     23.76","0"
"FMC00914482","1982","6.84556","158.30639","9.1","METALANIM, FM FM","   3095.7","","    3095.7","0","       301","0","       195","0","        58","0","        0","","         0","0","         0","0","         0","0","         0","0","       360","0","         9","0","","","   18.3","0,1119, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 161.8"," ,0,0826, ","   32.2","0,1103,+","       0.0","0","       0.0","0","   4527.9"," ,0","        0"," ,0","     26.94","0","     30.39","0","     23.49","0"
"FMC00914482","1983","6.84556","158.30639","9.1","METALANIM, FM FM","","","","","       253","0","       150","0","        30","0","        0","","         0","0","","","","","","","","","","","         2"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 110.0"," ,0,1112, ","","","       0.0","0","       0.0","0","   2777.1"," ,0","        0"," ,0","","","","","",""
"FMC00914482","1986","6.84556","158.30639","9.1","METALANIM, FM FM","   3106.7","","    3106.7","0","       300","0","       212","0","        48","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        38","0","","","   20.6","0,1224,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 134.6"," ,0,0723, ","   33.3","0,1030,+","       0.0","0","       0.0","0","   3909.8"," ,0","        0"," ,0","     26.87","0","     30.54","0","     23.21","0"
"FMC00914482","1987","6.84556","158.30639","9.1","METALANIM, FM FM","   3164.5","","    3164.5","0","       254","0","       183","0","        52","0","        0","","         0","0","         0","0","         0","0","         0","0","       362","0","        14","0","","","   20.0","0,0403, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 129.5"," ,0,0407, ","   32.8","0,0913,+","       0.0","0","       0.0","0","   4056.6"," ,0","        0"," ,0","     27.09","0","     30.37","0","     23.82","0"
"FMC00914482","1993","6.84556","158.30639","9.1","METALANIM, FM FM","   3083.1","","    3083.1","0","","","","","","","        0","","         0","0","         0","0","         0","0","         0","0","       359","0","        15","0","","","   18.3","0,1114, ","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   32.8","0,1026,+","       0.0","0","       0.0","0","   5241.3"," ,0","        0"," ,0","     26.92","0","     29.94","0","     23.91","0"
"FMC00914482","1996","6.84556","158.30639","9.1","METALANIM, FM FM","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","   4875.7"," ,0","        0"," ,0","","","","","",""
"FMC00914482","1998","6.84556","158.30639","9.1","METALANIM, FM FM","","","","","       254","0","       183","0","        50","0","","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","  81.3"," ,0,1125, ","","","","","","","   3180.6"," ,0","        0"," ,0","","","","","",""
"FMC00914482","1999","6.84556","158.30639","9.1","METALANIM, FM FM","   2637.9","","    2637.9","0","       317","0","       236","0","        66","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        14","0","","","   15.6","0,1018,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 102.6"," ,0,0810, ","   37.2","0,1226, ","","","","","   4454.2"," ,0","        0"," ,0","     25.56","0","     30.37","0","     20.74","0"
"FMC00914482","2000","6.84556","158.30639","9.1","METALANIM, FM FM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0","0","","","","","","","","","",""
"FMC00914482","2002","6.84556","158.30639","9.1","METALANIM, FM FM","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","        0"," ,0","","","","","",""
