"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00273177","1901","43.45","-71.66667","118.9","FRANKLIN, NH US","    263.6","","     263.6","6","       121","6","        86","6","         8","6","","","        12","6","       168","6","        67","6","       112","6","         5","6","","","","","  -25.0","6,0120, ","","","  64.3"," ,6,1014, ","   36.1","6,0628, ","-0.6","6,0926","-3.3","6,1026","-5.6","6,1029","-6.7","6,1111","-9.4","6,1121","-1.1","6,0506","-2.2","6,0418","-7.2","6,0330","-7.2","6,0330","-8.9","6,0317","","","","","   1167.0"," ,6","","","      7.31","6","     12.42","6","      2.20","6"
"USC00273177","1902","43.45","-71.66667","118.9","FRANKLIN, NH US","    100.6","","     100.6","6","       141","6","        93","6","        16","6","","","        10","6","       153","6","        64","6","        84","6","         0","6","","","","","  -25.6","6,1209, ","","","  57.2"," ,6,1028, ","   30.6","6,0714, ","-0.6","6,1010","-2.2","6,1015","-4.4","6,1018","-10.6","6,1205","-10.6","6,1205","-0.6","6,0512","-3.3","6,0510","-4.4","6,0408","-7.8","6,0319","-11.1","6,0307","    4197.9","9","    4197.9","6","   1275.9"," ,6","","","      6.97","6","     12.22","6","      1.72","6"
"USC00273177","1903","43.45","-71.66667","118.9","FRANKLIN, NH US","     94.7","","      94.7","6","       124","6","        83","6","         7","6","","","        13","6","       162","6","        56","6","        98","6","         2","6","","","","","  -27.2","6,0220, ","","","  63.0"," ,6,0621, ","   32.2","6,0710,+","-2.2","6,0930","-2.2","6,0930","-5.0","6,1022","-7.8","6,1119","-10.6","6,1120","-1.1","6,0503","-4.4","6,0502","-4.4","6,0502","-6.7","6,0406","-8.9","6,0307","    4123.7","7","    4123.7","6","   1082.2"," ,6","","","      6.74","6","     12.20","6","      1.27","6"
"USC00273177","1904","43.45","-71.66667","118.9","FRANKLIN, NH US","    180.9","","     180.9","6","       121","6","        74","6","         7","6","","","        33","6","       190","6","        86","6","       123","6","         5","6","","","","","  -30.6","6,0104, ","","","  66.8"," ,6,0820, ","   36.1","6,0719, ","-2.8","6,0922","-2.8","6,0922","-5.0","6,0923","-7.2","6,1028","-9.4","6,1109","0.0","6,0503","-4.4","6,0423","-4.4","6,0423","-7.2","6,0417","-8.9","6,0330","    4647.2","2","    4647.2","6","    919.2"," ,6","","","      5.76","6","     12.05","6","     -0.53","6"
"USC00273177","1905","43.45","-71.66667","118.9","FRANKLIN, NH US","    185.6","","     185.6","6","        94","6","        66","6","         9","6","","","        24","6","       177","6","        57","6","       124","6","        13","6","","","","","  -29.4","6,0115, ","","","  70.1"," ,6,0903, ","   35.0","6,0618, ","0.0","6,0915","-3.3","6,1007","-5.0","6,1023","-8.3","6,1026","-13.3","6,1114","-1.1","6,0505","-4.4","6,0424","-4.4","6,0424","-6.7","6,0409","-10.6","6,0323","    4693.0","0","    4693.0","6","    955.8"," ,6","","","      6.70","6","     13.64","6","     -0.25","6"
"USC00273177","1906","43.45","-71.66667","118.9","FRANKLIN, NH US","    265.5","","     265.5","6","       112","6","        73","6","         9","6","","","        22","6","       177","6","        54","6","       134","6","        14","6","","","","","  -24.4","6,1219,+","","","  48.5"," ,6,0617, ","   35.6","6,0819, ","-2.2","6,0925","-2.2","6,0925","-5.6","6,1013","-6.7","6,1105","-9.4","6,1115","-0.6","6,0522","-2.2","6,0521","-5.0","6,0409","-9.4","6,0407","-9.4","6,0407","    4200.5","5","    4200.5","6","    986.7"," ,6","","","      7.42","6","     14.10","6","      0.74","6"
"USC00273177","1908","43.45","-71.66667","118.9","FRANKLIN, NH US","    290.1","","     290.1","6","       110","6","        67","6","         6","6","","","        14","6","       168","6","        53","6","       147","6","        19","6","","","","","  -27.2","6,0205, ","","","  43.2"," ,6,1207, ","   36.7","6,0712,+","0.0","6,0920","-2.2","6,1006","-5.6","6,1013","-6.7","6,1021","-9.4","6,1116","-1.7","6,0423","-8.9","6,0421","-8.9","6,0421","-8.9","6,0421","-8.9","6,0421","    4159.3","3","    4159.3","6","    793.2"," ,6","","","      8.01","6","     14.90","6","      1.12","6"
"USC00273177","1909","43.45","-71.66667","118.9","FRANKLIN, NH US","    169.8","","     169.8","6","       115","6","        73","6","        11","6","","","        13","6","       162","6","        50","6","       127","6","        11","6","","","","","  -26.7","6,0204, ","","","  42.7"," ,6,0606, ","   34.4","6,0808,+","-0.6","6,0920","-3.3","6,1018","-5.6","6,1021","-7.8","6,1107","-8.9","6,1110","-0.6","6,0526","-3.3","6,0429","-4.4","6,0427","-7.2","6,0412","-8.9","6,0322","    3962.3","3","    3962.3","6","    916.6"," ,6","","","      7.48","6","     13.73","6","      1.23","6"
"USC00273177","1910","43.45","-71.66667","118.9","FRANKLIN, NH US","    196.8","","     196.8","6","       131","6","        75","6","         5","6","","","        18","6","       159","6","        43","6","       126","6","        11","6","","","","","  -26.1","6,0225, ","","","  50.5"," ,6,0816, ","   36.7","6,0710, ","0.0","6,1008","-2.8","6,1022","-5.0","6,1029","-7.8","6,1031","-10.0","6,1121","0.0","6,0605","-3.3","6,0506","-4.4","6,0417","-10.6","6,0319","-10.6","6,0319","    3921.1","1","    3921.1","6","    902.4"," ,6","","","      7.85","6","     14.26","6","      1.45","6"
"USC00273177","1911","43.45","-71.66667","118.9","FRANKLIN, NH US","","","","","       120","6","        80","6","         3","6","","","","","","","","","","","","","","","","","","","","","  57.2"," ,6,0829, ","","","","","","","","","","","","","","","","","","","","","","","    4136.4","4","    4136.4","6","    908.5"," ,6","","","","","","","",""
"USC00273177","1912","43.45","-71.66667","118.9","FRANKLIN, NH US","    206.3","","     206.3","6","       127","6","        87","6","         5","6","","","        22","6","       172","6","        53","6","       130","6","        11","6","","","","","  -30.0","6,0126, ","","","  37.3"," ,6,0313, ","   37.8","6,0710,+","-1.1","6,1003","-2.2","6,1009","-4.4","6,1017","-10.0","6,1104","-10.0","6,1104","0.0","6,0608","-2.8","6,0426","-6.1","6,0409","-7.2","6,0404","-19.4","6,0326","","","","","   1004.9"," ,6","","","      7.33","6","     13.87","6","      0.79","6"
"USC00273177","1913","43.45","-71.66667","118.9","FRANKLIN, NH US","    200.6","","     200.6","6","       125","6","        76","6","         8","6","","","         9","6","       147","6","        37","6","       128","6","        13","6","","","","","  -23.3","6,0308,+","","","  69.9"," ,6,0706, ","   38.9","6,0701, ","-2.2","6,0915","-2.2","6,0915","-7.8","6,1101","-7.8","6,1101","-10.6","6,1212","-0.6","6,0515","-2.8","6,0512","-4.4","6,0418","-7.2","6,0410","-10.6","6,0318","    3799.4","4","    3799.4","6","   1012.2"," ,6","","","      8.58","6","     15.17","6","      2.00","6"
