"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"TI000038847","1958","38.1","69.317","660.0","DANGARA, TI","        67","I","        46","I","         3","I","","","","","","","  44.4"," ,I,0328, ","","","    474.3"," ,I","",""
"TI000038847","1959","38.1","69.317","660.0","DANGARA, TI","        63","I","        46","I","         2","I","","","","","","","  28.9"," ,I,1127, ","","","    501.9"," ,I","",""
"TI000038847","1960","38.1","69.317","660.0","DANGARA, TI","        61","I","        47","I","         2","I","","","","","","","  40.9"," ,I,0504, ","","","    564.5"," ,I","",""
"TI000038847","1961","38.1","69.317","660.0","DANGARA, TI","        60","I","        44","I","         5","I","","","","","","","  40.1"," ,I,1216, ","","","    480.9"," ,I","",""
"TI000038847","1963","38.1","69.317","660.0","DANGARA, TI","        62","I","        46","I","         6","I","","","","","","","  33.5"," ,I,0513, ","","","    598.7"," ,I","",""
"TI000038847","1965","38.1","69.317","660.0","DANGARA, TI","        66","I","        41","I","         1","I","","","","","","","  40.0"," ,I,0521, ","","","    464.2"," ,I","",""
"TI000038847","1967","38.1","69.317","660.0","DANGARA, TI","        81","I","        55","I","         5","I","","","","","","","  38.0"," ,I,0504, ","","","    694.8"," ,I","",""
"TI000038847","1968","38.1","69.317","660.0","DANGARA, TI","        96","I","        57","I","         5","I","","","","","","","  41.7"," ,I,1206, ","","","    664.4"," ,I","",""
"TI000038847","1971","38.1","69.317","660.0","DANGARA, TI","        55","I","        24","I","         5","I","","","","","","","  39.8"," ,I,0225, ","","","    374.5"," ,I","",""
"TI000038847","1973","38.1","69.317","660.0","DANGARA, TI","        72","I","        45","I","         5","I","","","","","","","  32.7"," ,I,0331, ","","","    533.4"," ,I","",""
"TI000038847","1975","38.1","69.317","660.0","DANGARA, TI","        79","I","        52","I","         2","I","","","","","","","  35.4"," ,I,1225, ","","","    566.3"," ,I","",""
"TI000038847","1976","38.1","69.317","660.0","DANGARA, TI","        95","I","        54","I","         8","I","","","","","","","  44.6"," ,I,0410, ","","","    757.4"," ,I","",""
"TI000038847","1977","38.1","69.317","660.0","DANGARA, TI","        85","I","        53","I","         3","I","","","","","","","  46.5"," ,I,0315, ","","","    521.0"," ,I","",""
"TI000038847","1978","38.1","69.317","660.0","DANGARA, TI","        72","I","        44","I","         3","I","","","","","","","  74.7"," ,I,0524, ","","","    593.5"," ,I","",""
"TI000038847","1979","38.1","69.317","660.0","DANGARA, TI","        71","I","        45","I","         4","I","","","","","","","  37.2"," ,I,0418, ","","","    544.9"," ,I","",""
"TI000038847","1980","38.1","69.317","660.0","DANGARA, TI","        72","I","        48","I","         4","I","","","","","","","  32.5"," ,I,0304, ","","","    511.8"," ,I","",""
"TI000038847","1981","38.1","69.317","660.0","DANGARA, TI","        82","I","        47","I","         5","I","","","","","","","  46.4"," ,I,0212, ","","","    692.9"," ,I","",""
"TI000038847","1982","38.1","69.317","660.0","DANGARA, TI","        80","I","        52","I","         2","I","","","","","","","  35.9"," ,I,0130, ","","","    588.2"," ,I","",""
"TI000038847","1983","38.1","69.317","660.0","DANGARA, TI","        69","I","        43","I","         4","I","","","","","","","  40.8"," ,I,0429, ","","","    536.2"," ,I","",""
"TI000038847","1985","38.1","69.317","660.0","DANGARA, TI","        66","I","        45","I","         5","I","","","","","","","  49.7"," ,I,0405, ","","","    550.9"," ,I","",""
"TI000038847","1986","38.1","69.317","660.0","DANGARA, TI","        72","I","        47","I","         6","I","","","","","","","  73.6"," ,I,0517, ","","","    597.4"," ,I","",""
"TI000038847","1988","38.1","69.317","660.0","DANGARA, TI","        70","I","        42","I","         3","I","","","","","","","  27.5"," ,I,0120, ","","","    518.4"," ,I","",""
"TI000038847","1989","38.1","69.317","660.0","DANGARA, TI","        77","I","        48","I","         5","I","","","","","","","  49.7"," ,I,0510, ","","","    606.4"," ,I","",""
"TI000038847","1990","38.1","69.317","660.0","DANGARA, TI","        88","I","        46","I","         1","I","","","","","","","  32.8"," ,I,0126, ","","","    498.1"," ,I","",""
"TI000038847","2016","38.1","69.317","660.0","DANGARA, TI","","","","","","","         7","S","       216","S","       126","S","","","   43.5","S,0726, ","","","     25.31","S"
"TI000038847","2017","38.1","69.317","660.0","DANGARA, TI","","","","","","","         5","S","       199","S","       114","S","","","   43.3","S,0708, ","","","     24.62","S"
"TI000038847","2018","38.1","69.317","660.0","DANGARA, TI","","","","","","","         3","S","       196","S","       107","S","","","   44.5","S,0723, ","","","     24.49","S"
"TI000038847","2019","38.1","69.317","660.0","DANGARA, TI","","","","","","","         0","S","       211","S","       110","S","","","   43.7","S,0721, ","","","     24.63","S"
"TI000038847","2020","38.1","69.317","660.0","DANGARA, TI","","","","","","","         2","S","       215","S","       111","S","","","   41.7","S,0622, ","","","     23.23","S"
