"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00457919","1933","46.26667","-122.15","987.9","SPIRIT LAKE RANGER STATION, WA US","      4.7","","       4.7","6","","","","","","","","","         3","6","       179","6","        40","6","        37","6","         1","6","","","","","  -22.2","6,0209, ","","","","","   32.2","6,0815, ","0.0","6,0923","-2.2","6,1015","-4.4","6,1129","-7.2","6,1215","","","-1.1","6,0728","-2.8","6,0628","-5.6","6,0412","-7.8","6,0409","-8.9","6,0322","","","","","","","","","      4.48","6","      8.77","6","      0.19","6"
"USC00457919","1934","46.26667","-122.15","987.9","SPIRIT LAKE RANGER STATION, WA US","     19.7","","      19.7","6","","","","","","","","","         0","6","       108","6","         7","6","        72","6","         1","6","","","","","   -4.4","6,1230, ","","","","","   32.2","6,0826, ","-0.6","6,0926","-2.2","6,1201","-4.4","6,1230","","","","","-0.6","6,0520","-3.3","6,0506","","","","","","","    3961.4","4","    3961.4","6","","","","","      7.73","6","     12.39","6","      3.06","6"
"USC00457919","1935","46.26667","-122.15","987.9","SPIRIT LAKE RANGER STATION, WA US","     35.0","","      35.0","6","       116","6","       115","6","        25","6","","","         2","6","       202","6","        27","6","        56","6","         2","6","","","","","  -20.0","6,0120, ","","","  58.4"," ,6,0306, ","   35.6","6,0714, ","-0.6","6,1016","-2.2","6,1023","-4.4","6,1029","-8.9","6,1030","-8.9","6,1030","-0.6","6,0603","-2.2","6,0524","-5.0","6,0417","-10.6","6,0402","-10.6","6,0402","    4518.5","5","    4518.5","6","   1831.6"," ,6","","","      5.36","6","     10.16","6","      0.56","6"
"USC00457919","1936","46.26667","-122.15","987.9","SPIRIT LAKE RANGER STATION, WA US","     14.1","","      14.1","6","","","","","","","","","         0","6","       168","6","        27","6","        68","6","         0","6","","","","","  -14.4","6,0330,+","","","","","   31.1","6,0804,+","-0.6","6,0915","-2.2","6,1101","-6.7","6,1102","-6.7","6,1102","","","0.0","6,0523","-2.2","6,0412","-10.0","6,0404","-10.0","6,0404","-10.0","6,0404","    4675.3","3","    4675.3","6","","","","","      6.05","6","     10.87","6","      1.22","6"
"USC00457919","1938","46.26667","-122.15","987.9","SPIRIT LAKE RANGER STATION, WA US","","","","","","","","","","","","","         0","6","       186","6","","","","","","","","","","","   -8.9","6,1111, ","","","","","","","-0.6","6,1014","-2.2","6,1016","-8.9","6,1111","-8.9","6,1111","-8.9","6,1111","0.0","6,0610","-3.9","6,0420","-4.4","6,0401","-6.7","6,0329","","","","","","","","","","","","","","","      1.42","6"
"USC00457919","1939","46.26667","-122.15","987.9","SPIRIT LAKE RANGER STATION, WA US","","","","","","","","","","","","","         0","6","       166","6","","","","","","","","","","","  -15.6","6,0309, ","","","","","","","0.0","6,1003","-2.8","6,1025","-5.0","6,1222","-7.2","6,1223","","","-0.6","6,0604","-2.2","6,0420","-5.0","6,0329","-11.1","6,0310","-11.1","6,0310","    4629.3","3","    4629.3","6","","","","","","","","","      1.33","6"
"USC00457919","1940","46.26667","-122.15","987.9","SPIRIT LAKE RANGER STATION, WA US","     13.3","","      13.3","6","","","","","","","","","         0","6","       159","6","        17","6","        64","6","         1","6","","","","","   -9.4","6,0111, ","","","","","   32.2","6,0624, ","0.0","6,1025","-2.2","6,1109","-5.0","6,1110","-6.7","6,1122","","","-0.6","6,0527","-2.2","6,0526","-4.4","6,0312","-8.9","6,0125","-8.9","6,0125","","","","","","","","","      6.87","6","     11.34","6","      2.40","6"
"USC00457919","1942","46.26667","-122.15","987.9","SPIRIT LAKE RANGER STATION, WA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4607.4","4","    4607.4"," ","","","","","","","","","",""
"USC00457919","1943","46.26667","-122.15","987.9","SPIRIT LAKE RANGER STATION, WA US","      1.4","","       1.4","6","       168","6","       118","6","        17","6","        41","6","         0","6","       193","6","        33","6","        39","6","         0","6","","","","","  -14.4","6,0117, ","   305"," ,6,0120, "," 157.5"," ,6,1024, ","   28.3","6,0720, ","-1.1","6,1012","-2.2","6,1031","-5.0","6,1209","","","","","0.0","6,0610","-2.2","6,0422","-12.8","6,0320","-12.8","6,0320","-12.8","6,0320","","","","","   1896.6"," ,6","     4067"," ,6","      4.67","6","      8.48","6","      0.87","6"
"USC00457919","1944","46.26667","-122.15","987.9","SPIRIT LAKE RANGER STATION, WA US","     11.9","","      11.9","6","       173","6","       117","6","        16","6","        48","6","         0","6","       181","6","        37","6","        48","6","         0","6","","","","","  -11.1","6,0313, ","   287"," ,6,0326, ","  65.3"," ,6,1108, ","   31.1","6,0726,+","0.0","6,1109","-3.3","6,1113","-6.7","6,1222","-6.7","6,1222","-9.4","6,1225","0.0","6,0604","-2.8","6,0510","-4.4","6,0329","-8.9","6,0327","-8.9","6,0327","    4778.3","3","    4778.3","6","   1660.1"," ,6","     4497"," ,6","      5.28","6","      9.10","6","      1.45","6"
