"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"DAE00100980","2002","55.8331","10.6167","18.0","TRANEBJERG OST 1, DA","","","","","       132","E","        72","E","         3","E","","","","","","","","","","","","","  70.5"," ,E,0710, ","","","","","","","","","","","","","","","","","","","","","","","","","    666.3"," ,E","","","","","",""
"DAE00100980","2004","55.8331","10.6167","18.0","TRANEBJERG OST 1, DA","     33.8","","      33.8","E","       147","E","        79","E","         1","E","         0","E","        51","E","         7","E","        27","E","         0","E","   -7.4","E,0127, ","  26.2"," ,E,1017, ","   26.1","E,0807,+","-0.4","E,1124","","","","","","","-0.2","E,0326","-2.3","E,0305","-6.6","E,0131","-7.3","E,0128","","","","","","","    640.9"," ,E","      9.03","E","     11.62","E","      6.45","E"
"DAE00100980","2005","55.8331","10.6167","18.0","TRANEBJERG OST 1, DA","","","","","       132","E","        52","E","         0","E","","","","","","","","","","","","","  22.5"," ,E,0603, ","","","","","","","","","","","","","","","","","","","","","","","","","    476.5"," ,E","","","","","",""
"DAE00100980","2006","55.8331","10.6167","18.0","TRANEBJERG OST 1, DA","     79.2","","      79.2","E","       149","E","        78","E","         0","E","         0","E","        69","E","        14","E","        59","E","         0","E","   -7.2","E,0306, ","  19.0"," ,E,0818, ","   27.9","E,0705, ","-0.5","E,1102","","","","","","","-0.5","E,0325","-3.1","E,0321","-6.2","E,0315","-7.2","E,0306","","","    3382.5","5","    3382.5","E","    576.8"," ,E","      9.75","E","     12.42","E","      7.08","E"
"DAE00100980","2007","55.8331","10.6167","18.0","TRANEBJERG OST 1, DA","     24.8","","      24.8","E","       153","E","        70","E","         1","E","         0","E","        23","E","         2","E","        30","E","         0","E","   -5.3","E,0123, ","  27.3"," ,E,0221, ","   27.0","E,0610, ","-0.3","E,1128","","","","","","","-0.5","E,0225","-2.9","E,0211","-4.8","E,0126","","","","","    2569.9","9","    2569.9","E","    613.4"," ,E","      9.86","E","     12.46","E","      7.27","E"
"DAE00100980","2008","55.8331","10.6167","18.0","TRANEBJERG OST 1, DA","","","","","       135","E","        59","E","         1","E","","","","","","","","","","","","","  31.0"," ,E,0823, ","","","","","","","","","","","","","","","","","","","","","","","","","    468.2"," ,E","","","","","",""
"DAE00100980","2009","55.8331","10.6167","18.0","TRANEBJERG OST 1, DA","     35.7","","      35.7","E","       142","E","        78","E","         2","E","         0","E","        48","E","         7","E","        42","E","         0","E","   -6.1","E,1220, ","  28.4"," ,E,0611, ","   28.4","E,0704, ","-2.5","E,1217","-2.5","E,1217","-6.1","E,1220","","","-0.2","E,0403","-3.1","E,0325","-5.6","E,0218","","","","","    3245.7","7","    3245.7","E","    558.7"," ,E","      9.22","E","     11.86","E","      6.58","E"
"DAE00100980","2010","55.8331","10.6167","18.0","TRANEBJERG OST 1, DA","     42.0","","      42.0","E","       133","E","        76","E","         2","E","         0","E","       106","E","        58","E","        37","E","         0","E","   -9.1","E,0131, ","  33.4"," ,E,0729, ","   27.1","E,0703, ","-0.8","E,1124","-2.9","E,1130","-5.7","E,1204","-6.8","E,1220","0.0","E,0420","-4.3","E,0309","-5.3","E,0308","-8.3","E,0222","-9.1","E,0131","    3498.8","8","    3498.8","E","    642.9"," ,E","      7.58","E","     10.11","E","      5.05","E"
"DAE00100980","2011","55.8331","10.6167","18.0","TRANEBJERG OST 1, DA","     18.1","","      18.1","E","       136","E","        69","E","         3","E","         0","E","        53","E","        18","E","        37","E","         0","E","   -5.3","E,0128, ","  50.5"," ,E,0608, ","   25.8","E,0729, ","","","","","","","","","-0.2","E,0327","-2.5","E,0307","-5.1","E,0224","","","","","    3450.5","5","    3450.5","E","    643.0"," ,E","      9.39","E","     12.07","E","      6.70","E"
"DAE00100980","2012","55.8331","10.6167","18.0","TRANEBJERG OST 1, DA","     17.5","","      17.5","E","       173","E","        77","E","         1","E","         0","E","        48","E","        18","E","        17","E","         0","E","  -11.9","E,0207, ","  52.3"," ,E,0629, ","   27.4","E,0820, ","-0.9","E,1201","-3.6","E,1202","-4.5","E,1205","","","-0.1","E,0407","-2.2","E,0216","-5.8","E,0211","-11.9","E,0207","-11.9","E,0207","    3259.5","5","    3259.5","E","    611.8"," ,E","      8.73","E","     11.26","E","      6.20","E"
