"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094992","2013","47.745404","-90.345639","185.0","GRAND MARAIS, MN US","       2.6","W","     17.1","","      17.1","W","       148","W","        73","W","         6","W","        35","W","       173","W","        89","W","        36","W","         1","W","  -29.9","W,0122, ","  93.7"," ,W,0718, ","   32.8","W,0821, ","-0.5","W,1022","-3.2","W,1028","-8.2","W,1111","-8.2","W,1111","-9.3","W,1112","0.0","W,0513","-8.2","W,0421","-8.2","W,0421","-8.2","W,0421","-14.3","W,0420","    5074.5","5","    5074.5","W","    852.4"," ,W","      3.26","W","      7.70","W","     -1.18","W","       340","W","       340","W","      17.4","W","      29.5","W"
"USW00094992","2014","47.745404","-90.345639","185.0","GRAND MARAIS, MN US","       3.0","W","      4.2","","       4.2","W","       133","W","        68","W","         4","W","        49","W","       178","W","       108","W","        35","W","         0","W","  -32.1","W,0105, ","  37.6"," ,W,0705, ","   29.4","W,0726,+","0.0","W,1011","-4.9","W,1031","-4.9","W,1031","-8.2","W,1110","-11.0","W,1114","-2.1","W,0517","-2.7","W,0423","-7.7","W,0416","-7.7","W,0416","-9.9","W,0405","    5914.3","3","    5914.3","W","    664.8"," ,W","      2.11","W","      6.58","W","     -2.36","W","       240","W","       340","W","      19.7","W","      26.8","W"
"USW00094992","2015","47.745404","-90.345639","185.0","GRAND MARAIS, MN US","       2.8","W","      9.8","","       9.8","W","       126","W","        64","W","         8","W","        30","W","       159","W","        78","W","        37","W","         0","W","  -29.9","W,0223, ","  37.1"," ,W,0819, ","   27.2","W,0810,+","0.0","W,1014","-4.9","W,1017","-4.9","W,1017","-8.2","W,1121","-9.9","W,1122","-1.0","W,0601","-3.2","W,0424","-8.2","W,0405","-8.2","W,0405","-12.1","W,0328","    5469.6","6","    5469.6","W","    880.9"," ,W","      4.11","W","      8.62","W","     -0.40","W","       220","W","       220","W","      20.1","W","      23.3","W"
"USW00094992","2016","47.745404","-90.345639","185.0","GRAND MARAIS, MN US","       2.9","W","     51.1","","      51.1","W","       146","W","        78","W","         3","W","        25","W","       154","W","        81","W","        52","W","         2","W","  -26.0","W,0213, ","  53.3"," ,W,1128, ","   33.3","W,0722, ","0.0","W,1024","-2.7","W,1118","-6.0","W,1119","-9.3","W,1120","-9.3","W,1120","0.0","W,0517","-2.7","W,0413","-6.6","W,0412","-12.1","W,0409","-12.1","W,0409","    4848.8","8","    4848.8","W","    790.0"," ,W","      5.30","W","      9.38","W","      1.22","W","       230","W","       240","W","      20.1","W","      23.7","W"
"USW00094992","2017","47.745404","-90.345639","185.0","GRAND MARAIS, MN US","       2.8","W","     23.9","","      23.9","W","       155","W","        72","W","         4","W","        20","W","       167","W","        75","W","        35","W","         0","W","  -27.7","W,1226, ","  49.8"," ,W,1003, ","   30.6","W,0801, ","-1.0","W,1025","-4.9","W,1106","-4.9","W,1106","-12.7","W,1109","-12.7","W,1109","0.0","W,0519","-4.9","W,0427","-4.9","W,0427","-11.6","W,0322","-11.6","W,0322","    4722.2","2","    4722.2","W","    792.2"," ,W","      4.51","W","      8.71","W","      0.30","W","       240","W","       240","W","      22.8","W","      29.1","W"
"USW00094992","2018","47.745404","-90.345639","185.0","GRAND MARAIS, MN US","","","","","","","       112","W","        60","W","         3","W","","","","","","","","","","","","","  35.6"," ,W,1227, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    637.0"," ,W","","","","","","","","","","","","","",""
"USW00094992","2019","47.745404","-90.345639","185.0","GRAND MARAIS, MN US","       3.0","W","      4.5","","       4.5","W","       144","W","        65","W","         5","W","        33","W","       177","W","        89","W","        31","W","         0","W","  -32.7","W,0127, ","  29.5"," ,W,0429, ","   28.9","W,0712, ","-1.0","W,1013","-3.8","W,1029","-8.2","W,1105","-8.2","W,1105","-10.5","W,1106","0.0","W,0517","-3.2","W,0428","-6.0","W,0404","-7.7","W,0331","-9.3","W,0325","    5531.7","7","    5531.7","W","    744.9"," ,W","      2.90","W","      7.19","W","     -1.39","W","       210","W","       350","W","      17.4","W","      25.5","W"
"USW00094992","2020","47.745404","-90.345639","185.0","GRAND MARAIS, MN US","       2.8","W","     36.7","","      36.7","W","       121","W","        53","W","         2","W","        18","W","       192","W","        70","W","        55","W","         0","W","  -26.6","W,0214,+","  38.1"," ,W,0721, ","   30.6","W,0824, ","0.0","W,1004","-3.2","W,1017","-4.9","W,1027","-8.2","W,1117","-9.9","W,1130","-2.7","W,0513","-2.7","W,0513","-6.0","W,0421","-8.2","W,0415","-14.3","W,0321","    5196.7","7","    5196.7","W","    571.2"," ,W","      4.60","W","      9.04","W","      0.17","W","       240","W","       350","W","      18.3","W","      31.3","W"
"USW00094992","2021","47.745404","-90.345639","185.0","GRAND MARAIS, MN US","       2.8","W","     68.7","","      68.7","W","       107","W","        50","W","         3","W","        21","W","       169","W","        59","W","        70","W","         3","W","  -28.2","W,0215, ","  85.3"," ,W,1111, ","   35.0","W,0705, ","-1.6","W,1021","-2.7","W,1103","-6.6","W,1121","-8.8","W,1122","-9.9","W,1123","-1.0","W,0529","-3.8","W,0425","-5.5","W,0402","-9.3","W,0401","-9.3","W,0401","    4895.0","0","    4895.0","W","    538.2"," ,W","      5.80","W","     10.34","W","      1.26","W","       230","W","       350","W","      17.4","W","      27.3","W"
"USW00094992","2023","47.745404","-90.345639","185.0","GRAND MARAIS, MN US","       3.1","W","     26.5","","      26.5","W","       126","W","        53","W","         2","W","         9","W","       161","W","        66","W","        37","W","         0","W","  -27.1","W,0203, ","  39.6"," ,W,0905, ","   31.1","W,0803, ","-2.1","W,1028","-4.3","W,1029","-6.0","W,1031","-7.1","W,1101","-11.6","W,1127","-1.0","W,0503","-3.8","W,0426","-7.1","W,0408","-7.1","W,0408","-11.6","W,0330","    5127.9","9","    5127.9","W","    569.6"," ,W","      5.20","W","      9.21","W","      1.19","W","       230","W","       360","W","      19.7","W","      30.4","W"
"USW00094992","2024","47.745404","-90.345639","185.0","GRAND MARAIS, MN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4489.7","7","    4489.7","W","","","","","","","","","","","","","","","",""
