"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"CA002100941","1994","61.9833","-132.45","698.0","ROSS RIVER YTG, YT CA","        11","C","   100"," ,C,0117, ","    221.0"," ,C","      747"," ,C"
"CA002100941","1995","61.9833","-132.45","698.0","ROSS RIVER YTG, YT CA","        10","C","    60"," ,C,1104, ","    231.5"," ,C","      634"," ,C"
"CA002100941","2004","61.9833","-132.45","698.0","ROSS RIVER YTG, YT CA","         7","C","    80"," ,C,0309, ","","","      470"," ,C"
