"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TUM00017220","1951","38.433","27.167","29.0","IZMIR GUZELYALI, TU","","","","","        24","S","        22","S","         4","S","","","","","","","","","","","","","  74.9"," ,S,0102, ","","","","","","","","","","","","","","","","","","","    329.0"," ,S","","","","","",""
"TUM00017220","1952","38.433","27.167","29.0","IZMIR GUZELYALI, TU","","","","","        63","S","        52","S","         4","S","","","","","","","","","","","","","  63.0"," ,S,1111, ","","","","","","","","","","","","","","","","","","","    644.1"," ,S","","","","","",""
"TUM00017220","1953","38.433","27.167","29.0","IZMIR GUZELYALI, TU","","","","","        60","S","        44","S","         5","S","","","","","","","","","","","","","  55.9"," ,S,1231, ","","","","","","","","","","","","","","","","","","","    590.7"," ,S","","","","","",""
"TUM00017220","1954","38.433","27.167","29.0","IZMIR GUZELYALI, TU","","","","","        80","S","        62","S","        10","S","","","","","","","","","","","","","  57.9"," ,S,1214, ","","","","","","","","","","","","","","","","","","","    864.0"," ,S","","","","","",""
"TUM00017220","1955","38.433","27.167","29.0","IZMIR GUZELYALI, TU","","","","","        89","S","        65","S","         6","S","","","","","         0","S","       197","S","        71","S","","","  88.9"," ,S,1117, ","   40.8","S,0729, ","","","","","","","","","","","","","","","","","    897.4"," ,S","","","     23.70","S","",""
"TUM00017220","1956","38.433","27.167","29.0","IZMIR GUZELYALI, TU","    826.5","","     826.5","S","        72","S","        48","S","         4","S","         0","S","        40","S","         0","S","       196","S","        79","S","   -5.9","S,1211, ","  49.0"," ,S,0203, ","   42.4","S,0722, ","-2.0","S,1109","-5.4","S,1210","-5.4","S,1210","-1.5","S,0411","-3.1","S,0312","-5.4","S,0210","","","","","    610.6"," ,S","     15.84","S","     22.80","S","      8.88","S"
"TUM00017220","1957","38.433","27.167","29.0","IZMIR GUZELYALI, TU","    880.4","","     880.4","S","        85","S","        48","S","         6","S","         0","S","        31","S","         0","S","       207","S","        74","S","   -4.2","S,0304,+","  51.1"," ,S,0114, ","   40.8","S,0817, ","-2.6","S,1203","-2.6","S,1203","","","-2.6","S,0307","-2.6","S,0307","","","    1596.9","9","    1596.9","S","    658.4"," ,S","     16.59","S","     23.27","S","      9.91","S"
"TUM00017220","1958","38.433","27.167","29.0","IZMIR GUZELYALI, TU","","","","","        95","S","        64","S","         6","S","","","","","         0","S","       186","S","        71","S","","","  67.1"," ,S,1212, ","   45.2","S,0824, ","","","","","","","","","","","","","","","","","    836.0"," ,S","","","     23.38","S","",""
"TUM00017220","1959","38.433","27.167","29.0","IZMIR GUZELYALI, TU","","","","","        75","S","        48","S","         8","S","","","","","         0","S","       183","S","        64","S","","","  55.1"," ,S,1229, ","   38.0","S,0813,+","","","","","","","","","","","","","","","","","    777.3"," ,S","","","     22.30","S","",""
"TUM00017220","2015","38.433","27.167","29.0","IZMIR GUZELYALI, TU","","","","","        77","S","        50","S","         9","S","","","","","","","","","","","","","  50.8"," ,S,1025, ","","","","","","","","","","","","","","","","","","","    725.3"," ,S","","","","","",""
"TUM00017220","2016","38.433","27.167","29.0","IZMIR GUZELYALI, TU","","","","","        69","S","        37","S","         6","S","","","","","","","","","","","","","  86.1"," ,S,0118, ","","","","","","","","","","","","","","","","","","","    669.3"," ,S","","","","","",""
"TUM00017220","2017","38.433","27.167","29.0","IZMIR GUZELYALI, TU","","","","","        82","S","        49","S","         8","S","","","","","         0","S","       204","S","        68","S","","","  74.9"," ,S,0308, ","   41.3","S,0702, ","","","","","","","","","","","","","","","","","    693.6"," ,S","","","     23.53","S","",""
"TUM00017220","2018","38.433","27.167","29.0","IZMIR GUZELYALI, TU","","","","","        86","S","        46","S","         2","S","","","","","         0","S","       229","S","        68","S","","","  26.9"," ,S,1210, ","   38.7","S,0819, ","","","","","","","","","","","","","","","","","    564.8"," ,S","","","     24.10","S","",""
"TUM00017220","2019","38.433","27.167","29.0","IZMIR GUZELYALI, TU","","","","","        78","S","        48","S","        14","S","","","","","         0","S","       222","S","        67","S","","","  57.7"," ,S,0112, ","   38.8","S,0810,+","","","","","","","","","","","","","","","","","    886.8"," ,S","","","     23.92","S","",""
"TUM00017220","2020","38.433","27.167","29.0","IZMIR GUZELYALI, TU","","","","","        67","S","        43","S","         7","S","","","","","         0","S","       212","S","        89","S","","","  61.7"," ,S,1213, ","   39.2","S,0802, ","","","","","","","","","","","","","","","","","    641.2"," ,S","","","     24.03","S","",""
"TUM00017220","2022","38.433","27.167","29.0","IZMIR GUZELYALI, TU","","","","","","","","","","","","","","","         0","S","       220","S","        74","S","","","","","   39.0","S,0724, ","","","","","","","","","","","","","","","","","","","","","     23.73","S","",""
