"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"KSW00043207","1950","35.18333","128.93333","4.3","WEST PUSAN, KS","        26"," ","         1"," "
"KSW00043207","1951","35.18333","128.93333","4.3","WEST PUSAN, KS","       118"," ","         3"," "
"KSW00043207","1952","35.18333","128.93333","4.3","WEST PUSAN, KS","        25"," ","",""
"KSW00043207","1953","35.18333","128.93333","4.3","WEST PUSAN, KS","        39"," ","         1"," "
