"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN012070800","1950","19.117","72.85","14.0","BOMBAY SANTACRUZ, IN","        92","I","        66","I","        23","I","","","","","","","","","","","",""," 154.9"," ,I,0708, ","","","   1814.1"," ,I","","","","","",""
"IN012070800","1951","19.117","72.85","14.0","BOMBAY SANTACRUZ, IN","       100","I","        66","I","        25","I","","","","","","","","","","","",""," 129.5"," ,I,0725, ","","","   1868.1"," ,I","","","","","",""
"IN012070800","1952","19.117","72.85","14.0","BOMBAY SANTACRUZ, IN","       100","I","        66","I","        17","I","","","","","","","","","","","",""," 308.6"," ,I,0717, ","","","   2406.2"," ,I","","","","","",""
"IN012070800","1953","19.117","72.85","14.0","BOMBAY SANTACRUZ, IN","       101","I","        73","I","        26","I","","","","","","","","","","","",""," 310.6"," ,I,0728, ","","","   2614.1"," ,I","","","","","",""
"IN012070800","1954","19.117","72.85","14.0","BOMBAY SANTACRUZ, IN","       115","I","        87","I","        36","I","","","","","","","","","","","",""," 256.0"," ,I,0807, ","","","   3501.4"," ,I","","","","","",""
"IN012070800","1955","19.117","72.85","14.0","BOMBAY SANTACRUZ, IN","       118","I","        94","I","        25","I","","","","","","","","","","","",""," 183.4"," ,I,0824, ","","","   2419.6"," ,I","","","","","",""
"IN012070800","1956","19.117","72.85","14.0","BOMBAY SANTACRUZ, IN","       138","I","       103","I","        33","I","","","","","","","","","","","",""," 175.8"," ,I,0801,+","","","   2997.9"," ,I","","","","","",""
"IN012070800","1957","19.117","72.85","14.0","BOMBAY SANTACRUZ, IN","        98","I","        81","I","        31","I","","","","","","","","","","","",""," 161.5"," ,I,0714, ","","","   2376.7"," ,I","","","","","",""
"IN012070800","1958","19.117","72.85","14.0","BOMBAY SANTACRUZ, IN","       104","I","        79","I","        41","I","","","","","","","","","","","",""," 241.2"," ,I,0711, ","","","   3784.9"," ,I","","","","","",""
"IN012070800","1959","19.117","72.85","14.0","BOMBAY SANTACRUZ, IN","       114","I","        88","I","        37","I","","","","","","","","","","","",""," 176.0"," ,I,0824, ","","","   2923.1"," ,I","","","","","",""
