"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"RQC00664677","1963","18.16667","-66.88333","792.5","INDIERA ALTA, PR US","       171","0","       138","0","        43","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 121.9"," ,0,0802, ","   2779.9"," ,0","        0"," ,0"
"RQC00664677","1964","18.16667","-66.88333","792.5","INDIERA ALTA, PR US","       126","0","        97","0","        21","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  86.4"," ,0,0914, ","   1664.4"," ,0","        0"," ,0"
"RQC00664677","1965","18.16667","-66.88333","792.5","INDIERA ALTA, PR US","       140","0","       122","0","        33","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  63.5"," ,0,1210, ","   2144.6"," ,0","        0"," ,0"
"RQC00664677","1966","18.16667","-66.88333","792.5","INDIERA ALTA, PR US","       113","0","       108","0","        26","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 101.6"," ,0,1122, ","   2047.9"," ,0","        0"," ,0"
"RQC00664677","1967","18.16667","-66.88333","792.5","INDIERA ALTA, PR US","        89","0","        85","0","        20","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  85.1"," ,0,0821, ","   1541.1"," ,0","        0"," ,0"
"RQC00664677","1969","18.16667","-66.88333","792.5","INDIERA ALTA, PR US","       136","0","       129","0","        28","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  96.8"," ,0,0506, ","   1835.8"," ,0","        0"," ,0"
"RQC00664677","1970","18.16667","-66.88333","792.5","INDIERA ALTA, PR US","","","","","","","","","","","         7"," ","","","","","","","","","",""
"RQC00664677","1971","18.16667","-66.88333","792.5","INDIERA ALTA, PR US","       186","0","       124","0","        22","0","        0","","         0","0","       127"," ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 111.3"," ,0,1025, ","   2096.6"," ,0","        0"," ,0"
"RQC00664677","1972","18.16667","-66.88333","792.5","INDIERA ALTA, PR US","       136","0","       112","0","        24","0","        0","","         0","0","         1"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","  73.7"," ,0,0324, ","   1927.8"," ,0","        0"," ,0"
"RQC00664677","1973","18.16667","-66.88333","792.5","INDIERA ALTA, PR US","       101","0","        87","0","        19","0","        0","","         0","0","       104"," ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 110.5"," ,0,1015, ","   1509.7"," ,0","        0"," ,0"
"RQC00664677","1974","18.16667","-66.88333","792.5","INDIERA ALTA, PR US","       109","0","       100","0","        30","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  75.7"," ,0,1103, ","   1829.4"," ,0","        0"," ,0"
"RQC00664677","1975","18.16667","-66.88333","792.5","INDIERA ALTA, PR US","       124","0","       116","0","        13","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  81.3"," ,0,0430, ","   1375.0"," ,0","        0"," ,0"
"RQC00664677","1976","18.16667","-66.88333","792.5","INDIERA ALTA, PR US","","","","","","","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","        0"," ,0"
"RQC00664677","1977","18.16667","-66.88333","792.5","INDIERA ALTA, PR US","","","","","","","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   1823.8"," ,0","        0"," ,0"
