"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GMW00034178","1949","48.2","11.26667","530.0","FURSTENFELDBRUCK, GM","     95.1","","      95.1","X","       129","X","        71","X","         4","X","       25","","         7","X","         0","X","       117","X","        29","X","        96","X","         3","X","       224"," ","        25"," ","  -16.7","X,0203, ","   178"," ,X,1212, ","   165"," ,X,1210, ","  48.5"," ,X,0521, ","   34.4","X,0808, ","0.0","X,1028","-3.3","X,1103","-4.4","X,1104","-13.3","X,1213","-13.3","X,1213","-1.1","X,0511","-2.2","X,0324","-4.4","X,0322","-8.3","X,0309","-10.6","X,0308","","","","","    678.3"," ,X","      659"," ,X","      9.01","X","     13.79","X","      4.23","X"
"GMW00034178","1950","48.2","11.26667","530.0","FURSTENFELDBRUCK, GM","    149.6","","     149.6","X","       145","X","        85","X","         2","X","       31","","         6","X","         0","X","       110","X","        44","X","       104","X","         4","X","       206"," ","        33"," ","  -13.3","X,1219,+","   127"," ,X,1222,+","    76"," ,X,1105, ","  44.5"," ,X,0714, ","   34.4","X,0704, ","-0.6","X,1022","-3.3","X,1027","-5.6","X,1206","-6.7","X,1214","-11.7","X,1217","-0.6","X,0426","-2.8","X,0418","-4.4","X,0304","-9.4","X,0228","-9.4","X,0228","    3254.8","8","    3254.8","X","    737.3"," ,X","      516"," ,X","      9.10","X","     13.64","X","      4.56","X"
"GMW00034178","1951","48.2","11.26667","530.0","FURSTENFELDBRUCK, GM","     82.7","","      82.7","X","       151","X","        83","X","         4","X","       40","","        13","X","         0","X","       124","X","        19","X","        74","X","         0","X","       232"," ","        29"," ","   -8.9","X,1212,+","   127"," ,X,0122, ","   130"," ,X,0121, ","  34.0"," ,X,0120, ","   30.6","X,0830,+","-0.6","X,1008","-2.8","X,1010","-4.4","X,1208","-8.9","X,1212","-8.9","X,1212","-1.1","X,0424","-2.2","X,0423","-4.4","X,0322","-7.8","X,0307","-8.9","X,0306","    3737.2","2","    3737.2","X","    782.3"," ,X","      712"," ,X","      8.65","X","     12.98","X","      4.32","X"
"GMW00034178","1952","48.2","11.26667","530.0","FURSTENFELDBRUCK, GM","    152.0","","     152.0","X","       192","X","        94","X","         2","X","       76","","        21","X","         0","X","       124","X","        45","X","        78","X","         9","X","       156"," ","        21"," ","  -15.6","X,0127, ","   203"," ,X,0208,+","   163"," ,X,0119, ","  42.2"," ,X,0906, ","   35.6","X,0814, ","-3.9","X,1013","-3.9","X,1013","-5.0","X,1114","-12.2","X,1115","-12.2","X,1115","-2.8","X,0405","-2.8","X,0405","-5.6","X,0403","-7.2","X,0315","-10.0","X,0218","    3567.5","5","    3567.5","X","    832.5"," ,X","     1461"," ,X","      8.15","X","     12.35","X","      3.96","X"
"GMW00034178","1953","48.2","11.26667","530.0","FURSTENFELDBRUCK, GM","     82.7","","      82.7","X","       130","X","        61","X","         1","X","       51","","        11","X","         0","X","       132","X","        48","X","        85","X","         0","X","       202"," ","        13"," ","  -15.6","X,0209, ","   254"," ,X,0209, ","    94"," ,X,0110, ","  35.3"," ,X,0618, ","   31.7","X,0717, ","-5.0","X,1010","-5.0","X,1010","-5.0","X,1010","-8.3","X,1231","","","-1.7","X,0511","-2.2","X,0408","-4.4","X,0316","-6.7","X,0218","-14.4","X,0217","    3868.3","3","    3868.3","X","    558.1"," ,X","      720"," ,X","      8.57","X","     13.15","X","      3.98","X"
"GMW00034178","1954","48.2","11.26667","530.0","FURSTENFELDBRUCK, GM","     53.8","","      53.8","X","       168","X","        94","X","         3","X","       28","","        12","X","         1","X","       113","X","        40","X","        60","X","         0","X","       161"," ","        23"," ","  -17.8","X,0201, ","   406"," ,X,0111, ","   152"," ,X,1225, ","  41.1"," ,X,0709, ","   29.4","X,0806,+","-0.6","X,1013","-2.2","X,1105","-5.6","X,1120","-8.3","X,1122","","","0.0","X,0428","-2.2","X,0412","-5.0","X,0309","-10.6","X,0224","-10.6","X,0224","    3923.4","4","    3923.4","X","    836.5"," ,X","      956"," ,X","      7.64","X","     11.51","X","      3.78","X"
"GMW00034178","1955","48.2","11.26667","530.0","FURSTENFELDBRUCK, GM","     35.9","","      35.9","X","       160","X","        79","X","         5","X","       41","","        13","X","         0","X","       129","X","        47","X","        70","X","         0","X","       200"," ","        28"," ","  -15.6","X,0308, ","   305"," ,X,0219,+","   323"," ,X,0218, ","  40.9"," ,X,0112, ","   30.6","X,0718, ","-0.6","X,1009","-2.2","X,1029","-5.0","X,1030","-8.3","X,1125","-9.4","X,1126","-2.2","X,0426","-2.2","X,0426","-4.4","X,0321","-6.7","X,0315","-15.6","X,0308","    3916.3","3","    3916.3","X","    879.0"," ,X","     1010"," ,X","      7.50","X","     11.53","X","      3.47","X"
"GMW00034178","1956","48.2","11.26667","530.0","FURSTENFELDBRUCK, GM","     34.7","","      34.7","X","       167","X","        87","X","         3","X","       42","","        15","X","        14","X","       126","X","        63","X","        69","X","         0","X","       212"," ","        31"," ","  -26.7","X,0210, ","   279"," ,X,0220,+","   168"," ,X,1028, ","  38.4"," ,X,0711, ","   30.0","X,0827, ","-1.1","X,1009","-3.3","X,1108","-5.6","X,1120","-6.7","X,1121","-10.6","X,1201","0.0","X,0521","-3.9","X,0421","-8.3","X,0408","-8.3","X,0408","-13.3","X,0312","    4164.1","1","    4164.1","X","    812.8"," ,X","     1093"," ,X","      6.72","X","     10.93","X","      2.50","X"
"GMW00034178","1957","48.2","11.26667","530.0","FURSTENFELDBRUCK, GM","","","","","","","","","","","","","","","","","","","","","","","","","       149"," ","        26"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3673.4","4","    3673.4","X","","","","","","","","","",""
"GMW00034178","2006","48.2","11.26667","530.0","FURSTENFELDBRUCK, GM","","","","","       149","E","        74","E","         5","E","","","","","","","","","","","","","","","","","","","","","","","","","  38.3"," ,E,0621, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    810.4"," ,E","","","","","","","",""
