"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00004935","2011","40.45","-99.33917","702.3","HOLDREGE BREWSTER FIELD AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","        10"," ","         2"," ","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004935","2012","40.45","-99.33917","702.3","HOLDREGE BREWSTER FIELD AIRPORT, NE US","       4.5","W","    710.0","","     710.0","W","        48","W","        25","W","         3","W","         3","W","       116","W","        16","W","       189","W","        59","W","        67"," ","        18"," ","        40"," ","  -19.9","W,0211, ","  39.4"," ,W,0801, ","   41.1","W,0626, ","0.0","W,1005","-5.5","W,1026","-5.5","W,1026","-7.1","W,1111","-9.3","W,1128","0.0","W,0410","-4.9","W,0308","-4.9","W,0308","-7.1","W,0303","-9.3","W,0227","","","","","    322.1"," ,W","     12.65","W","     20.10","W","      5.21","W","       190","W","      21.0","W"
"USW00004935","2013","40.45","-99.33917","702.3","HOLDREGE BREWSTER FIELD AIRPORT, NE US","       4.7","W","    668.6","","     668.6","W","        61","W","        28","W","         4","W","         2","W","       137","W","        23","W","       156","W","        48","W","        74"," ","        17"," ","        58"," ","  -20.5","W,1209,+","  36.8"," ,W,1014, ","   41.7","W,0611, ","0.0","W,1016","-4.9","W,1111","-4.9","W,1111","-10.5","W,1112","-10.5","W,1112","-1.0","W,0504","-3.8","W,0424","-4.9","W,0409","-9.9","W,0326","-9.9","W,0326","    2963.4","4","    2963.4","W","    425.0"," ,W","     11.09","W","     17.79","W","      4.39","W","       350","W","      17.0","W"
"USW00004935","2014","40.45","-99.33917","702.3","HOLDREGE BREWSTER FIELD AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","        73"," ","        19"," ","        50"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004935","2015","40.45","-99.33917","702.3","HOLDREGE BREWSTER FIELD AIRPORT, NE US","       4.2","W","    498.6","","     498.6","W","        76","W","        41","W","         3","W","         4","W","       119","W","        28","W","       172","W","        27","W","        79"," ","        21"," ","        53"," ","  -19.3","W,0227, ","  29.5"," ,W,0617, ","   37.2","W,0915,+","-0.5","W,1016","-4.3","W,1029","-5.5","W,1121","-7.1","W,1127","-10.5","W,1218","0.0","W,0512","-7.1","W,0326","-7.1","W,0326","-7.1","W,0326","-16.6","W,0305","    2946.5","5","    2946.5","W","    496.5"," ,W","     11.60","W","     18.30","W","      4.90","W","       360","W","      15.7","W"
"USW00004935","2016","40.45","-99.33917","702.3","HOLDREGE BREWSTER FIELD AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","        67"," ","        11"," ","        47"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004935","2017","40.45","-99.33917","702.3","HOLDREGE BREWSTER FIELD AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","        73"," ","        15"," ","        57"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    2715.2","2","    2715.2","W","","","","","","","","","","","",""
"USW00004935","2018","40.45","-99.33917","702.3","HOLDREGE BREWSTER FIELD AIRPORT, NE US","       4.3","W","    557.0","","     557.0","W","","","","","","","         5","W","       156","W","        37","W","       150","W","        25","W","       100"," ","        12"," ","        46"," ","  -23.8","W,0101, ","","","   37.2","W,0615, ","-0.5","W,1010","-2.7","W,1011","-5.5","W,1015","-9.3","W,1108","-9.3","W,1108","-3.2","W,0419","-3.2","W,0419","-8.2","W,0416","-8.2","W,0416","-13.2","W,0407","","","","","","","      9.92","W","     16.02","W","      3.83","W","       310","W","      18.3","W"
"USW00004935","2019","40.45","-99.33917","702.3","HOLDREGE BREWSTER FIELD AIRPORT, NE US","       4.2","W","    555.6","","     555.6","W","","","","","","","         8","W","       157","W","        54","W","       149","W","        24","W","        97"," ","        21"," ","        58"," ","  -23.2","W,0304, ","","","   36.1","W,0719,+","-1.0","W,1010","-4.3","W,1011","-7.7","W,1028","-7.7","W,1028","-9.9","W,1030","0.0","W,0510","-2.7","W,0413","-4.9","W,0412","-13.2","W,0306","-13.2","W,0306","    3768.5","5","    3768.5","W","","","      9.76","W","     15.56","W","      3.96","W","       300","W","      21.0","W"
"USW00004935","2020","40.45","-99.33917","702.3","HOLDREGE BREWSTER FIELD AIRPORT, NE US","       4.3","W","    623.5","","     623.5","W","","","","","","","         1","W","       149","W","        19","W","       173","W","        43","W","        70"," ","        20"," ","        42"," ","  -18.8","W,0220, ","","","   36.1","W,0905,+","0.0","W,1002","-6.6","W,1025","-6.6","W,1025","-8.8","W,1026","-11.0","W,1027","-1.0","W,0510","-7.1","W,0417","-7.1","W,0417","-7.1","W,0417","-9.3","W,0320","    3247.8","8","    3247.8","W","","","     11.51","W","     18.25","W","      4.77","W","        10","W","      16.1","W"
