"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00244078","1917","46.033333","-105.35","807.7","HERCULES RANCH, MT US","        63","6","        34","6","         0","6","","","","","","","","","","","","","","","  22.4"," ,6,0530, ","","","","","","","","","","","","","","","","","","","","","","","    244.4"," ,6","","","","","",""
"USC00244078","1921","46.033333","-105.35","807.7","HERCULES RANCH, MT US","","","","","","","","","","","        40","6","       130","6","        36","6","","","","","","","   39.4","6,0821, ","","","","","","","","","","","","","","","","","","","","","","","","","     15.44","6","",""
"USC00244078","1922","46.033333","-105.35","807.7","HERCULES RANCH, MT US","        71","6","        46","6","         3","6","","","","","","","","","","","         1"," ","","","  58.4"," ,6,0511, ","","","","","","","","","","","","","","","","","","","","","","","    482.2"," ,6","","","","","",""
"USC00244078","1923","46.033333","-105.35","807.7","HERCULES RANCH, MT US","","","","","","","        27","6","       207","6","        35","6","       135","6","        32","6","","","  -35.6","6,1231,+","","","   38.9","6,0721,+","-1.1","6,0912","-3.3","6,0913","-4.4","6,1013","-6.7","6,1020","-9.4","6,1026","0.0","6,0518","-5.0","6,0516","-5.0","6,0516","-7.2","6,0508","-13.9","6,0408","","","      6.42","6","     14.99","6","     -2.15","6"
