"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00026476","1929","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","   1579.3","","    1579.3","6","        28","6","        14","6","         0","6","","","","","         0","6","        58","6","         0","6","       258","6","       158","6","","","","","   -5.0","6,0125, ","","","","","  18.8"," ,6,0806, ","   45.6","6,0625, ","-3.3","6,1114","-3.3","6,1114","-4.4","6,1222","-1.7","6,0402","-3.3","6,0212","-5.0","6,0125","","","","","","","    137.6"," ,6","","","     19.25","6","     28.13","6","     10.37","6"
"USC00026476","1930","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","   1359.9","","    1359.9","6","        30","6","        21","6","         2","6","","","         0","6","         0","6","        30","6","         0","6","       266","6","       131","6","","","","","   -6.1","6,1221, ","","","     0"," ,6,1231,+","  41.1"," ,6,0806, ","   43.9","6,0820, ","-2.2","6,1119","-2.2","6,1119","-4.4","6,1218","0.0","6,0302","-2.8","6,0123","","","","","    1119.0","0","    1119.0","6","    252.0"," ,6","        0"," ,6","     19.14","6","     28.10","6","     10.18","6"
"USC00026476","1931","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","   1747.0","","    1747.0","6","        36","6","        22","6","         3","6","","","","","         0","6","        45","6","         0","6","       278","6","       171","6","","","","","   -5.6","6,0120, ","","","","","  35.8"," ,6,0213, ","   45.6","6,0628, ","-4.4","6,1123","-4.4","6,1123","-4.4","6,1123","-1.7","6,0309","-2.2","6,0123","-5.6","6,0120","","","     939.2","2","     939.2","6","    274.8"," ,6","","","     20.37","6","     29.43","6","     11.30","6"
"USC00026476","1932","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","   1675.4","","    1675.4","6","        23","6","        12","6","         2","6","","","","","         0","6","        41","6","         0","6","       282","6","       159","6","","","","","   -6.7","6,0129, ","","","","","  27.4"," ,6,1009, ","   43.9","6,0817,+","0.0","6,1207","-3.3","6,1225","-4.4","6,1230","-1.7","6,0305","-4.4","6,0204","-4.4","6,0204","-6.7","6,0129","    1195.0","0","    1195.0","6","    184.2"," ,6","","","     19.79","6","     28.86","6","     10.71","6"
"USC00026476","1933","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","   1642.4","","    1642.4","6","","","","","","","","","","","         0","6","        48","6","         0","6","       283","6","       138","6","","","","","   -6.7","6,0208, ","","","","","","","   43.9","6,0810,+","0.0","6,1106","-3.9","6,1217","-4.4","6,1218","0.0","6,0306","-3.3","6,0220","-5.6","6,0211","-6.7","6,0208","    1234.0","0","    1234.0","6","","","","","     19.60","6","     28.61","6","     10.59","6"
"USC00026476","1934","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     747.3","3","     747.3"," ","","","","","","","","","",""
"USC00026476","1942","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","        26","6","        11","6","         0","6","","","","","","","","","","","","","","","","","","","","","","","","","  20.3"," ,6,0715, ","","","","","","","","","","","","","","","","","","","","","    123.0"," ,6","","","","","","","",""
"USC00026476","1943","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","        34","6","        21","6","         1","6","","","","","","","","","","","","","","","","","","","","","","","","","  38.9"," ,6,0803, ","","","","","","","","","","","","","","","","","","","","","    204.8"," ,6","","","","","","","",""
"USC00026476","1944","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","        37","6","        22","6","         0","6","","","","","","","","","","","","","","","","","","","","","","","","","  21.1"," ,6,0723, ","","","","","","","","","","","","","","","","","","","","","    216.0"," ,6","","","","","","","",""
"USC00026476","1945","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","        28","6","        12","6","         0","6","","","","","","","","","","","","","","","","","","","","","","","","","  21.6"," ,6,0301, ","","","","","","","","","","","","","","","","","","","","","    108.7"," ,6","","","","","","","",""
"USC00026476","1948","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","        20","0","        15","0","         0","0","","","","","","","","","","","","","","","","","","","","","","","","","  16.5"," ,0,0807,+","","","","","","","","","","","","","","","","","","","","","    109.7"," ,0","","","","","","","",""
"USC00026476","1949","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","        36","0","        21","0","         0","0","        0","","         0","0","","","","","","","","","","","","","         3"," ","","","     0"," ,0,1231,+","     0","T,0,1210,+","  19.8"," ,0,0125, ","","","","","","","","","","","","","","","","","","","","","    161.9"," ,0","        0","T,0","","","","","",""
"USC00026476","1950","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","        20","0","        12","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0","T,0,0918,+","  18.5"," ,0,0227, ","","","","","","","","","","","","","","","","","","","","","     80.0"," ,0","        0","T,0","","","","","",""
"USC00026476","1951","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00026476","1953","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","        14","0","        13","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  30.5"," ,0,0717, ","","","","","","","","","","","","","","","","","","","","","    104.0"," ,0","        0"," ,0","","","","","",""
"USC00026476","1954","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","        23","0","        15","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  39.9"," ,0,0805, ","","","","","","","","","","","","","","","","","","","","","    171.7"," ,0","        0"," ,0","","","","","",""
"USC00026476","1955","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","        31","0","        15","0","         3","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  44.7"," ,0,0812, ","","","","","","","","","","","","","","","","","","","","","    256.9"," ,0","        0"," ,0","","","","","",""
"USC00026476","1956","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","        28","0","        11","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  16.0"," ,0,0812, ","","","","","","","","","","","","","","","","","","","","","     98.4"," ,0","        0"," ,0","","","","","",""
"USC00026476","1957","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","        45","0","        23","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  23.4"," ,0,0718, ","","","","","","","","","","","","","","","","","","","","","    192.6"," ,0","        0"," ,0","","","","","",""
"USC00026476","1958","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","        27","0","        16","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  28.7"," ,0,0205, ","","","","","","","","","","","","","","","","","","","","","    193.4"," ,0","        0"," ,0","","","","","",""
"USC00026476","1959","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","        37","0","        23","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  27.2"," ,0,1030, ","","","","","","","","","","","","","","","","","","","","","    234.9"," ,0","        0"," ,0","","","","","",""
"USC00026476","1960","33.5","-112.06667","342.0","PHOENIX INDIAN SCHOOL, AZ US","","","","","        20","0","        11","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  19.3"," ,0,0810,+","","","","","","","","","","","","","","","","","","","","","    124.9"," ,0","        0"," ,0","","","","","",""
