"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000HKMO","2000","19.4736","-155.3589","1682.5","KEAUMO HAWAII, HI US","     11.4","","      11.4","U","         0","U","         1","U","         0","U","       266","U","         0","U","   -0.6","U,0124, ","   28.3","U,0818,+","","","-0.6","U,0124","    1402.3","3","    1402.3","U","     14.67","U","     21.87","U","      7.46","U"
"USR0000HKMO","2001","19.4736","-155.3589","1682.5","KEAUMO HAWAII, HI US","     43.5","","      43.5","U","         0","U","         0","U","         0","U","       246","U","         0","U","    0.6","U,0206,+","   29.4","U,0819, ","","","","","    1381.7","7","    1381.7","U","     15.06","U","     22.13","U","      8.00","U"
"USR0000HKMO","2002","19.4736","-155.3589","1682.5","KEAUMO HAWAII, HI US","     23.7","","      23.7","U","         0","U","         3","U","         0","U","       262","U","         0","U","    0.0","U,0303,+","   28.9","U,0623, ","","","0.0","U,0303","    1145.3","3","    1145.3","U","     14.95","U","     22.17","U","      7.74","U"
"USR0000HKMO","2003","19.4736","-155.3589","1682.5","KEAUMO HAWAII, HI US","     29.7","","      29.7","U","         0","U","         2","U","         0","U","       261","U","         0","U","    0.0","U,0217,+","   30.0","U,0823,+","","","0.0","U,0217","    1278.8","8","    1278.8","U","     14.97","U","     22.17","U","      7.77","U"
"USR0000HKMO","2004","19.4736","-155.3589","1682.5","KEAUMO HAWAII, HI US","     14.6","","      14.6","U","         0","U","         0","U","         0","U","       254","U","         0","U","    1.7","U,1216,+","   28.9","U,0820, ","","","","","    1163.7","7","    1163.7","U","     15.13","U","     21.78","U","      8.48","U"
"USR0000HKMO","2005","19.4736","-155.3589","1682.5","KEAUMO HAWAII, HI US","     21.1","","      21.1","U","         0","U","         1","U","         0","U","       284","U","         0","U","   -0.6","U,0303, ","   28.9","U,1218,+","","","-0.6","U,0303","    1186.5","5","    1186.5","U","     15.21","U","     22.40","U","      8.02","U"
"USR0000HKMO","2006","19.4736","-155.3589","1682.5","KEAUMO HAWAII, HI US","     36.6","","      36.6","U","         0","U","         2","U","         0","U","       244","U","         0","U","    0.0","U,0209,+","   31.1","U,0829,+","","","0.0","U,0209","    1273.0","0","    1273.0","U","     14.97","U","     22.04","U","      7.89","U"
"USR0000HKMO","2007","19.4736","-155.3589","1682.5","KEAUMO HAWAII, HI US","     20.4","","      20.4","U","         0","U","         4","U","         0","U","       232","U","         0","U","    0.0","U,0215,+","   29.4","U,0711, ","","","0.0","U,0215","    1304.5","5","    1304.5","U","     14.58","U","     21.61","U","      7.54","U"
"USR0000HKMO","2008","19.4736","-155.3589","1682.5","KEAUMO HAWAII, HI US","      9.6","","       9.6","U","         0","U","         2","U","         0","U","       228","U","         0","U","    0.0","U,0124,+","   27.8","U,0825,+","","","0.0","U,0124","    1404.5","5","    1404.5","U","     14.25","U","     21.51","U","      7.00","U"
"USR0000HKMO","2009","19.4736","-155.3589","1682.5","KEAUMO HAWAII, HI US","     16.8","","      16.8","U","         0","U","         1","U","         0","U","       220","U","         0","U","    0.0","U,0223, ","   28.9","U,0820, ","","","0.0","U,0223","    1518.7","7","    1518.7","U","     14.60","U","     21.49","U","      7.70","U"
