"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00023055","1948","31.832739","-104.809025","1655.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","    802.6","","     802.6","0","        35","0","        16","0","         1","0","        5","","         1","0","         2","0","        78","0","         9","0","       185","0","        41","0","        54"," ","","","        46"," ","  -18.9","0,0128, ","   102"," ,0,0101, ","    25"," ,0,0128, ","  32.3"," ,0,0601, ","   36.7","0,0905, ","0.0","0,1105","-3.3","0,1108","-5.6","0,1109","","","","","-2.8","X,0401","-2.8","X,0401","-7.8","X,0312","-7.8","X,0312","-15.6","X,0311","","","","","    171.6"," ,0","       48"," ,0","     14.54","0","     20.59","0","      8.49","0","","","","","","","",""
"USW00023055","1949","31.832739","-104.809025","1655.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","    595.5","","     595.5","0","        65","0","        36","0","         1","0","       13","","         4","0","         2","0","        73","0","        17","0","       182","0","        20","0","        73"," ","","","        62"," ","  -18.9","0,0129, ","   127"," ,0,0118,+","    76"," ,0,0117, ","  54.9"," ,0,0915, ","   35.0","0,0717,+","0.0","0,1030","-3.9","0,1211","-4.4","0,1213","-9.4","0,1221","-9.4","0,1221","-0.6","0,0411","-2.8","0,0405","-5.0","0,0215","-11.1","0,0131","-11.1","0,0131","    2219.3","3","    2219.3","0","    346.3"," ,0","      280"," ,0","     14.05","0","     19.83","0","      8.28","0","","","","","","","",""
"USW00023055","1950","31.832739","-104.809025","1655.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        24"," ","","","        41"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1704.2","2","    1704.2","0","","","","","","","","","","","","","","","","","",""
"USW00023055","2000","31.832739","-104.809025","1655.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","       8.2","W","   1008.7","","    1008.7","W","        55","W","        20","W","         0","W","","","","","         0","W","        58","W","         2","W","       209","W","        71","W","","","","","","","   -8.9","W,1212, ","","","","","  16.0"," ,W,0809, ","   38.3","W,0725,+","0.0","W,1007","-5.0","W,1107","-5.0","W,1107","-8.9","W,1212","-8.9","W,1212","-0.6","W,0319","-2.8","W,0202","-6.7","W,0129","-6.7","W,0129","","","    1505.8","8","    1505.8","W","    185.1"," ,W","","","     16.36","W","     22.65","W","     10.08","W","       220","W","       220","W","      34.0","W","      40.2","W"
"USW00023055","2001","31.832739","-104.809025","1655.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","       8.0","W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2023.1","1","    2023.1","W","","","","","","","","","","","","","","","","","",""
"USW00023055","2002","31.832739","-104.809025","1655.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","       8.1","W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00023055","2003","31.832739","-104.809025","1655.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","       8.9","W","    823.5","","     823.5","W","        45","W","        19","W","         1","W","","","","","         0","W","        46","W","         1","W","       202","W","        54","W","","","","","","","  -11.1","W,0225, ","","","","","  41.9"," ,W,1008, ","   38.3","W,0804,+","0.0","W,1025","-3.3","W,1124","-5.6","W,1217","-6.7","W,1228","","","-1.1","W,0330","-3.3","W,0328","-11.1","W,0225","-11.1","W,0225","-11.1","W,0225","","","","","    164.1"," ,W","","","     16.14","W","     22.32","W","      9.97","W","       240","W","       260","W","      38.4","W","      76.4","W"
"USW00023055","2004","31.832739","-104.809025","1655.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","       8.4","W","","","","","        69","W","        38","W","         2","W","","","","","","","","","","","","","","","","","","","","","","","","","","","  38.9"," ,W,0926, ","","","","","","","","","","","","","","","","","","","","","","","    1739.4","4","    1739.4"," ","    376.7"," ,W","","","","","","","","","       250","W","       360","W","      30.0","W","      65.7","W"
"USW00023055","2005","31.832739","-104.809025","1655.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","       8.0","B","    905.2","","     905.2","B","        49","B","        24","B","         1","B","","","","","         0","B","        41","B","         1","B","       198","B","        52","B","","","","","","","  -15.6","B,1208, ","","","","","  38.1"," ,B,0906, ","   38.9","B,0703,+","-0.6","B,1115","-2.2","B,1116","-13.3","B,1207","-13.3","B,1207","-13.3","B,1207","-1.1","W,0401","-2.2","W,0327","-5.0","W,0316","","","","","","","","","    242.7"," ,B","","","     16.24","B","     22.28","B","     10.19","B","       250","B","       360","B","      32.2","B","      65.7","B"
"USW00023055","2006","31.832739","-104.809025","1655.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","       8.3","W","    878.0","","     878.0","W","        61","W","        33","W","         1","W","","","","","         0","W","        45","W","         1","W","       205","W","        51","W","        52"," ","        32"," ","","","   -9.3","W,1130, ","","","","","  25.9"," ,W,0319, ","   38.9","W,0615,+","-3.2","W,1129","-3.2","W,1129","-9.3","W,1130","-9.3","W,1130","-9.3","W,1130","-2.7","W,0324","-2.7","W,0324","-6.6","W,0218","","","","","    1394.0","0","    1394.0","W","    328.0"," ,W","","","     16.49","W","     22.58","W","     10.39","W","       250","W","       250","W","      34.0","W","      38.9","W"
"USW00023055","2007","31.832739","-104.809025","1655.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","       8.2","W","    686.1","","     686.1","W","        59","W","        24","W","         3","W","","","","","         0","W","        68","W","         7","W","       219","W","        28","W","","","         2"," ","","","   -8.2","W,0117,+","","","","","  45.5"," ,W,0714, ","   38.3","W,0619, ","0.0","W,1121","-4.3","W,1122","-5.5","W,1123","-7.7","W,1228","","","-1.0","W,0414","-4.9","W,0408","-4.9","W,0408","-8.2","W,0117","","","    1744.2","2","    1744.2","W","    289.6"," ,W","","","     15.44","W","     21.62","W","      9.26","W","       240","W","       270","W","      63.0","W","      84.5","W"
"USW00023055","2008","31.832739","-104.809025","1655.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","","","","","        45","W","        22","W","         0","W","","","","","","","","","","","","","","","        49"," ","        32"," ","","","","","","","","","  20.6"," ,W,0725, ","","","","","","","","","","","","","","","","","","","","","","","    1625.0","0","    1625.0"," ","    212.1"," ,W","","","","","","","","","       250","W","       240","W","      30.4","W","      38.5","W"
"USW00023055","2009","31.832739","-104.809025","1655.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        59"," ","        40"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
