"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN005030100","1901","24.2","72.2","136.0","DEESA, IN","        42","I","        13","I","         2","I","","","","","","","","","","","","","  55.9"," ,I,0805, ","","","    199.9"," ,I","","","","","",""
"IN005030100","1902","24.2","72.2","136.0","DEESA, IN","        35","I","        20","I","         4","I","","","","","","","","","","","","","  76.2"," ,I,0904, ","","","    341.4"," ,I","","","","","",""
"IN005030100","1903","24.2","72.2","136.0","DEESA, IN","        44","I","        25","I","         7","I","","","","","","","","","","","","","  90.2"," ,I,0719, ","","","    496.4"," ,I","","","","","",""
"IN005030100","1904","24.2","72.2","136.0","DEESA, IN","        33","I","         9","I","         2","I","","","","","","","","","","","","","  38.9"," ,I,0704, ","","","    153.3"," ,I","","","","","",""
"IN005030100","1905","24.2","72.2","136.0","DEESA, IN","        28","I","        15","I","         6","I","","","","","","","","","","","",""," 179.3"," ,I,0724, ","","","    500.9"," ,I","","","","","",""
"IN005030100","1906","24.2","72.2","136.0","DEESA, IN","        78","I","        42","I","         7","I","","","","","","","","","","","","","  69.3"," ,I,0902, ","","","    606.9"," ,I","","","","","",""
"IN005030100","1907","24.2","72.2","136.0","DEESA, IN","        57","I","        37","I","        12","I","","","","","","","","","","","",""," 306.1"," ,I,0821, ","","","   1388.6"," ,I","","","","","",""
"IN005030100","1908","24.2","72.2","136.0","DEESA, IN","        66","I","        40","I","        11","I","","","","","","","","","","","",""," 252.2"," ,I,0708, ","","","    961.2"," ,I","","","","","",""
"IN005030100","1909","24.2","72.2","136.0","DEESA, IN","        63","I","        33","I","         7","I","","","","","","","","","","","",""," 170.2"," ,I,0803, ","","","    713.0"," ,I","","","","","",""
"IN005030100","1910","24.2","72.2","136.0","DEESA, IN","        56","I","        34","I","         7","I","","","","","","","","","","","","","  69.3"," ,I,0808, ","","","    591.1"," ,I","","","","","",""
"IN005030100","1911","24.2","72.2","136.0","DEESA, IN","        23","I","        12","I","         1","I","","","","","","","","","","","","","  33.0"," ,I,0616, ","","","    158.6"," ,I","","","","","",""
"IN005030100","1912","24.2","72.2","136.0","DEESA, IN","        53","I","        32","I","         8","I","","","","","","","","","","","","","  96.5"," ,I,0831, ","","","    604.7"," ,I","","","","","",""
"IN005030100","1913","24.2","72.2","136.0","DEESA, IN","        61","I","        41","I","         9","I","","","","","","","","","","","",""," 178.3"," ,I,0825, ","","","    905.8"," ,I","","","","","",""
