"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"GMW00034036","1956","49.65","9.96667","311.2","GIEBELSTADT, GM","","","        62"," ","","","",""
"GMW00034036","1957","49.65","9.96667","311.2","GIEBELSTADT, GM","       19","","        21"," ","","","    25"," ,X,0127,+"
"GMW00034036","1958","49.65","9.96667","311.2","GIEBELSTADT, GM","","","        14"," ","         1"," ","",""
