"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00194449","1896","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       129","6","        82","6","        12","6","","","","","","","","","","","","","","","","","","","  61.0"," ,6,0906, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1166.6"," ,6","","","","","","","",""
"USC00194449","1898","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       156","6","       102","6","        20","6","","","","","","","","","","","","","","","","","","","  98.0"," ,6,0713, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1711.4"," ,6","","","","","","","",""
"USC00194449","1928","42.05","-71.2","43.0","MANSFIELD, MA US","    340.2","","     340.2","6","       133","6","        74","6","        10","6","","","         3","6","       143","6","        30","6","       131","6","        20","6","","","  -20.0","6,0203, ","","","  69.3"," ,6,1019, ","   37.2","6,0804, ","0.0","6,0927","-3.3","6,1015","-7.8","6,1030","-7.8","6,1030","-8.9","6,1126","-2.8","6,0427","-2.8","6,0427","-4.4","6,0421","-13.3","6,0311","-13.3","6,0311","    3428.1","1","    3428.1","6","   1082.6"," ,6","","","      9.50","6","     15.40","6","      3.60","6"
"USC00194449","1929","42.05","-71.2","43.0","MANSFIELD, MA US","    343.7","","     343.7","6","       131","6","        88","6","         8","6","","","         3","6","       142","6","        26","6","       140","6","        26","6","","","  -22.2","6,0116, ","","","  64.8"," ,6,0416, ","   36.7","6,0903,+","-1.1","6,1006","-5.6","6,1009","-5.6","6,1009","-7.2","6,1121","-10.6","6,1122","-2.8","6,0424","-2.8","6,0424","-4.4","6,0330","-7.2","6,0311","-15.0","6,0310","    3474.5","5","    3474.5","6","   1096.4"," ,6","","","      9.39","6","     15.66","6","      3.12","6"
"USC00194449","1931","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       121","6","        77","6","         7","6","","","","","","","","","","","","","","","","","",""," 121.9"," ,6,0609, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1165.1"," ,6","","","","","","","",""
"USC00194449","1932","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       126","6","        83","6","        16","6","","","","","","","","","","","","","","","","","","","  80.8"," ,6,0916, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1192.1"," ,6","","","","","","","",""
"USC00194449","1933","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       129","6","        94","6","        12","6","","","","","","","","","","","","","","","","","","","  73.2"," ,6,0915, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1220.6"," ,6","","","","","","","",""
"USC00194449","1934","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       118","6","        84","6","        10","6","","","","","","","","","","","","","","","","","","","  50.8"," ,6,0619, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1056.4"," ,6","","","","","","","",""
"USC00194449","1935","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       119","6","        62","6","        11","6","","","","","","","","","","","","","","","","","","","  67.6"," ,6,0409, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1007.9"," ,6","","","","","","","",""
"USC00194449","1937","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       129","6","        79","6","        15","6","","","","","","","","","","","","","","","","","","","  66.0"," ,6,1128, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1236.2"," ,6","","","","","","","",""
"USC00194449","1938","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       141","6","        85","6","        14","6","","","","","","","","","","","","","","","","","","","  67.3"," ,6,0627, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1350.7"," ,6","","","","","","","",""
"USC00194449","1939","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       116","6","        71","6","        11","6","","","","","","","","","","","","","","","","","","","  59.9"," ,6,1031, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    991.5"," ,6","","","","","","","",""
"USC00194449","1940","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       127","6","        76","6","        16","6","","","","","","","","","","","","","","","","","","","  58.7"," ,6,0114, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1115.5"," ,6","","","","","","","",""
"USC00194449","1941","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       103","6","        57","6","         9","6","","","","","","","","","","","","","","","","","","","  45.5"," ,6,1213, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    811.3"," ,6","","","","","","","",""
"USC00194449","1944","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       108","6","        74","6","        10","6","","","","","","","","","","","","","","","","","",""," 102.9"," ,6,0914, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1132.2"," ,6","","","","","","","",""
"USC00194449","1945","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       138","6","        93","6","        16","6","","","","","","","","","","","","","","","","","","","  77.5"," ,6,1129, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1433.4"," ,6","","","","","","","",""
"USC00194449","1946","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       107","6","        73","6","         9","6","","","","","","","","","","","","","","","","","","","  79.5"," ,6,0807, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    985.7"," ,6","","","","","","","",""
"USC00194449","1947","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       101","6","        65","6","        15","6","","","","","","","","","","","","","","","","","",""," 110.7"," ,6,0902, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1149.6"," ,6","","","","","","","",""
"USC00194449","1948","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       132","0","        90","0","        14","0","","","","","","","","","","","","","","","","","","","  76.2"," ,0,0714, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1353.1"," ,0","","","","","","","",""
"USC00194449","1949","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       105","0","        67","0","         4","0","","","","","","","","","","","","","","","","","","","  31.2"," ,0,0523, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    763.3"," ,0","","","","","","","",""
"USC00194449","1950","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       129","0","        74","0","         8","0","","","","","","","","","","","","","","","","","","","  70.1"," ,0,1121, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    963.9"," ,0","","","","","","","",""
"USC00194449","1951","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       142","0","        79","0","        11","0","","","","","","","","","","","","","","","","","","","  78.0"," ,0,0524, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1204.1"," ,0","","","","","","","",""
"USC00194449","1952","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       111","0","        70","0","         8","0","","","","","","","","","","","","","","","","","","","  60.2"," ,0,0806, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1034.1"," ,0","","","","","","","",""
"USC00194449","1953","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       130","0","        87","0","        18","0","","","","","","","","","","","","","","","","","","","  74.2"," ,0,0723, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1529.8"," ,0","","","","","","","",""
"USC00194449","1954","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       140","0","        79","0","        14","0","","","","","","","","","","","","","","","","","",""," 106.7"," ,0,0912, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1317.9"," ,0","","","","","","","",""
"USC00194449","1955","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       135","0","        83","0","        14","0","","","","","","","","","","","","","","","","","",""," 165.1"," ,0,0819, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1470.0"," ,0","","","","","","","",""
"USC00194449","1956","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       145","0","        96","0","        13","0","","","","","","","","","","","","","","","","","","","  58.4"," ,0,0907, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1274.2"," ,0","","","","","","","",""
"USC00194449","1960","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00194449","1961","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       131","0","        87","0","        11","0","","","","","","","","","","","","","","","","","","","  61.0"," ,0,0921, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1174.3"," ,0","","","","","","","",""
"USC00194449","1962","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       118","0","        81","0","        13","0","","","","","","","","","","","","","","","","","",""," 103.1"," ,0,1006, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1253.2"," ,0","","","","","","","",""
"USC00194449","1966","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       128","0","        68","0","        10","0","","","","","","","","","","","","","","","","","","","  59.2"," ,0,1020,+","","","","","","","","","","","","","","","","","","","","","","","","","","","    952.0"," ,0","","","","","","","",""
"USC00194449","1967","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       142","0","        90","0","        10","0","","","","","","","","","","","","","","","","","","","  68.6"," ,0,0526, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1145.1"," ,0","","","","","","","",""
"USC00194449","1969","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       123","0","        81","0","        13","0","","","","","","","","","","","","","","","","","",""," 118.6"," ,0,1227, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1392.0"," ,0","","","","","","","",""
"USC00194449","1971","42.05","-71.2","43.0","MANSFIELD, MA US","","","","","       110","0","        76","0","        10","0","","","","","","","","","","","","","","","","","","","  44.2"," ,0,1011, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    973.4"," ,0","","","","","","","",""
