"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CMLR","1999","37.8172","-121.7789","621.8","MALLORY RIDGE CALIFORNIA, CA US","    585.1","","     585.1","U","         0","U","         6","U","         0","U","       155","U","        24","U","    0.0","U,0409,+","   40.0","U,0712, ","","","","","0.0","U,0409","","","","","","","     14.79","U","     19.68","U","      9.89","U"
"USR0000CMLR","2001","37.8172","-121.7789","621.8","MALLORY RIDGE CALIFORNIA, CA US","    795.3","","     795.3","U","         0","U","         3","U","         0","U","       177","U","        50","U","    0.0","U,0408,+","   40.6","U,0703, ","","","","","0.0","U,0408","","","","","","","     15.63","U","     20.55","U","     10.71","U"
"USR0000CMLR","2002","37.8172","-121.7789","621.8","MALLORY RIDGE CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","    1848.2","2","    1848.2"," ","","","","","",""
"USR0000CMLR","2003","37.8172","-121.7789","621.8","MALLORY RIDGE CALIFORNIA, CA US","    779.6","","     779.6","U","         0","U","         1","U","         0","U","       167","U","        49","U","    0.0","U,1227, ","   38.9","U,0717, ","0.0","U,1227","","","","","","","","","","","     15.45","U","     20.24","U","     10.67","U"
"USR0000CMLR","2004","37.8172","-121.7789","621.8","MALLORY RIDGE CALIFORNIA, CA US","    636.8","","     636.8","U","         0","U","         2","U","         0","U","       169","U","        34","U","    0.0","U,0104,+","   37.8","U,0908, ","","","","","0.0","U,0104","","","    1692.5","5","    1692.5","U","     15.19","U","     19.99","U","     10.38","U"
"USR0000CMLR","2005","37.8172","-121.7789","621.8","MALLORY RIDGE CALIFORNIA, CA US","    674.1","","     674.1","U","         0","U","         0","U","         0","U","       149","U","        44","U","    0.6","U,1217,+","   39.4","U,0716, ","","","","","","","","","    1911.9","9","    1911.9","U","     15.36","U","     20.08","U","     10.64","U"
"USR0000CMLR","2006","37.8172","-121.7789","621.8","MALLORY RIDGE CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","    1806.0","0","    1806.0","U","","","","","",""
"USR0000CMLR","2007","37.8172","-121.7789","621.8","MALLORY RIDGE CALIFORNIA, CA US","    561.9","","     561.9","U","         0","U","        10","U","         0","U","       171","U","        31","U","   -2.8","U,0113,+","   38.9","U,0705, ","0.0","U,1227","","","0.0","U,0228","-2.8","U,0113","","","","","     15.19","U","     20.15","U","     10.24","U"
"USR0000CMLR","2008","37.8172","-121.7789","621.8","MALLORY RIDGE CALIFORNIA, CA US","    832.7","","     832.7","U","         0","U","         4","U","         0","U","       177","U","        44","U","   -0.6","U,1217, ","   41.7","U,0709, ","0.0","U,1215","","","0.0","U,0421","","","    1865.1","1","    1865.1","U","     15.74","U","     20.56","U","     10.92","U"
"USR0000CMLR","2009","37.8172","-121.7789","621.8","MALLORY RIDGE CALIFORNIA, CA US","    749.6","","     749.6","U","         0","U","         7","U","         0","U","       155","U","        45","U","   -2.2","U,1209,+","   41.1","U,0628, ","-0.6","U,1207","-2.2","U,1208","0.0","U,0213","","","    1739.3","3","    1739.3","U","     15.28","U","     20.04","U","     10.53","U"
